record_id,section,priority,year,title,publication_status,status_category,venue,identifier,verification_source,bibliography_eligibility,note_quality,evidence_readiness,pages,canonical_status_detail,final_exclusion_reason
381,S5.1,P2,2025,VisualAgentBench Towards Large Multimodal Models as Visual Foundation Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2408.06327,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
382,S5.1,P2,2024,Towards a Realistic Long-Term Benchmark for Open-Web Research Agents,Preprint-only,Preprint/technical report,arXiv,2409.14913,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
383,S5.1,P2,2025,Windows Agent Arena Evaluating Multi-Modal OS Agents at Scale,Published,Archival published,Proceedings of ICML,arXiv:2409.08264,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
384,S5.1,P2,2025,SPA-Bench- A Comprehensive Benchmark for SmartPhone Agent Evaluation,Published,Archival published,International Conference on Learning Representations,arXiv:2410.15164,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
385,S5.1,P2,2025,Agent-as-a-Judge Evaluate Agents with Agents,Published,Archival published,Proceedings of ICML,arXiv:2410.10934,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
386,S5.1,P2,2025,Evaluating Cultural and Social Awareness of LLM Web Agents,Published,Archival published,Findings of the Association for Computational Linguistics: NAACL 2025,arXiv:2410.23252,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
387,S5.1,P2,2025,VideoWebArena Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks,Published,Archival published,ICLR 2025,"proceedings.iclr.cc (2025, OpenReview unDQOUah0F); 2410.19100",External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
388,S5.1,P2,2024,WebOlympus- An Open Platform for Web Agents on Live Websites,Published,Archival published,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,arXiv:2412.10642,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
389,S5.1,P2,2026,A3- Android Agent Arena for Mobile GUI Agents,Published,Archival published,Findings of ACL 2026,https://aclanthology.org/2026.findings-acl.184/; 2501.01149,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
390,S5.1,P2,2025,Survey on Evaluation of LLM-based Agents,Preprint-only,Preprint/technical report,arXiv (IBM),2503.16416,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
391,S5.1,P2,2025,SWE-bench Goes Live!,Published,Archival published,Advances in NeurIPS,arXiv:2505.23419,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
392,S5.1,P2,2025,UI-Vision- A Desktop-centric GUI Benchmark for Visual Perception and Interaction,Published,Archival published,ICML 2025 (PMLR 267:45817–45851),https://proceedings.mlr.press/v267/nayak25a.html; 2503.15661,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
393,S5.1,P2,2025,Mobile-Bench-v2 A More Realistic and Comprehensive Benchmark for VLM-based Mobile Agents,Preprint-only,Preprint/technical report,arXiv,2505.11891,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
394,S5.1,P2,2025,Open CaptchaWorld A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,Accepted,Archival accepted,NeurIPS 2025 (Datasets & Benchmarks),neurips.cc/virtual/2025 poster 121537; 2505.24878,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
395,S5.1,P2,2025,X-WebAgentBench A Multilingual Interactive Web Benchmark for Evaluating Global Agentic System,Published,Archival published,Findings of ACL,arXiv:2505.15372,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
396,S5.1,P2,2025,Agent-RewardBench Towards a Unified Benchmark for Reward Modeling across Perception Planning and Safety in Real-World Multimodal Agents,Published,Archival published,Proceedings of ACL (Long Papers),arXiv:2506.21252,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
397,S5.1,P2,2025,Atomic-to-Compositional Generalization for Mobile Agents with A New Benchmark and Scheduling System,Preprint-only,Preprint/technical report,arXiv,2506.08972,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
398,S5.1,P2,2025,DeepResearch Bench A Comprehensive Benchmark for Deep Research Agents,Preprint-only,Preprint/technical report,arXiv,2506.11763,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
399,S5.1,P2,2025,FormFactory An Interactive Benchmarking Suite for Multimodal Form-Filling Agents,Published,Archival published,Proceedings of ACM Multimedia,https://doi.org/10.1145/3746027.3758285,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
400,S5.1,P2,2025,Evaluation and Benchmarking of LLM Agents- A Survey,Published,Archival published,ACM KDD 2025 (pp. 6129–6139),https://doi.org/10.1145/3711896.3736570; 2507.21504,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
401,S5.1,P2,2025,MCP-Bench- Benchmarking Tool-Using LLM Agents with Complex Real-World Tasks via MCP Servers,Preprint-only,Preprint/technical report,arXiv (under review),2508.20453,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
402,S5.1,P2,2025,MCP-Universe- Benchmarking Large Language Models with Real-World Model Context Protocol Servers,Preprint-only,Preprint/technical report,arXiv (under review),2508.14704,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
403,S5.1,P2,2025,MM-BrowseComp- A Comprehensive Benchmark for Multimodal Browsing Agents,Preprint-only,Preprint/technical report,arXiv (ICLR 2026 submission withdrawn),2508.13186,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
404,S5.1,P2,2025,OdysseyBench- Evaluating LLM Agents on Long-Horizon Complex Office Application Workflows,Preprint-only,Preprint/technical report,arXiv (ICLR 2026 submission withdrawn),2508.09124,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
405,S5.1,P2,2025,Search-Time Data Contamination,Preprint-only,Preprint/technical report,,2508.13180,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
406,S5.1,P2,2026,ShoppingBench- A Real-World Intent-Grounded Shopping Benchmark for LLM-based Agents,Accepted,Archival accepted,AAAI 2026 (Technical Track),https://doi.org/10.1609/aaai.v40i39.40640; 2508.04266,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
407,S5.1,P2,2025,WebArXiv- Evaluating Multimodal Agents on Time-Invariant arXiv Tasks,Preprint-only,Preprint/technical report,,2507.00938,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
408,S5.1,P2,2025,WebWalker- Benchmarking LLMs in Web Traversal,Published,Archival published,Proceedings of ACL (Long Papers),arXiv:2501.07572,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
409,S5.1,P2,2025,WideSearch- Benchmarking Agentic Broad Info-Seeking,Preprint-only,Preprint/technical report,arXiv (ByteDance Seed),2508.07999,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
410,S5.1,P2,2025,ARE- Scaling Up Agent Environments and Evaluations,Preprint-only,Preprint/technical report,arXiv (Meta tech report),2509.17158,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
411,S5.1,P2,2026,MCP-AgentBench- Evaluating Real-World Language Agent Performance with MCP-Mediated Tools,Published,Archival published,"AAAI 2026 (Proc. 40th AAAI Conf., pp. 30888–30896, Singapore)",https://ojs.aaai.org/index.php/AAAI/article/view/40347; 2509.09734,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
412,S5.1,P2,2025,MCPMark- A Benchmark for Stress-Testing Realistic and Comprehensive MCP Use,Preprint,Preprint/technical report,arXiv preprint arXiv:2509.24002,,Verified in ACM survey,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
413,S5.1,P2,2026,NEWSAGENT- Benchmarking Multimodal Agents as Journalists with Real-World Newswriting Tasks,Accepted/Published,Archival published,Findings of ACL 2026 (volume live; ISBN 979-8-89176-395-1),https://aclanthology.org/volumes/2026.findings-acl/; 2509.00446,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
414,S5.1,P2,2025,SCUBA- Salesforce Computer Use Benchmark,Preprint-only,Preprint/technical report,,2509.26506,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
415,S5.1,P2,2026,DRBench- A Realistic Benchmark for Enterprise Deep Research,Published,Archival published,International Conference on Learning Representations,arXiv:2510.00172,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
416,S5.1,P2,2026,GEM- A Gym for Agentic LLMs,Published,Archival published,ICLR 2026 (conference paper),https://openreview.net/forum?id=0Ylu01jcnu; 2510.01051,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
417,S5.1,P2,2026,Holistic Agent Leaderboard- The Missing Infrastructure for AI Agent Evaluation,Published,Archival published,ICLR 2026 (Poster),https://openreview.net/forum?id=vUaY1t64ZZ; 2510.11977,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
418,S5.1,P2,2025,MacroBench- A Novel Testbed for Web Automation Scripts via Large Language Models,Non-archival workshop,Workshop/non-archival,NeurIPS 2025 Lock-LLM Workshop,2510.04363,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Context only; verify archival status,,,
419,S5.1,P2,2026,TheMCPCompany- Creating General-purpose Agents with Task-specific Tools,Published,Archival published,International Conference on Learning Representations,arXiv:2504.11676,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
420,S5.1,P2,2025,OSWORLD-MCP- BENCHMARKING MCP TOOL INVOCATION IN COMPUTER-USE AGENTS,Preprint-only,Preprint/technical report,,2510.24563,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
421,S5.1,P2,2025,EcomBench- Towards Holistic Evaluation of Foundation Agents in E-commerce,Preprint-only,Preprint/technical report,,2512.08868,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
422,S5.1,P2,2025,Evaluating Long-Context Reasoning in LLM-Based WebAgents,Non-archival workshop,Workshop/non-archival,"NeurIPS 2025 LAW Workshop (Bridging Language, Agent, and World Models)",2512.04307,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Context only; verify archival status,,,
423,S5.1,P2,2026,AGENCYBENCH- Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,Published,Archival published,"ACL 2026 (Vol. 1: Long Papers, pp. 7422–7440)",https://aclanthology.org/2026.acl-long.337/; 2601.11044,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
424,S5.1,P2,2026,Ego2Web- A Web Agent Benchmark Grounded in Egocentric Videos,Published,Archival published,CVPR 2026 (CVF Open Access),https://openaccess.thecvf.com/CVPR2026; 2603.22529,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
425,S5.1,P2,2026,AgentWebBench- Benchmarking Multi-Agent Coordination in Agentic Web,Accepted,Archival accepted,ICML 2026 (Proc. 43rd Int. Conf. on Machine Learning; Poster),https://icml.cc/ (2026 proceedings); 2604.10938,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
426,S5.1,P2,2026,ClawBench- Evaluating Capability and Safety of LLM Productivity Agents in Simulated Workspaces,Preprint,Preprint/technical report,arXiv preprint arXiv:2604.05172,arXiv:2604.05172,Verified in final SLR bibliography,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
427,S5.1,P3,2024,"MAgIC: Investigation of Large Language Model Powered Multi-Agent in Cognition, Adaptability, Rationality and Collaboration",Published,Archival published,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing (EMNLP 2024), pages 7315-7332",https://doi.org/10.18653/v1/2024.emnlp-main.416,https://aclanthology.org/2024.emnlp-main.416/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
428,S5.1,P3,2025,ML-Bench Evaluating Large Language Models and Agents for Machine Learning Tasks on Repository-Level Code,Published workshop paper,Workshop/conditional,ICLR 2025 Workshop: Towards Agentic AI for Science,arXiv:2311.09835,Verified in ACM survey,Conditional - verify archival proceedings,Missing,Context only; verify archival status,,,
429,S5.1,P3,2026,EgoPlan-Bench: Benchmarking Multimodal Large Language Models for Human-Level Planning,Published,Archival published,"International Journal of Computer Vision, volume 134, article 118",https://doi.org/10.1007/s11263-025-02676-0,https://link.springer.com/article/10.1007/s11263-025-02676-0,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival journal paper,
430,S5.1,P3,2024,InfiAgent-DABench: Evaluating Agents on Data Analysis Tasks,Published,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 19544-19572",https://proceedings.mlr.press/v235/hu24s.html,https://proceedings.mlr.press/v235/hu24s.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
431,S5.1,P3,2025,Auto-Eval Judge- Towards a General Agentic Framework for Task Completion Evaluation,Preprint,Preprint/technical report,arXiv preprint,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
432,S5.1,P3,2025,Computer-Use Agents as Judges for Generative User Interface,Preprint / under review,Excluded after publication-status validation,arXiv preprint; ACL Rolling Review May 2026 submission,arXiv:2511.15567,Verified in final SLR bibliography,Not eligible under strict published/accepted rule,Missing,Supplementary landscape only,,Preprint / under review — no verified archival acceptance as of 24 July 2026,arXiv preprint and ACL Rolling Review submission; no verified archival acceptance as of 24 July 2026
433,S5.1,P2,2024,A Long Way to Go: Investigating Length Correlations in RLHF,Published,Archival published,First Conference on Language Modeling (COLM 2024),arXiv:2310.03716,Verified as COLM 2024 publication; retained after correction,Eligible if cited,Missing,Needs paper-specific evidence note,,,
435,S5.2,P1,2022,MarkupLM- Pre-training of Text and Markup Language for Visually-rich Document Understanding,Published,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2022.acl-long.420,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
436,S5.2,P1,2023,UNDERSTANDING HTML WITH LARGE LANGUAGE,Published,Archival published,Findings of EMNLP,https://doi.org/10.18653/v1/2023.findings-emnlp.185,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
437,S5.2,P1,2023,Pix2Struct- Screenshot Parsing as Pretraining for Visual Language Understanding,Published,Archival published,Proceedings of ICML,arXiv:2210.03347,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
438,S5.2,P1,2023,Set-of-Mark Prompting Unleashes Extraordinary Visual Grounding in GPT-4V,Preprint,Preprint/technical report,arXiv preprint arXiv:2310.11441,,Verified in ACM survey,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
439,S5.2,P1,2023,Pix2Act -- From Pixels to UI Actions- Learning to Follow Instructions via Graphical User Interfaces,Published,Archival published,Advances in NeurIPS,arXiv:2306.00245,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
440,S5.2,P1,2024,CogAgent A Visual Language Model for GUI Agents,Published,Archival published,Proceedings of CVPR,arXiv:2312.08914,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
441,S5.2,P1,2024,SeeClick- Harnessing GUI Grounding for Advanced Visual GUI Agents,Published,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2024.acl-long.505,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
443,S5.2,P1,2025,OmniParser for Pure Vision Based GUI Agent,Published,Archival published,International Conference on Learning Representations,arXiv:2408.00203,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
444,S5.2,P1,2025,OS-ATLAS- A Foundation Action Model for Generalist GUI Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2410.23218,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
445,S5.2,P1,2025,ShowUI One Vision-Language-Action Model for GUI Visual Agent,Published,Archival published,Proceedings of CVPR,arXiv:2411.17465,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
446,S5.2,P1,2025,UI-TARS Pioneering Automated GUI Interaction with Native Agents,Preprint,Preprint/technical report,arXiv preprint arXiv:2501.12326,,Verified in ACM survey,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
447,S5.2,P1,2025,Magma- A Foundation Model for Multimodal AI Agents,Published,Archival published,Proceedings of CVPR,arXiv:2502.13130,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
448,S5.2,P1,2025,Surfer-H Meets Holo1- Cost-Efficient Web Agent Powered by Open Weights,Preprint,Preprint/technical report,arXiv preprint arXiv:2506.02865,https://doi.org/10.48550/arXiv.2506.02865,Verified in final SLR bibliography,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
449,S5.2,P1,2025,UGround- Unified Visual Grounding for GUI Agents,Published,Archival published,International Conference on Learning Representations,https://openreview.net/forum?id=kxnoqaisCT,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
450,S5.2,P1,2025,GUI-Actor Coordinate-Free Visual Grounding for GUI Agents,Published,Archival published,Advances in NeurIPS,arXiv:2506.03143,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
451,S5.2,P1,2025,LineRetriever Planning-Aware Observation Reduction for Web Agents,Preprint,Preprint/technical report,arXiv preprint arXiv:2507.00210,,Verified in ACM survey,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
452,S5.2,P1,2025,FocusAgent- Simple Yet Effective Ways of Trimming the Large Context of Web Agents,Preprint,Preprint/technical report,arXiv preprint arXiv:2510.03204,,Verified in ACM survey,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
453,S5.2,P1,2025,LCoW- Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2503.10689,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
454,S5.2,P1,2026,Prune4Web- DOM Tree Pruning Programming for Web Agent,Published,Archival published,Proceedings of AAAI,https://doi.org/10.1609/aaai.v40i41.40772,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
455,S5.2,P1,2026,MolmoWeb- Open Visual Web Agent and Open Data for the Open Web,Preprint,Preprint/technical report,arXiv preprint arXiv:2604.08516,,Verified in ACM survey,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
456,S5.2,P2,2021,WebSRC- A Dataset for Web-Based Structural Reading Comprehension,Published,Archival published,Proceedings of EMNLP,https://doi.org/10.18653/v1/2021.emnlp-main.343,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
457,S5.2,P2,2024,Synapse Trajectory-as-Exemplar Prompting with Memory for Computer Control,Published,Archival published,International Conference on Learning Representations,arXiv:2306.07863,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
458,S5.2,P2,2024,Hierarchical Multimodal Pre-training for Visually Rich Webpage Understanding,Published,Archival published,Proceedings of ACM WSDM,https://doi.org/10.1145/3616855.3635753,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
459,S5.2,P2,2024,Dual-View Visual Contextualization for Web Navigation,Published,Archival published,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,arXiv:2402.04476,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
460,S5.2,P2,2024,Ferret-UI- Grounded Mobile UI Understanding with Multimodal LLMs,Published,Archival published,Proceedings of the European Conference on Computer Vision,https://doi.org/10.1007/978-3-031-73039-9_14,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
461,S5.2,P2,2024,CAAP- Context-Aware Action Planning Prompting to Solve Computer Tasks with Front-End UI Only,Preprint-only,Preprint/technical report,arXiv,2406.06947,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
462,S5.2,P2,2025,GUI-World A Video Benchmark and Dataset for Multimodal GUI-oriented Understanding,Published,Archival published,International Conference on Learning Representations,arXiv:2406.10819,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
463,S5.2,P2,2025,GUICourse From General Vision Language Models to Versatile GUI Agents,Published,Archival published,Proceedings of ACL,arXiv:2406.11317,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
464,S5.2,P2,2024,ScreenAI- A Vision-Language Model for UI and Infographics Understanding,Published,Archival published,Proceedings of IJCAI,https://doi.org/10.24963/ijcai.2024/339,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
465,S5.2,P2,2025,Aguvis Unified Pure Vision Agents for Autonomous GUI Interaction,Published,Archival published,Proceedings of ICML,arXiv:2412.04689,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
466,S5.2,P2,2026,InfiGUIAgent A Multimodal Generalist GUI Agent with Native Reasoning and Reflection,Published,Archival published,Proceedings of EACL,arXiv:2501.04575,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
467,S5.2,P2,2025,HtmlRAG- HTML is Better Than Plain Text for Modeling Retrieved Knowledge in RAG Systems,Published,Archival published,Proceedings of the ACM Web Conference 2025,https://doi.org/10.1145/3696410.3714815,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
468,S5.2,P2,2025,DeskVision Large Scale Desktop Region Captioning for Advanced GUI Agents,Preprint-only,Preprint/technical report,arXiv,2503.11170,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
469,S5.2,P2,2025,Smoothing Grounding and Reasoning for MLLM-Powered GUI Agents with Query-Oriented Pivot Tasks,Preprint-only,Preprint/technical report,,2503.00401,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
470,S5.2,P2,2025,"Multimodal LLM Agents- Exploring LLM interactions in Software, Web and Operating Systems",Non-archival workshop,Workshop/non-archival,CS598 course/LLM-Agent workshop (OpenReview YGLOpASCY5); no arXiv ID,,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Context only; verify archival status,,,
471,S5.2,P2,2025,ScreenSpot-Pro- GUI Grounding for Professional High-Resolution Computer Use,Published,Archival published,Proceedings of ACM Multimedia,https://doi.org/10.1145/3746027.3755688,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
472,S5.2,P2,2025,Phi-Ground Tech Report- Advancing Perception in GUI Grounding,Preprint-only,Preprint/technical report,,2507.23779,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
473,S5.2,P2,2025,Beyond Pixels- Exploring DOM Downsampling for LLM-Based Web Agents,Preprint,Preprint/technical report,arXiv preprint arXiv:2508.04412,,Verified in ACM survey,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
474,S5.2,P2,2025,MGA- Memory-Driven GUI Agent for Observation-Centric Interaction,Preprint-only,Preprint/technical report,,2510.24168,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
475,S5.2,P2,2025,From User Interface to Agent Interface- Efficiency Optimization of UI Representations for LLM Agents,Preprint,Preprint/technical report,arXiv preprint arXiv:2512.13438,,Verified in ACM survey,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
476,S5.2,P2,2026,CI4A- Semantic Component Interfaces for Agents Empowering Web Automation,Preprint,Preprint/technical report,arXiv preprint arXiv:2601.14790,,Verified in ACM survey,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
477,S5.2,P2,2026,See and Remember- A Multimodal Agent for Web Traversal,Preprint,Preprint/technical report,arXiv preprint arXiv:2603.02626,arXiv:2603.02626,Verified in final SLR bibliography,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
478,S5.3,P1,2024,Agent-E- From Autonomous Web Navigation to Foundational Design Principles in Agentic Systems,Preprint,Preprint/technical report,arXiv preprint arXiv:2407.13032,,Verified in ACM survey,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
479,S5.3,P1,2024,RaDA- Retrieval-augmented Web Agent Planning with LLMs,Published,Archival published,Findings of ACL,https://doi.org/10.18653/v1/2024.findings-acl.802,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
480,S5.3,P1,2025,Web Agents with World Models Learning and Leveraging Environment Dynamics in Web Navigation,Preprint,Preprint/technical report,arXiv preprint arXiv:2512.23676,,Verified in ACM survey,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
