record_id,title,priority,final_note,original_source,repository_source,source_sha256,source_bytes,source_lines,records_mapped_to_source,source_layout
364,AgenticShop- Benchmarking Agentic Product Curation for Personalized Web Shopping,P1,notes/papers/0364.md,S5/S5.1/P1/2026-02 - AgenticShop- Benchmarking Agentic Product Curation for Personalized Web Shopping.md,notes/original_sources/S5/S5.1/P1/2026-02 - AgenticShop- Benchmarking Agentic Product Curation for Personalized Web Shopping.md,80742338656a27345805fca297b584037507bf041d565553ac60787521c99dd8,10269,283,1,standalone
367,ST-WebAgentBench- A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,P1,notes/papers/0367.md,S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_fixed_bibtex/2026-03 - ST-WebAgentBench- A Benchmark for Evaluating Safety and Trustworthiness in Web Agents.md,notes/original_sources/S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_fixed_bibtex/2026-03 - ST-WebAgentBench- A Benchmark for Evaluating Safety and Trustworthiness in Web Agents.md,52303cc31c9a711ed4278fe1c8c99764e02431593c3298a76919923d1b94adfb,10283,289,1,standalone
372,ASSISTGUI- Task-Oriented Desktop Graphical User Interface Automation,P2,notes/papers/0372.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
373,TravelPlanner A Benchmark for Real-World Planning with Language Agents,P2,notes/papers/0373.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_03_TravelPlanner_A_Benchmark_for_Real-World_Planning_with_Language_Agents.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_03_TravelPlanner_A_Benchmark_for_Real-World_Planning_with_Language_Agents.md,63b89122d194741a7a88f5b69fd680d11b3872fe7ffbe8b529cfb889526cf37d,7515,239,1,standalone
374,AndroidWorld A Dynamic Benchmarking Environment for Autonomous Agents,P2,notes/papers/0374.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
375,WorkBench a Benchmark Dataset for Agents in a Realistic Workplace Setting,P2,notes/papers/0375.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
376,-bench A Benchmark for Tool-Agent-User Interaction in Real-World Domains,P2,notes/papers/0376.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
377,AI Agents That Matter,P2,notes/papers/0377.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
379,Spider2-V How Far Are Multimodal Agents From Automating Data Science and Engineering Workflows,P2,notes/papers/0379.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_08_Spider2-V_How_Far_Are_Multimodal_Agents_From_Automating_Data_Science_and_Engineering_Workflows.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_08_Spider2-V_How_Far_Are_Multimodal_Agents_From_Automating_Data_Science_and_Engineering_Workflows.md,4f720e222dd211612485c7dd26058fe43be0403aa258b82978520a865762eed2,7791,239,1,standalone
380,CRAB- Cross-environment Agent Benchmark for Multimodal Language Model Agents,P2,notes/papers/0380.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
381,VisualAgentBench Towards Large Multimodal Models as Visual Foundation Agents,P2,notes/papers/0381.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
383,Windows Agent Arena Evaluating Multi-Modal OS Agents at Scale,P2,notes/papers/0383.md,S5/S5.1/P2/S5_1_P2/paper_first_notes/S5_1_P2_12_Windows_Agent_Arena_Evaluating_Multi-Modal_OS_Agents_at_Scale.md,notes/original_sources/S5/S5.1/P2/S5_1_P2/paper_first_notes/S5_1_P2_12_Windows_Agent_Arena_Evaluating_Multi-Modal_OS_Agents_at_Scale.md,b98a754121d810d41de67ff5b1b7ab534c1fd5e3cc1271e515c58ecf6e1080f2,7377,239,1,standalone
384,SPA-Bench- A Comprehensive Benchmark for SmartPhone Agent Evaluation,P2,notes/papers/0384.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_13_SPA-Bench_A_Comprehensive_Benchmark_for_SmartPhone_Agent_Evaluation.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_13_SPA-Bench_A_Comprehensive_Benchmark_for_SmartPhone_Agent_Evaluation.md,2d785d4107e1e0e5d259d7b3f22b40ee1f70f1cd5039e5e989bce5d3c6483bca,7409,239,1,standalone
385,Agent-as-a-Judge Evaluate Agents with Agents,P2,notes/papers/0385.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
386,Evaluating Cultural and Social Awareness of LLM Web Agents,P2,notes/papers/0386.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_15_Evaluating_Cultural_and_Social_Awareness_of_LLM_Web_Agents.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_15_Evaluating_Cultural_and_Social_Awareness_of_LLM_Web_Agents.md,adbb5bfe34a38ba0ad0a5390fb7592da0d065a131057e8389e8c91865511c38d,7472,239,1,standalone
387,VideoWebArena Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks,P2,notes/papers/0387.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
388,WebOlympus- An Open Platform for Web Agents on Live Websites,P2,notes/papers/0388.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
389,A3- Android Agent Arena for Mobile GUI Agents,P2,notes/papers/0389.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_18_A3_Android_Agent_Arena_for_Mobile_GUI_Agents.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_18_A3_Android_Agent_Arena_for_Mobile_GUI_Agents.md,6158da96f0b62906e43388de6782d4f9ca33799309fe0fefa6439ec847dfe8e7,7216,239,1,standalone
391,SWE-bench Goes Live!,P2,notes/papers/0391.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
392,UI-Vision- A Desktop-centric GUI Benchmark for Visual Perception and Interaction,P2,notes/papers/0392.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
394,Open CaptchaWorld A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,P2,notes/papers/0394.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
395,X-WebAgentBench A Multilingual Interactive Web Benchmark for Evaluating Global Agentic System,P2,notes/papers/0395.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
396,Agent-RewardBench Towards a Unified Benchmark for Reward Modeling across Perception Planning and Safety in Real-World Multimodal Agents,P2,notes/papers/0396.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
399,FormFactory An Interactive Benchmarking Suite for Multimodal Form-Filling Agents,P2,notes/papers/0399.md,S5/S5.1/P2/S5_1_P2/paper_first_notes/S5_1_P2_29_FormFactory_An_Interactive_Benchmarking_Suite_for_Multimodal_Form-Filling_Agents.md,notes/original_sources/S5/S5.1/P2/S5_1_P2/paper_first_notes/S5_1_P2_29_FormFactory_An_Interactive_Benchmarking_Suite_for_Multimodal_Form-Filling_Agents.md,4183183ccdc9fc0e22fbcf88d1f53546b838dc0eeb8060c5a5ce96c81422408d,7352,239,1,standalone
400,Evaluation and Benchmarking of LLM Agents- A Survey,P2,notes/papers/0400.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_20_Survey_on_Evaluation_of_LLM-based_Agents.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_20_Survey_on_Evaluation_of_LLM-based_Agents.md,d5201569a7b3a38a65889b91e507f9cbc745da2cd8cb12171260073f7885a0f3,7008,239,1,standalone
406,ShoppingBench- A Real-World Intent-Grounded Shopping Benchmark for LLM-based Agents,P2,notes/papers/0406.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_36_ShoppingBench_A_Real-World_Intent-Grounded_Shopping_Benchmark_for_LLM-based_Agents.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_36_ShoppingBench_A_Real-World_Intent-Grounded_Shopping_Benchmark_for_LLM-based_Agents.md,df4c506340029d6b5206ce1dbcb3cdc3c71abd594e7d7df4a8a0b7d5c2b8e813,7580,239,1,standalone
408,WebWalker- Benchmarking LLMs in Web Traversal,P2,notes/papers/0408.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
411,MCP-AgentBench- Evaluating Real-World Language Agent Performance with MCP-Mediated Tools,P2,notes/papers/0411.md,S5/S5.1/P2/S5.1_P2_merged.md,notes/original_sources/S5/S5.1/P2/S5.1_P2_merged.md,41d6563d71241e51c257204a6303d7586ef4e8d7dd30cf73937e8ce16c7471d1,944328,28459,17,shared/merged
413,NEWSAGENT- Benchmarking Multimodal Agents as Journalists with Real-World Newswriting Tasks,P2,notes/papers/0413.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_43_NEWSAGENT_Benchmarking_Multimodal_Agents_as_Journalists_with_Real-World_Newswriting_Tasks.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_43_NEWSAGENT_Benchmarking_Multimodal_Agents_as_Journalists_with_Real-World_Newswriting_Tasks.md,a1010a9ebdd8d2037f4945f88d8c9859d61a6ced833faafcdf7f175c97c92de7,7810,239,1,standalone
415,DRBench- A Realistic Benchmark for Enterprise Deep Research,P2,notes/papers/0415.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_45_DRBench_A_Realistic_Benchmark_for_Enterprise_Deep_Research.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_45_DRBench_A_Realistic_Benchmark_for_Enterprise_Deep_Research.md,b672eb177a28706d46e4e4698958eb6dc74d157b1ba4741a407fe3c82edfe5e6,7481,239,1,standalone
416,GEM- A Gym for Agentic LLMs,P2,notes/papers/0416.md,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_57_GEM_A_Gym_for_Agentic_LLMs.md,notes/original_sources/S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_57_GEM_A_Gym_for_Agentic_LLMs.md,c1b855e80e9291667f1b882e0c58a59eab1858a868c3fa6487e356e745763324,6966,250,1,standalone
417,Holistic Agent Leaderboard- The Missing Infrastructure for AI Agent Evaluation,P2,notes/papers/0417.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_47_Holistic_Agent_Leaderboard_The_Missing_Infrastructure_for_AI_Agent_Evaluation.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_47_Holistic_Agent_Leaderboard_The_Missing_Infrastructure_for_AI_Agent_Evaluation.md,cace0eccbec42af096c26914c616c19e2c764987c3963c6b5974d6122312f8bf,7533,239,1,standalone
419,TheMCPCompany- Creating General-purpose Agents with Task-specific Tools,P2,notes/papers/0419.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_49_TheMCPCompany_Creating_General-purpose_Agents_with_Task-specific_Tools.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_49_TheMCPCompany_Creating_General-purpose_Agents_with_Task-specific_Tools.md,839ec5c34b99a60a46bc28199f3a67f28fd5cc8a4c0d83e8f4a731fe926332ab,7457,239,1,standalone
423,AGENCYBENCH- Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,P2,notes/papers/0423.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_53_AGENCYBENCH_Benchmarking_the_Frontiers_of_Autonomous_Agents_in_1M-Token_Real-World_Contexts.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_53_AGENCYBENCH_Benchmarking_the_Frontiers_of_Autonomous_Agents_in_1M-Token_Real-World_Contexts.md,1812975b8a2047771966b9edc2bdf3c8d1460723b454ec7d4d5e3120b9376e60,7633,239,1,standalone
424,Ego2Web- A Web Agent Benchmark Grounded in Egocentric Videos,P2,notes/papers/0424.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_54_Ego2Web_A_Web_Agent_Benchmark_Grounded_in_Egocentric_Videos.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_54_Ego2Web_A_Web_Agent_Benchmark_Grounded_in_Egocentric_Videos.md,680e0a9cc048914be26164d27f11fdbebd4e68b3d52a4d2d0ff9f429d6ac083c,7521,239,1,standalone
425,AgentWebBench- Benchmarking Multi-Agent Coordination in Agentic Web,P2,notes/papers/0425.md,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_55_AgentWebBench_Benchmarking_Multi-Agent_Coordination_in_Agentic_Web.md,notes/original_sources/S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_55_AgentWebBench_Benchmarking_Multi-Agent_Coordination_in_Agentic_Web.md,683e03ec6028d59b635e389baa764bdae0a1c310a0ed913905ac78f1321e96ad,7573,239,1,standalone
427,"MAgIC: Investigation of Large Language Model Powered Multi-Agent in Cognition, Adaptability, Rationality and Collaboration",P3,notes/papers/0427.md,S5/S5.1/P3/S5_1_P3_deep_notes_merged.md,notes/original_sources/S5/S5.1/P3/S5_1_P3_deep_notes_merged.md,8a8c146d942a88df8e95dc2a46a6c082359ac45f8b2fb6496514c8b34ebdbda3,43310,803,3,shared/merged
429,EgoPlan-Bench: Benchmarking Multimodal Large Language Models for Human-Level Planning,P3,notes/papers/0429.md,S5/S5.1/P3/S5_1_P3_deep_notes_merged.md,notes/original_sources/S5/S5.1/P3/S5_1_P3_deep_notes_merged.md,8a8c146d942a88df8e95dc2a46a6c082359ac45f8b2fb6496514c8b34ebdbda3,43310,803,3,shared/merged
430,InfiAgent-DABench: Evaluating Agents on Data Analysis Tasks,P3,notes/papers/0430.md,S5/S5.1/P3/S5_1_P3_deep_notes_merged.md,notes/original_sources/S5/S5.1/P3/S5_1_P3_deep_notes_merged.md,8a8c146d942a88df8e95dc2a46a6c082359ac45f8b2fb6496514c8b34ebdbda3,43310,803,3,shared/merged
435,MarkupLM- Pre-training of Text and Markup Language for Visually-rich Document Understanding,P1,notes/papers/0435.md,S5.2_global.md,notes/original_sources/S5.2_global.md,6b7dbe53e827099c9d3d4b94e71dae85b886e89afd58123a74847b1019fb0f31,632953,16785,3,shared/merged
436,UNDERSTANDING HTML WITH LARGE LANGUAGE,P1,notes/papers/0436.md,S5.2_global.md,notes/original_sources/S5.2_global.md,6b7dbe53e827099c9d3d4b94e71dae85b886e89afd58123a74847b1019fb0f31,632953,16785,3,shared/merged
437,Pix2Struct- Screenshot Parsing as Pretraining for Visual Language Understanding,P1,notes/papers/0437.md,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2023-06 - Pix2Struct- Screenshot Parsing as Pretraining for Visual Language Understanding.md,notes/original_sources/S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2023-06 - Pix2Struct- Screenshot Parsing as Pretraining for Visual Language Understanding.md,a6a7407c7a191a7ca566862f08aa11c2a5f4d000c297c89504a5fb252b3a5aa2,5506,137,1,standalone
439,Pix2Act -- From Pixels to UI Actions- Learning to Follow Instructions via Graphical User Interfaces,P1,notes/papers/0439.md,S5/S5.2/P1/Part_1/2023-12 - Pix2Act -- From Pixels to UI Actions- Learning to Follow Instructions via Graphical User Interfaces.md,notes/original_sources/S5/S5.2/P1/Part_1/2023-12 - Pix2Act -- From Pixels to UI Actions- Learning to Follow Instructions via Graphical User Interfaces.md,0955cdac9e897eb4138f90e7dab3bde24e9695232cf1ca2f7e37f8ee8be82e02,5748,137,1,standalone
440,CogAgent A Visual Language Model for GUI Agents,P1,notes/papers/0440.md,S5/S5.2/P1/Part_1/2023-12-CogAgent A Visual Language Model for GUI Agents.md,notes/original_sources/S5/S5.2/P1/Part_1/2023-12-CogAgent A Visual Language Model for GUI Agents.md,07fb75b9f50ce6fdee93feb3582320092ba1549d46e14a56c58c301cb5195411,5699,137,1,standalone
441,SeeClick- Harnessing GUI Grounding for Advanced Visual GUI Agents,P1,notes/papers/0441.md,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2024-02 - SeeClick- Harnessing GUI Grounding for Advanced Visual GUI Agents.md,notes/original_sources/S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2024-02 - SeeClick- Harnessing GUI Grounding for Advanced Visual GUI Agents.md,aa8cd48c20a32fdcf302e3d48a56c8fad6b1c0145cbd13f25f065d496d1f9f86,5625,137,1,standalone
443,OmniParser for Pure Vision Based GUI Agent,P1,notes/papers/0443.md,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2024-08-OmniParser for Pure Vision Based GUI Agent.md,notes/original_sources/S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2024-08-OmniParser for Pure Vision Based GUI Agent.md,604aeb38eba132aa8da2ff8fb13c9bd21608ded52c539ac723cf643b7ada782e,6019,147,1,standalone
444,OS-ATLAS- A Foundation Action Model for Generalist GUI Agents,P1,notes/papers/0444.md,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2024-10 - OS-ATLAS- A Foundation Action Model for Generalist GUI Agents.md,notes/original_sources/S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2024-10 - OS-ATLAS- A Foundation Action Model for Generalist GUI Agents.md,2cb2b7478c59d9d60ffc1a22b0fa284ebd288a89feb3c131e99084079a5349ad,5686,137,1,standalone
445,ShowUI One Vision-Language-Action Model for GUI Visual Agent,P1,notes/papers/0445.md,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2024-11-ShowUI One Vision-Language-Action Model for GUI Visual Agent.md,notes/original_sources/S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2024-11-ShowUI One Vision-Language-Action Model for GUI Visual Agent.md,59208be78132ded2f9dc0f46676644f44f45efd454c4ce195564cc1ad29fd023,5856,137,1,standalone
447,Magma- A Foundation Model for Multimodal AI Agents,P1,notes/papers/0447.md,S5/S5.2/P1/Part_1/2025-02 - Magma- A Foundation Model for Multimodal AI Agents.md,notes/original_sources/S5/S5.2/P1/Part_1/2025-02 - Magma- A Foundation Model for Multimodal AI Agents.md,93f9105fae6be37bd8863d37326d8a45b2f81bff0cbf8c1b3f918d906805ba9b,5789,137,1,standalone
449,UGround- Unified Visual Grounding for GUI Agents,P1,notes/papers/0449.md,S5/S5.2/P1/missed_S5.2_P1_UGround_deep_paper_note.md,notes/original_sources/S5/S5.2/P1/missed_S5.2_P1_UGround_deep_paper_note.md,776fb82566954dfb6404d8e46dbbcc686035b86ae2016dfbf0ede062ab9d05fb,18478,354,1,standalone
450,GUI-Actor Coordinate-Free Visual Grounding for GUI Agents,P1,notes/papers/0450.md,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2025-06-GUI-Actor Coordinate-Free Visual Grounding for GUI Agents.md,notes/original_sources/S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2025-06-GUI-Actor Coordinate-Free Visual Grounding for GUI Agents.md,57e694240207b49b5e8f76b4d2375ba8839dfae868ab6ecfcb3a58a09c711469,5792,137,1,standalone
453,LCoW- Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,P1,notes/papers/0453.md,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2025-03-Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents.md,notes/original_sources/S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2025-03-Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents.md,1d24b5fa98ea62f4c8241ebf8047dfb33b0977becdebb5b8f50b86350e1d52cb,5833,137,1,standalone
454,Prune4Web- DOM Tree Pruning Programming for Web Agent,P1,notes/papers/0454.md,S5.2_global.md,notes/original_sources/S5.2_global.md,6b7dbe53e827099c9d3d4b94e71dae85b886e89afd58123a74847b1019fb0f31,632953,16785,3,shared/merged
456,WebSRC- A Dataset for Web-Based Structural Reading Comprehension,P2,notes/papers/0456.md,S5/S5.2/P2/S5_2_P2/paper_first_notes/S5_2_P2_01_WebSRC_A_Dataset_for_Web-Based_Structural_Reading_Comprehension.md,notes/original_sources/S5/S5.2/P2/S5_2_P2/paper_first_notes/S5_2_P2_01_WebSRC_A_Dataset_for_Web-Based_Structural_Reading_Comprehension.md,e67ddfc12dc19d5b5fe2337a04280f687118a14250e666c5290a2060a80d4e6f,7824,249,1,standalone
457,Synapse Trajectory-as-Exemplar Prompting with Memory for Computer Control,P2,notes/papers/0457.md,S5/S5.2/P2/S5.2_P2_merged.md,notes/original_sources/S5/S5.2/P2/S5.2_P2_merged.md,c69668a8c1a63ea8dc32805a25506835669dbbf22141a4cc303cc126ffcfe983,406314,11941,6,shared/merged
458,Hierarchical Multimodal Pre-training for Visually Rich Webpage Understanding,P2,notes/papers/0458.md,S5/S5.2/P2/S5_2_P2/paper_first_notes/S5_2_P2_03_Hierarchical_Multimodal_Pre-training_for_Visually_Rich_Webpage_Understanding_WebLM.md,notes/original_sources/S5/S5.2/P2/S5_2_P2/paper_first_notes/S5_2_P2_03_Hierarchical_Multimodal_Pre-training_for_Visually_Rich_Webpage_Understanding_WebLM.md,b522d73c02b04b29a181859c3e79e67c528949ced7da0d5c96f89040ae1d4a69,7774,249,1,standalone
459,Dual-View Visual Contextualization for Web Navigation,P2,notes/papers/0459.md,S5/S5.2/P2/S5.2_P2_merged.md,notes/original_sources/S5/S5.2/P2/S5.2_P2_merged.md,c69668a8c1a63ea8dc32805a25506835669dbbf22141a4cc303cc126ffcfe983,406314,11941,6,shared/merged
460,Ferret-UI- Grounded Mobile UI Understanding with Multimodal LLMs,P2,notes/papers/0460.md,S5/S5.2/P2/S5.2_P2_merged.md,notes/original_sources/S5/S5.2/P2/S5.2_P2_merged.md,c69668a8c1a63ea8dc32805a25506835669dbbf22141a4cc303cc126ffcfe983,406314,11941,6,shared/merged
462,GUI-World A Video Benchmark and Dataset for Multimodal GUI-oriented Understanding,P2,notes/papers/0462.md,S5/S5.2/P2/S5_2_P2_paper_first_detailed_markdown_notes/S5_2_P2_08_GUI-WORLD_A_Video_Benchmark_and_Dataset_for_Multimodal_GUI-oriented_Understanding.md,notes/original_sources/S5/S5.2/P2/S5_2_P2_paper_first_detailed_markdown_notes/S5_2_P2_08_GUI-WORLD_A_Video_Benchmark_and_Dataset_for_Multimodal_GUI-oriented_Understanding.md,abff3c628eccf900239b536b6c588bf42d9548572abbf0990d9b0478f6a78d15,7759,249,1,standalone
463,GUICourse From General Vision Language Models to Versatile GUI Agents,P2,notes/papers/0463.md,S5/S5.2/P2/S5_2_P2_paper_first_detailed_markdown_notes/S5_2_P2_07_GUICourse_From_General_Vision_Language_Model_to_Versatile_GUI_Agent.md,notes/original_sources/S5/S5.2/P2/S5_2_P2_paper_first_detailed_markdown_notes/S5_2_P2_07_GUICourse_From_General_Vision_Language_Model_to_Versatile_GUI_Agent.md,ecb470c7bc7f91c1b4b1614619543a32d5e71d2cb475fe0222e76b2dd130b72e,7683,249,1,standalone
464,ScreenAI- A Vision-Language Model for UI and Infographics Understanding,P2,notes/papers/0464.md,S5/S5.2/P2/S5.2_P2_merged.md,notes/original_sources/S5/S5.2/P2/S5.2_P2_merged.md,c69668a8c1a63ea8dc32805a25506835669dbbf22141a4cc303cc126ffcfe983,406314,11941,6,shared/merged
465,Aguvis Unified Pure Vision Agents for Autonomous GUI Interaction,P2,notes/papers/0465.md,S5/S5.2/P2/S5.2_P2_merged.md,notes/original_sources/S5/S5.2/P2/S5.2_P2_merged.md,c69668a8c1a63ea8dc32805a25506835669dbbf22141a4cc303cc126ffcfe983,406314,11941,6,shared/merged
466,InfiGUIAgent A Multimodal Generalist GUI Agent with Native Reasoning and Reflection,P2,notes/papers/0466.md,S5/S5.2/P2/S5_2_P2_paper_first_detailed_markdown_notes/S5_2_P2_11_InfiGUIAgent_A_Multimodal_Generalist_GUI_Agent_with_Native_Reasoning_and_Reflection.md,notes/original_sources/S5/S5.2/P2/S5_2_P2_paper_first_detailed_markdown_notes/S5_2_P2_11_InfiGUIAgent_A_Multimodal_Generalist_GUI_Agent_with_Native_Reasoning_and_Reflection.md,9f7dc24cb33fc2e0f498bd56efb5ff62d9c05cd1a17d5f4ee4738e76cfade67c,7848,249,1,standalone
