record_id,title,section,priority,initial_note_quality,audit_computed_source_quality,source_match_score,original_note_source,content_provenance,note_file,full_text_status,full_text_basis,pdf_pages,pdf_sha256,title_similarity,review_standard,claim_use_status
364,AgenticShop- Benchmarking Agentic Product Curation for Personalized Web Shopping,S5.1,P1,A,A,1.000,S5/S5.1/P1/2026-02 - AgenticShop- Benchmarking Agentic Product Curation for Personalized Web Shopping.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0364.md,current-cycle full text independently read and title-checked from The Web Conference 2026 / DOI 10.1145/3774904.3792724,"Full 12-page paper reviewed across open-Web personalized-shopping task construction, user-profile/purchase-history generation, checklist-based preference evaluation, agent baselines, product-verification procedure, result tables, error analysis and limitations.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
367,ST-WebAgentBench- A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,S5.1,P1,A,A,1.000,S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_fixed_bibtex/2026-03 - ST-WebAgentBench- A Benchmark for Evaluating Safety and Trustworthiness in Web Agents.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0367.md,current-cycle full text independently read and title-checked from ICLR 2026 / ST-WebAgentBench,"Full paper reviewed across 375-task benchmark design, 3,057 policy instances, six safety/trust dimensions, three difficulty tiers, 80-task modality challenge, Completion-under-Policy and Risk-Ratio metrics, three-agent evaluation and limitations.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
372,ASSISTGUI- Task-Oriented Desktop Graphical User Interface Automation,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0372.md,current-cycle full text independently read and title-checked from CVPR 2024 / AssistGUI,"Full paper reviewed across 100-task Windows benchmark construction, nine application domains, project-file setup, multi-agent decomposition/GUI parsing/action/reflection framework, result tables, error analysis and limitations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
373,TravelPlanner A Benchmark for Real-World Planning with Language Agents,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_03_TravelPlanner_A_Benchmark_for_Real-World_Planning_with_Language_Agents.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0373.md,current-cycle full text independently read and title-checked from ICML 2024 / PMLR 235 / arXiv:2402.01622,"Full paper reviewed across 1,225-query construction, nearly four-million-record sandbox, tool interfaces, hard/commonsense/environment constraints, breadth/depth difficulty groups, automatic evaluators, model results and failure analysis.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
374,AndroidWorld A Dynamic Benchmarking Environment for Autonomous Agents,S5.1,P2,B,A,0.997,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0374.md,current-cycle full text independently read and title-checked from ICLR 2025 / arXiv:2405.14573,"Full paper reviewed across Android emulator/environment design, 116 programmatic task templates over 20 apps, dynamic parameterization, initialization/success/tear-down functions, baseline agents, robustness experiments and cross-platform analysis.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
375,WorkBench a Benchmark Dataset for Agents in a Realistic Workplace Setting,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0375.md,current-cycle full text independently read and title-checked from COLM 2024 / arXiv:2405.00823,"Full paper reviewed across five-database sandbox, 26 read/write tools, 690 workplace tasks, outcome-centric evaluation, five ReAct-agent baselines, harmful side-effect analysis and limitations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
376,-bench A Benchmark for Tool-Agent-User Interaction in Real-World Domains,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0376.md,current-cycle full text independently read and title-checked from ICLR 2025 / arXiv:2406.12045,"Full paper reviewed across simulated-user POMDP formulation, retail/airline databases and APIs, domain-policy constraints, final-state evaluation, repeated-trial pass^k metric, function-calling agent experiments and inconsistency analysis.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
377,AI Agents That Matter,S5.1,P2,B,A,0.946,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0377.md,current-cycle full text independently read and title-checked from TMLR 2025 / AI Agents That Matter,"Full paper reviewed across benchmark-practice audit, accuracy-versus-cost analysis, repeated-sampling baselines, model-versus-agent confounding, downstream-developer evaluation requirements, reproducibility critique and recommendations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
379,Spider2-V How Far Are Multimodal Agents From Automating Data Science and Engineering Workflows,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_08_Spider2-V_How_Far_Are_Multimodal_Agents_From_Automating_Data_Science_and_Engineering_Workflows.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0379.md,current-cycle full text independently read and title-checked from NeurIPS 2024 Datasets and Benchmarks / arXiv:2407.10956,"Full paper reviewed across 494-task construction, 20 enterprise applications, executable VM environments, SQL/Python/GUI action requirements, automatic configuration/evaluation, baseline agents, instruction/account splits and limitations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
380,CRAB- Cross-environment Agent Benchmark for Multimodal Language Model Agents,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0380.md,current-cycle full text independently read and title-checked from Findings of ACL 2025 / DOI 10.18653/v1/2025.findings-acl.1113,"Full paper reviewed across cross-environment framework, graph-based evaluator, desktop/mobile task construction, six-model single/multi-agent configurations, completion/progress metrics, result tables and limitations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
381,VisualAgentBench Towards Large Multimodal Models as Visual Foundation Agents,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0381.md,current-cycle full text independently read and title-checked from VisualAgentBench paper / arXiv:2408.06327,"Full paper reviewed across five-environment benchmark design, 746 test instances, 4,482 training trajectories, 17-model evaluation, behavior-cloning training, main result table, environment-specific analyses and limitations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
383,Windows Agent Arena Evaluating Multi-Modal OS Agents at Scale,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2/paper_first_notes/S5_1_P2_12_Windows_Agent_Arena_Evaluating_Multi-Modal_OS_Agents_at_Scale.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0383.md,current-cycle full text independently read and title-checked from ICML 2025 / Windows Agent Arena,"Full paper reviewed across Windows VM benchmark construction, 150+ tasks, Azure parallelization, multimodal Navi agent, success-state evaluators, human study, Mind2Web transfer, quantitative/qualitative errors and limitations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
384,SPA-Bench- A Comprehensive Benchmark for SmartPhone Agent Evaluation,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_13_SPA-Bench_A_Comprehensive_Benchmark_for_SmartPhone_Agent_Evaluation.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0384.md,current-cycle full text independently read and title-checked from ICLR 2025 / SPA-Bench,"Full paper reviewed across smartphone benchmark/task design, single- and cross-app settings, execution/termination/efficiency metrics, GPT-4o scaffold comparisons, result tables, cross-language analysis and failure taxonomy.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
385,Agent-as-a-Judge Evaluate Agents with Agents,S5.1,P2,B,A,0.967,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0385.md,current-cycle full text independently read and title-checked from ICML 2025 / PMLR 267 / Agent-as-a-Judge,"Full paper reviewed across Agent-as-a-Judge design, DevAI construction, 55 coding-agent tasks, 365 hierarchical requirements, three agent systems, human/LLM/agent judge comparison, process feedback analysis and limitations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
386,Evaluating Cultural and Social Awareness of LLM Web Agents,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_15_Evaluating_Cultural_and_Social_Awareness_of_LLM_Web_Agents.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0386.md,current-cycle full text independently read and title-checked from CASA paper / arXiv:2410.23252,"Full paper reviewed across cultural/social norm taxonomy, shopping and discussion-forum Web tasks, awareness/helpfulness/violation metrics, non-agent versus agent experiments, prompting/fine-tuning interventions, cross-region analysis and limitations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
387,VideoWebArena Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0387.md,current-cycle full text independently read and title-checked from ICLR 2025 / VideoWebArena,"Full paper reviewed across 2,021 video-grounded Web tasks, four-hour tutorial corpus, skill-versus-factual-retention taxonomy, long-context model variants, task/intent metrics, human comparison, tutorial ablations and limitations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
388,WebOlympus- An Open Platform for Web Agents on Live Websites,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0388.md,current-cycle full text independently read and title-checked from EMNLP 2024 System Demonstrations / DOI 10.18653/v1/2024.emnlp-demo.20,"Full demo paper reviewed across Chrome-extension platform architecture, agent/grounding plug-ins, 50-task live Mind2Web evaluation, trajectory recording/data crawling, safety monitor experiment and limitations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
389,A3- Android Agent Arena for Mobile GUI Agents,S5.1,P2,B,A,0.997,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_18_A3_Android_Agent_Arena_for_Mobile_GUI_Agents.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0389.md,current-cycle full text independently read and title-checked from A3 Android Agent Arena paper / arXiv:2501.01149 and ACL 2026 archival update,"Full benchmark paper reviewed across 21-app/201-task dynamic mobile setting, flexible action space, function and LLM business-level evaluators, essential-state procedural evaluation update, agent comparisons, task-difficulty analysis and limitations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
391,SWE-bench Goes Live!,S5.1,P2,B,A,0.942,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0391.md,current-cycle full text independently read and title-checked from NeurIPS 2025 Datasets and Benchmarks / SWE-bench-Live,"Full paper reviewed across live-updatable issue selection, automated curation/RepoLaunch environment construction, repository/task statistics, Dockerized execution, static-versus-live agent comparisons, recency/repository/difficulty analysis and limitations.",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
392,UI-Vision- A Desktop-centric GUI Benchmark for Visual Perception and Interaction,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0392.md,current-cycle full text independently read and title-checked from the ICML/PMLR paper and full arXiv-derived text,"ICML/PMLR paper; dataset creation, three benchmark tasks, metrics, leaderboards, error/generalization/efficiency analyses and appendices reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
394,Open CaptchaWorld A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0394.md,current-cycle full text independently read and title-checked from the 16-page arXiv/NeurIPS paper,"16-page paper; benchmark motivation, reasoning-depth metric, curation, POMDP formulation, experimental setup, result tables, cost analysis, failure analysis, conclusion and appendices reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
395,X-WebAgentBench A Multilingual Interactive Web Benchmark for Evaluating Global Agentic System,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0395.md,current-cycle full text independently read and title-checked from the 16-page Findings/arXiv paper,"16-page paper; construction, quality control, data statistics, baselines, results, multilingual/agentic analyses, exploration, limitations and appendices reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
396,Agent-RewardBench Towards a Unified Benchmark for Reward Modeling across Perception Planning and Safety in Real-World Multimodal Agents,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5.1_P2_merged.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0396.md,current-cycle full text independently read and title-checked from the 21-page ACL/arXiv paper,"21-page paper; benchmark construction, source datasets, filtering, evaluation, Table 2, downstream VisualWebArena correlation, error analysis, limitations and appendices reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
399,FormFactory An Interactive Benchmarking Suite for Multimodal Form-Filling Agents,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2/paper_first_notes/S5_1_P2_29_FormFactory_An_Interactive_Benchmarking_Suite_for_Multimodal_Form-Filling_Agents.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0399.md,current-cycle full text independently read and title-checked from arXiv HTML/PDF,"8-page paper; substantive sections 1-7, Table 1, Table 2, ablation/analysis, conclusion and references reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
400,Evaluation and Benchmarking of LLM Agents- A Survey,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_20_Survey_on_Evaluation_of_LLM-based_Agents.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0400.md,current-cycle full text independently read and title-checked from the 11-page arXiv/ACM version,"11-page paper; taxonomy, metric definitions, benchmark mappings, evaluation process, enterprise challenges, future directions and references reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
406,ShoppingBench- A Real-World Intent-Grounded Shopping Benchmark for LLM-based Agents,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_36_ShoppingBench_A_Real-World_Intent-Grounded_Shopping_Benchmark_for_LLM-based_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0406.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
408,WebWalker- Benchmarking LLMs in Web Traversal,S5.1,P2,B,A,0.980,S5/S5.1/P2/S5.1_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0408.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
411,MCP-AgentBench- Evaluating Real-World Language Agent Performance with MCP-Mediated Tools,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5.1_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0411.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
413,NEWSAGENT- Benchmarking Multimodal Agents as Journalists with Real-World Newswriting Tasks,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_43_NEWSAGENT_Benchmarking_Multimodal_Agents_as_Journalists_with_Real-World_Newswriting_Tasks.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0413.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
415,DRBench- A Realistic Benchmark for Enterprise Deep Research,S5.1,P2,B,A,0.994,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_45_DRBench_A_Realistic_Benchmark_for_Enterprise_Deep_Research.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0415.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
416,GEM- A Gym for Agentic LLMs,S5.1,P2,B,A,0.953,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_57_GEM_A_Gym_for_Agentic_LLMs.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0416.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
417,Holistic Agent Leaderboard- The Missing Infrastructure for AI Agent Evaluation,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_47_Holistic_Agent_Leaderboard_The_Missing_Infrastructure_for_AI_Agent_Evaluation.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0417.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
419,TheMCPCompany- Creating General-purpose Agents with Task-specific Tools,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_49_TheMCPCompany_Creating_General-purpose_Agents_with_Task-specific_Tools.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0419.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
423,AGENCYBENCH- Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_53_AGENCYBENCH_Benchmarking_the_Frontiers_of_Autonomous_Agents_in_1M-Token_Real-World_Contexts.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0423.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
424,Ego2Web- A Web Agent Benchmark Grounded in Egocentric Videos,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_54_Ego2Web_A_Web_Agent_Benchmark_Grounded_in_Egocentric_Videos.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0424.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
425,AgentWebBench- Benchmarking Multi-Agent Coordination in Agentic Web,S5.1,P2,B,A,1.000,S5/S5.1/P2/S5_1_P2_paper_first_detailed_markdown_notes/S5_1_P2_55_AgentWebBench_Benchmarking_Multi-Agent_Coordination_in_Agentic_Web.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0425.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
427,"MAgIC: Investigation of Large Language Model Powered Multi-Agent in Cognition, Adaptability, Rationality and Collaboration",S5.1,P3,Missing,B,1.000,S5/S5.1/P3/S5_1_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0427.md,current-cycle full text extracted and title-checked,18 extracted PDF pages; SHA-256 ff3053afd828de357af1b081d5e77479b5ef5f71b1ac7bf367e60d9aff413541; title similarity 1.0,18,ff3053afd828de357af1b081d5e77479b5ef5f71b1ac7bf367e60d9aff413541,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
429,EgoPlan-Bench: Benchmarking Multimodal Large Language Models for Human-Level Planning,S5.1,P3,Missing,B,1.000,S5/S5.1/P3/S5_1_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0429.md,current-cycle full text extracted and title-checked,16 extracted PDF pages; SHA-256 c15ca6dd2823dc0af2a6f55ce15cae49463268b814075cc9260e0d79ba751373; title similarity 1.0,16,c15ca6dd2823dc0af2a6f55ce15cae49463268b814075cc9260e0d79ba751373,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
430,InfiAgent-DABench: Evaluating Agents on Data Analysis Tasks,S5.1,P3,Missing,A,1.000,S5/S5.1/P3/S5_1_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0430.md,current-cycle full text extracted and title-checked,29 extracted PDF pages; SHA-256 0578a6e1228f4cd508e03f0fed2a3ce7a4293966c72c8d6f22925b5e61ec5cb4; title similarity 1.0,29,0578a6e1228f4cd508e03f0fed2a3ce7a4293966c72c8d6f22925b5e61ec5cb4,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
433,A Long Way to Go: Investigating Length Correlations in RLHF,S5.1,P2,Missing,Missing,0.000,no reliable paper-specific source note,current-cycle full-text remediation,notes/papers/0433.md,current-cycle full text extracted and title-checked,21 extracted PDF pages; SHA-256 66994c5521e3257e94807136a77e6eca11a8dd7ec22b4a7bd6a0012972748ca9; title similarity 1.0,21,66994c5521e3257e94807136a77e6eca11a8dd7ec22b4a7bd6a0012972748ca9,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
435,MarkupLM- Pre-training of Text and Markup Language for Visually-rich Document Understanding,S5.2,P1,A,B,1.000,S5.2_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0435.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
436,UNDERSTANDING HTML WITH LARGE LANGUAGE,S5.2,P1,A,B,1.000,S5.2_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0436.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
437,Pix2Struct- Screenshot Parsing as Pretraining for Visual Language Understanding,S5.2,P1,A,B,1.000,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2023-06 - Pix2Struct- Screenshot Parsing as Pretraining for Visual Language Understanding.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0437.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
439,Pix2Act -- From Pixels to UI Actions- Learning to Follow Instructions via Graphical User Interfaces,S5.2,P1,A,B,1.000,S5/S5.2/P1/Part_1/2023-12 - Pix2Act -- From Pixels to UI Actions- Learning to Follow Instructions via Graphical User Interfaces.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0439.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
440,CogAgent A Visual Language Model for GUI Agents,S5.2,P1,A,A,1.000,S5/S5.2/P1/Part_1/2023-12-CogAgent A Visual Language Model for GUI Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0440.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
441,SeeClick- Harnessing GUI Grounding for Advanced Visual GUI Agents,S5.2,P1,A,B,1.000,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2024-02 - SeeClick- Harnessing GUI Grounding for Advanced Visual GUI Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0441.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
443,OmniParser for Pure Vision Based GUI Agent,S5.2,P1,A,A,1.000,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2024-08-OmniParser for Pure Vision Based GUI Agent.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0443.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
444,OS-ATLAS- A Foundation Action Model for Generalist GUI Agents,S5.2,P1,A,B,1.000,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2024-10 - OS-ATLAS- A Foundation Action Model for Generalist GUI Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0444.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
445,ShowUI One Vision-Language-Action Model for GUI Visual Agent,S5.2,P1,A,B,1.000,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2024-11-ShowUI One Vision-Language-Action Model for GUI Visual Agent.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0445.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
447,Magma- A Foundation Model for Multimodal AI Agents,S5.2,P1,A,B,1.000,S5/S5.2/P1/Part_1/2025-02 - Magma- A Foundation Model for Multimodal AI Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0447.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
449,UGround- Unified Visual Grounding for GUI Agents,S5.2,P1,A,A,1.000,S5/S5.2/P1/missed_S5.2_P1_UGround_deep_paper_note.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0449.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
