record_id,title,register_status,register_venue,register_identifier,identifier_host,direct_authoritative_identifier,machine_verdict,machine_notes,found_title,found_venue,found_year,found_doi,candidate_sources,archival_evidence,suspicious_ok_preprint,priority,adjudication_decision,authoritative_evidence_url,authoritative_evidence_note,adjudicated_by,adjudicated_at
356,AgentRewardBench Evaluating Automatic Evaluations of Web Agent Trajectories,Archival published,COLM,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentRewardBench: Evaluating Automatic Evaluations of Web Agent Trajectories,,2025,10.48550/arxiv.2504.08942,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
367,ST-WebAgentBench: A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,Archival published,International Conference on Learning Representations,arXiv:2410.06703,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,ST-WebAgentBench: A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,arXiv,2024,10.48550/arxiv.2410.06703,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.06703,no,B1,PENDING,,,,
372,ASSISTGUI: Task-Oriented Desktop Graphical User Interface Automation,Archival published,"IEEE Xplore proceedings (title variant ""AssistGUI: Task-Oriented PC GUI Automation"")",IEEE Xplore doc 10656030; 2312.13108,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AssistGUI: Task-Oriented PC Graphical User Interface Automation,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2024,10.1109/cvpr52733.2024.01262,datacite:arxiv | openalex:arxiv | openalex:title | crossref:title,crossref:title: crossref type=proceedings-article venue='2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)',no,B1,PENDING,,,,
373,TravelPlanner A Benchmark for Real-World Planning with Language Agents,Archival published,Proceedings of ICML,arXiv:2402.01622,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,TravelPlanner: A Benchmark for Real-World Planning with Language Agents,arXiv,2024,10.48550/arxiv.2402.01622,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2402.01622,no,B1,PENDING,,,,
374,AndroidWorld A Dynamic Benchmarking Environment for Autonomous Agents,Archival published,International Conference on Learning Representations,arXiv:2405.14573,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AndroidWorld: A Dynamic Benchmarking Environment for Autonomous Agents,arXiv,2024,10.48550/arxiv.2405.14573,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2405.14573,no,B1,PENDING,,,,
376,-bench A Benchmark for Tool-Agent-User Interaction in Real-World Domains,Archival published,International Conference on Learning Representations,arXiv:2406.12045,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,$τ$-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains,arXiv,2024,10.48550/arxiv.2406.12045,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2406.12045,no,B1,PENDING,,,,
377,AI Agents That Matter,Archival published,TMLR,arXiv:2407.01502,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AI Agents That Matter,arXiv,2024,10.48550/arxiv.2407.01502,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2407.01502,no,B1,PENDING,,,,
381,VisualAgentBench Towards Large Multimodal Models as Visual Foundation Agents,Archival published,International Conference on Learning Representations,arXiv:2408.06327,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,VisualAgentBench: Towards Large Multimodal Models as Visual Foundation Agents,arXiv,2024,10.48550/arxiv.2408.06327,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2408.06327,no,B1,PENDING,,,,
383,Windows Agent Arena Evaluating Multi-Modal OS Agents at Scale,Archival published,Proceedings of ICML,arXiv:2409.08264,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Windows Agent Arena: Evaluating Multi-Modal OS Agents at Scale,arXiv,2024,10.48550/arxiv.2409.08264,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.08264,no,B1,PENDING,,,,
384,SPA-Bench: A Comprehensive Benchmark for SmartPhone Agent Evaluation,Archival published,International Conference on Learning Representations,arXiv:2410.15164,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,SPA-Bench: A Comprehensive Benchmark for SmartPhone Agent Evaluation,arXiv,2024,10.48550/arxiv.2410.15164,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.15164,no,B1,PENDING,,,,
385,Agent-as-a-Judge Evaluate Agents with Agents,Archival published,Proceedings of ICML,arXiv:2410.10934,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Agent-as-a-Judge: Evaluate Agents with Agents,arXiv,2024,10.48550/arxiv.2410.10934,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.10934,no,B1,PENDING,,,,
387,VideoWebArena Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks,Archival published,ICLR 2025,"proceedings.iclr.cc (2025, OpenReview unDQOUah0F); 2410.19100",,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,VideoWebArena: Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks,arXiv,2024,10.48550/arxiv.2410.19100,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.19100,no,B1,PENDING,,,,
415,DRBench: A Realistic Benchmark for Enterprise Deep Research,Archival published,International Conference on Learning Representations,arXiv:2510.00172,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,DRBench: A Realistic Benchmark for Enterprise Deep Research,arXiv,2025,10.48550/arxiv.2510.00172,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.00172,no,B1,PENDING,,,,
419,TheMCPCompany: Creating General-purpose Agents with Task-specific Tools,Archival published,International Conference on Learning Representations,arXiv:2504.11676,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,TheMCPCompany: Creating General-purpose Agents with Task-specific Tools,,2025,10.48550/arxiv.2510.19286,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
424,Ego2Web: A Web Agent Benchmark Grounded in Egocentric Videos,Archival published,CVPR 2026 (CVF Open Access),https://openaccess.thecvf.com/CVPR2026; 2603.22529,openaccess.thecvf.com,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Ego2Web: A Web Agent Benchmark Grounded in Egocentric Videos,arXiv,2026,10.48550/arxiv.2603.22529,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2603.22529,no,B1,PENDING,,,,
425,AgentWebBench: Benchmarking Multi-Agent Coordination in Agentic Web,Archival accepted,ICML 2026 (Proc. 43rd Int. Conf. on Machine Learning; Poster),https://icml.cc/ (2026 proceedings); 2604.10938,icml.cc,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentWebBench: Benchmarking Multi-Agent Coordination in Agentic Web,arXiv,2026,10.48550/arxiv.2604.10938,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2604.10938,no,B1,PENDING,,,,
433,A Long Way to Go: Investigating Length Correlations in RLHF,Archival published,First Conference on Language Modeling (COLM 2024),arXiv:2310.03716,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,A Long Way to Go: Investigating Length Correlations in RLHF,arXiv,2023,10.48550/arxiv.2310.03716,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2310.03716,no,B1,PENDING,,,,
437,Pix2Struct: Screenshot Parsing as Pretraining for Visual Language Understanding,Archival published,Proceedings of ICML,arXiv:2210.03347,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Pix2Struct: Screenshot Parsing as Pretraining for Visual Language Understanding,arXiv,2022,10.48550/arxiv.2210.03347,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2210.03347,no,B1,PENDING,,,,
439,Pix2Act -- From Pixels to UI Actions: Learning to Follow Instructions via Graphical User Interfaces,Archival published,Advances in NeurIPS,arXiv:2306.00245,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,From Pixels to UI Actions: Learning to Follow Instructions via Graphical User Interfaces,Advances in Neural Information Processing Systems 36,2023,10.52202/075280-1490,datacite:arxiv | openalex:arxiv | openalex:title | crossref:title,crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',no,B1,PENDING,,,,
443,OmniParser for Pure Vision Based GUI Agent,Archival published,International Conference on Learning Representations,arXiv:2408.00203,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,OmniParser for Pure Vision Based GUI Agent,arXiv,2024,10.48550/arxiv.2408.00203,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2408.00203,no,B1,PENDING,,,,
444,OS-ATLAS: A Foundation Action Model for Generalist GUI Agents,Archival published,International Conference on Learning Representations,arXiv:2410.23218,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,OS-ATLAS: A Foundation Action Model for Generalist GUI Agents,arXiv,2024,10.48550/arxiv.2410.23218,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.23218,no,B1,PENDING,,,,
453,LCoW: Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,Archival published,International Conference on Learning Representations,arXiv:2503.10689,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,arXiv,2025,10.48550/arxiv.2503.10689,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2503.10689,no,B1,PENDING,,,,
457,Synapse Trajectory-as-Exemplar Prompting with Memory for Computer Control,Archival published,International Conference on Learning Representations,arXiv:2306.07863,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Synapse: Trajectory-as-Exemplar Prompting with Memory for Computer Control,arXiv,2023,10.48550/arxiv.2306.07863,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2306.07863,no,B1,PENDING,,,,
462,GUI-World A Video Benchmark and Dataset for Multimodal GUI-oriented Understanding,Archival published,International Conference on Learning Representations,arXiv:2406.10819,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,GUI-World: A Video Benchmark and Dataset for Multimodal GUI-oriented Understanding,arXiv,2024,10.48550/arxiv.2406.10819,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2406.10819,no,B1,PENDING,,,,
464,ScreenAI: A Vision-Language Model for UI and Infographics Understanding,Archival published,Proceedings of IJCAI,https://doi.org/10.24963/ijcai.2024/339,doi.org,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,ScreenAI: A Vision-Language Model for UI and Infographics Understanding,,2024,10.48550/arxiv.2402.04615,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
465,Aguvis Unified Pure Vision Agents for Autonomous GUI Interaction,Archival published,Proceedings of ICML,arXiv:2412.04689,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Aguvis: Unified Pure Vision Agents for Autonomous GUI Interaction,,2024,10.48550/arxiv.2412.04454,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
481,Agent S2 A Compositional Generalist-Specialist Framework for Computer Use Agents,Archival published,COLM,arXiv:2504.00906,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Agent S2: A Compositional Generalist-Specialist Framework for Computer Use Agents,arXiv,2025,10.48550/arxiv.2504.00906,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.00906,no,B1,PENDING,,,,
483,AGENTOCCAM: A Simple Yet Strong Baseline for LLM-Based Web Agents,Archival published,International Conference on Learning Representations,arXiv:2410.13825,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentOccam: A Simple Yet Strong Baseline for LLM-Based Web Agents,arXiv,2024,10.48550/arxiv.2410.13825,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.13825,no,B1,PENDING,,,,
484,WebDreamer: Is Your LLM Secretly a World Model of the Internet Model-Based Planning for Web Agents,Archival published,TMLR,arXiv:2411.06559,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Is Your LLM Secretly a World Model of the Internet? Model-Based Planning for Web Agents,arXiv,2024,10.48550/arxiv.2411.06559,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2411.06559,no,B1,PENDING,,,,
490,Tree Search for Language Model Agents,Archival published,TMLR,arXiv:2407.01476,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Tree Search for Language Model Agents,arXiv,2024,10.48550/arxiv.2407.01476,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2407.01476,no,B1,PENDING,,,,
497,ExACT Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning,Archival published,International Conference on Learning Representations,arXiv:2410.02052,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,ExACT: Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning,arXiv,2024,10.48550/arxiv.2410.02052,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.02052,no,B1,PENDING,,,,
501,Inducing Programmatic Skills for Agentic Tasks,Archival published,COLM,arXiv:2504.06821,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Inducing Programmatic Skills for Agentic Tasks,arXiv,2025,10.48550/arxiv.2504.06821,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.06821,no,B1,PENDING,,,,
504,SteP: Stacked LLM Policies for Web Actions,Archival published,First COLM,arXiv:2310.03720,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,SteP: Stacked LLM Policies for Web Actions,arXiv,2023,10.48550/arxiv.2310.03720,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2310.03720,no,B1,PENDING,,,,
505,Thinking vs. Doing: Agents that Reason by Scaling Test-Time Interaction,Archival accepted,NeurIPS 2025 (poster),neurips.cc/virtual/2025/130833 (OpenReview un1TRwNgiv); 2506.07976,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Thinking vs. Doing: Agents that Reason by Scaling Test-Time Interaction,arXiv,2025,10.48550/arxiv.2506.07976,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.07976,no,B1,PENDING,,,,
517,WebRL: Training LLM Web Agents via Self-Evolving Online Curriculum Reinforcement Learning,Archival published,International Conference on Learning Representations,arXiv:2411.02337,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,WebRL: Training LLM Web Agents via Self-Evolving Online Curriculum Reinforcement Learning,arXiv,2024,10.48550/arxiv.2411.02337,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2411.02337,no,B1,PENDING,,,,
518,Multimodal Web Navigation with Instruction-Finetuned Foundation Models,Archival published,International Conference on Learning Representations,arXiv:2305.11854,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Multimodal Web Navigation with Instruction-Finetuned Foundation Models,arXiv,2023,10.48550/arxiv.2305.11854,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2305.11854,no,B1,PENDING,,,,
521,Agent Workflow Memory,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2409.07429,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Agent Workflow Memory,arXiv,2024,10.48550/arxiv.2409.07429,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.07429,no,B1,PENDING,,,,
529,AgentTrek Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,Archival published,International Conference on Learning Representations,arXiv:2412.09605,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentTrek: Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,arXiv,2024,10.48550/arxiv.2412.09605,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2412.09605,no,B1,PENDING,,,,
530,AgentRefine Enhancing Agent Generalization through Refinement Tuning,Archival published,International Conference on Learning Representations,arXiv:2501.01702,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentRefine: Enhancing Agent Generalization through Refinement Tuning,arXiv,2025,10.48550/arxiv.2501.01702,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2501.01702,no,B1,PENDING,,,,
538,Go-Browse: Training Web Agents with Structured Exploration,Archival published,International Conference on Learning Representations,arXiv:2506.03533,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Go-Browse: Training Web Agents with Structured Exploration,arXiv,2025,10.48550/arxiv.2506.03533,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.03533,no,B1,PENDING,,,,
548,WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks,Archival published,Proceedings of CVPR,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks,,2026,10.48550/arxiv.2601.02439,openalex:title | openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
554,WebFactory: Automated Compression of Foundational Language Intelligence into Grounded Web Agents,Archival published,International Conference on Learning Representations,arXiv:2603.05044,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,WebFactory: Automated Compression of Foundational Language Intelligence into Grounded Web Agents,arXiv,2026,10.48550/arxiv.2603.05044,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2603.05044,no,B1,PENDING,,,,
569,Learn-by-interact: A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,Archival published,International Conference on Learning Representations,arXiv:2501.10893,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Learn-by-interact: A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,arXiv,2025,10.48550/arxiv.2501.10893,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2501.10893,no,B1,PENDING,,,,
570,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,Archival published,COLM 2025,OpenReview SoEmgM1ioC; 2502.14496,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,arXiv,2025,10.48550/arxiv.2502.14496,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2502.14496,no,B1,PENDING,,,,
578,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,Archival published,COLM 2025,OpenReview QDtORaZt8K; 2504.10127,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,arXiv,2025,10.48550/arxiv.2504.10127,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.10127,no,B1,PENDING,,,,
589,Structured Agent Distillation for Large Language Model,Archival accepted,AAMAS 2026,2505.13820,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Structured Agent Distillation for Large Language Model Agents,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,,10.65109/olhj8062,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,crossref:title: crossref type=proceedings-article venue='Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems',no,B1,PENDING,,,,
595,AgentSynth: Scalable Task Generation for Generalist Computer-Use Agents,Archival published,International Conference on Learning Representations,arXiv:2506.14205,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentSynth: Scalable Task Generation for Generalist Computer-Use Agents,arXiv,2025,10.48550/arxiv.2506.14205,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.14205,no,B1,PENDING,,,,
615,"Don’t Just Fine-tune the Agent, Tune the Environment",Archival published,International Conference on Learning Representations,arXiv:2510.10197,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,"Don't Just Fine-tune the Agent, Tune the Environment",arXiv,2025,10.48550/arxiv.2510.10197,datacite:arxiv | openalex:arxiv,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.10197,no,B1,PENDING,,,,
619,Search Self-play: Pushing the Frontier of Agent Capability without Supervision,Archival published,International Conference on Learning Representations,arXiv:2510.18821,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Search Self-play: Pushing the Frontier of Agent Capability without Supervision,arXiv,2025,10.48550/arxiv.2510.18821,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.18821,no,B1,PENDING,,,,
631,Digi-Q: Learning VLM Q-Value Functions for Training Device-Control Agents,Archival published,International Conference on Learning Representations,arXiv:2502.15760,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Digi-Q: Learning Q-Value Functions for Training Device-Control Agents,arXiv,2025,10.48550/arxiv.2502.15760,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2502.15760,no,B1,PENDING,,,,
639,WAREX: WEB AGENT RELIABILITY EVALUATION ON EXISTING BENCHMARKS,Archival published,TMLR,arXiv:2510.03285,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,WAREX: Web Agent Reliability Evaluation on Existing Benchmarks,arXiv,2025,10.48550/arxiv.2510.03285,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.03285,no,B1,PENDING,,,,
640,An Illusion of Progress - Assessing the Current State of Web Agents,Archival published,COLM,arXiv:2504.01382,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,An Illusion of Progress? Assessing the Current State of Web Agents,arXiv,2025,10.48550/arxiv.2504.01382,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.01382,no,B1,PENDING,,,,
643,Autonomous Evaluation and Refinement of Digital Agents,Archival published,COLM,arXiv:2404.06474,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Autonomous Evaluation and Refinement of Digital Agents,arXiv,2024,10.48550/arxiv.2404.06474,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2404.06474,no,B1,PENDING,,,,
650,Just Do It!- Computer-Use Agents Exhibit Blind Goal-Directedness,Archival published,International Conference on Learning Representations,arXiv:2510.01670,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Just Do It!? Computer-Use Agents Exhibit Blind Goal-Directedness,arXiv,2025,10.48550/arxiv.2510.01670,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.01670,no,B1,PENDING,,,,
667,SCRIBES: Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,Archival published,International Conference on Learning Representations,arXiv:2510.01832,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,SCRIBES: Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,arXiv,2025,10.48550/arxiv.2510.01832,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.01832,no,B1,PENDING,,,,
699,AdvAgent Controllable Blackbox Red-teaming on Web Agents,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2410.17401,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AdvAgent: Controllable Blackbox Red-teaming on Web Agents,arXiv,2024,10.48550/arxiv.2410.17401,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.17401,no,B1,PENDING,,,,
702,EIA: Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,Archival published,International Conference on Learning Representations,arXiv:2409.11295,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,EIA: Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,arXiv,2024,10.48550/arxiv.2409.11295,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.11295,no,B1,PENDING,,,,
703,SafeArena Evaluating the Safety of Autonomous Web Agents,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2503.04957,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,SafeArena: Evaluating the Safety of Autonomous Web Agents,arXiv,2025,10.48550/arxiv.2503.04957,datacite:arxiv,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2503.04957,no,B1,PENDING,,,,
708,RedTeamCUA Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,Archival published,International Conference on Learning Representations,arXiv:2503.05197,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,RedTeamCUA: Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,,2025,10.48550/arxiv.2505.21936,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
713,VisualTrap A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation,Archival published,COLM,arXiv:2507.06899,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,VisualTrap: A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation,arXiv,2025,10.48550/arxiv.2507.06899,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2507.06899,no,B1,PENDING,,,,
716,HackWorld: EVALUATING COMPUTER-USE AGENTS ON EXPLOITING WEB APPLICATION VULNERABILITIES,Archival published,International Conference on Learning Representations,arXiv:2501.16500,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,HackWorld: Evaluating Computer-Use Agents on Exploiting Web Application Vulnerabilities,,2025,10.48550/arxiv.2510.12200,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
