record_id,title,section_priority,has_exact_when_reading_todo,has_template_evidence_block,no_current_cycle_verification,has_concrete_numeric_evidence_signal,claim_use_status,a1_status,note_file
587,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0587.md
589,Structured Agent Distillation for Large Language Model,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0589.md
590,Towards Efficient Online Tuning of VLM Agents via Counterfactual Soft Reinforcement Learning,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0590.md
593,UI-Genie A Self-Improving Approach for Iteratively Boosting MLLM-based Mobile GUI Agents,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0593.md
594,WebDancer Towards Autonomous Information Seeking Agency,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0594.md
595,AgentSynth- Scalable Task Generation for Generalist Computer-Use Agents,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0595.md
599,AgentCPM-GUI Building Mobile-Use Agents with Reinforcement Fine-Tuning,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0599.md
601,Contextual Experience Replay for Self-Improvement of Language Agents,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0601.md
604,WebSynthesis: World Model-Guided Monte Carlo Tree Search for Efficient WebAgent Trajectory Synthesis,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0604.md
612,"Agent Data Protocol- Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0612.md
615,"Don’t Just Fine-tune the Agent, Tune the Environment",S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0615.md
619,Search Self-play- Pushing the Frontier of Agent Capability without Supervision,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0619.md
622,AgentPRM- Process Reward Models for LLM Agents via Step-Wise Promise and Progress,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0622.md
631,Digi-Q- Learning VLM Q-Value Functions for Training Device-Control Agents,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0631.md
634,ColorBrowserAgent- Complex Long-Horizon Browser Agent with Adaptive Knowledge Evolution,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0634.md
639,WAREX- WEB AGENT RELIABILITY EVALUATION ON EXISTING BENCHMARKS,S5.5 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0639.md
640,An Illusion of Progress - Assessing the Current State of Web Agents,S5.5 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0640.md
641,Why Do LLM-based Web Agents Fail- A Hierarchical Planning Perspective,S5.5 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0641.md
643,Autonomous Evaluation and Refinement of Digital Agents,S5.5 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0643.md
645,Why Do Multi-Agent LLM Systems Fail,S5.5 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0645.md
646,Are Autonomous Web Agents Good Testers,S5.5 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0646.md
647,GEM Gaussian Embedding Modeling for Out-of-Distribution Detection in GUI Agents,S5.5 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0647.md
648,Understanding GUI Agent Localization Biases through Logit Sharpness,S5.5 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0648.md
650,Just Do It!- Computer-Use Agents Exhibit Blind Goal-Directedness,S5.5 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0650.md
657,Reflection-Bench: Evaluating Epistemic Agency in Large Language Models,S5.5 / P3,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0657.md
659,Detecting Silent Failures in Multi-Agentic AI Trajectories,S5.5 / P3,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0659.md
661,AutoScraper- A Progressive Understanding Web Agent for Web Scraper Generation,S6 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0661.md
663,INFOGEN- An Agent-Based Framework for Web Information Aggregation,S6 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0663.md
666,"A Systematic Review of Web Scraping- Techniques, LLM-Enhanced Approaches, Performance Metrics, and Legal-Ethical Issues",S6 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0666.md
667,SCRIBES- Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,S6 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0667.md
671,"Automating Web Data Collection- Challenges, Solutions, and Python-Based Strategies for Effective Web Scraping",S6 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0671.md
673,ProductAgent Benchmarking Conversational Product Search Agent with Asking Clarification Questions,S6 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0673.md
675,OneKE A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction System,S6 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0675.md
684,Reagent: Converting Ordinary Webpages into Interactive Software Agents,S6 / P3,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0684.md
685,"DataAgent: Evaluating Large Language Models' Ability to Answer Zero-Shot, Natural Language Queries",S6 / P3,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0685.md
687,AutoDCWorkflow: LLM-based Data Cleaning Workflow Auto-Generation and Benchmark,S6 / P3,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0687.md
688,DataLab: A Unified Platform for LLM-Powered Business Intelligence,S6 / P3,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0688.md
690,AutoPrep: Natural Language Question-Aware Data Preparation with a Multi-Agent Framework,S6 / P3,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0690.md
692,WiNELL: Wikipedia Never-Ending Updating with LLM Agents,S6 / P3,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0692.md
695,InjecAgent Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,S7 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0695.md
697,AGENTPOISON- Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases,S7 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0697.md
699,AdvAgent Controllable Blackbox Red-teaming on Web Agents,S7 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0699.md
700,Attacking Vision-Language Computer Agents via Pop-ups,S7 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0700.md
702,EIA- Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,S7 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0702.md
703,SafeArena Evaluating the Safety of Autonomous Web Agents,S7 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0703.md
704,sudo rm -rf agentic_security,S7 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0704.md
708,RedTeamCUA Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,S7 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0708.md
709,WebInject Prompt Injection Attack to Web Agents,S7 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0709.md
713,VisualTrap A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation,S7 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0713.md
716,HackWorld- EVALUATING COMPUTER-USE AGENTS ON EXPLOITING WEB APPLICATION VULNERABILITIES,S7 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0716.md
717,Investigating the Impact of Dark Patterns on LLM-Based Web Agents,S7 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0717.md
718,WebCloak- Characterizing and Mitigating Threats from LLM-Driven Web Agents as Intelligent Scrapers,S7 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0718.md
728,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0728.md
731,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0731.md
733,Agent Smith A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0733.md
734,ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0734.md
736,AirGapAgent: Protecting Privacy-Conscious Conversational Agents,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0736.md
737,Visibility into AI Agents,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0737.md
738,GuardAgent: Safeguard LLM Agents via Knowledge-Enabled Reasoning,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0738.md
741,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0741.md
744,Agent Security Bench (ASB)- Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0744.md
745,HAICOSYSTEM- An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0745.md
746,Multimodal Situational Safety,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0746.md
747,Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0747.md
748,AgentHarm A Benchmark for Measuring Harmfulness of LLM Agents,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0748.md
750,MobileSafetyBench Evaluating Safety of Autonomous Agents in Mobile Device Control,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0750.md
751,Navigating the Risks: A Survey of Security and Privacy Threats in LLM-Based Agents,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0751.md
757,Evaluating the Robustness of Multimodal Agents Against Active Environmental Injection Attacks,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0757.md
759,A Practical Memory Injection Attack against LLM Agents,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0759.md
761,Towards Trustworthy GUI Agents- A Survey,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0761.md
762,AgentSpec Customizable Runtime Enforcement for Safe and Reliable LLM Agents,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0762.md
764,VeriSafe Agent Safeguarding Mobile GUI Agent via Logic-based Action Verification,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0764.md
770,Hidden Ghost Hand Unveiling Backdoor Vulnerabilities in MLLM-Powered Mobile GUI Agents,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0770.md
771,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0771.md
772,Tool Preferences in Agentic LLMs are Unreliable,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0772.md
773,AgentAuditor- Human-Level Safety and Security Evaluation for LLM Agents,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0773.md
774,From Prompt Injections to Protocol Exploits- Threats in LLM-Powered AI Agents Workflows,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0774.md
777,Demonstrations of Integrity Attacks in Multi-Agent Systems,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0777.md
778,Effective Red-Teaming of Policy-Adherent Agents,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0778.md
779,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0779.md
780,Reliable Weak-to-Strong Monitoring of LLM Agents,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0780.md
782,"Model Context Protocol -MCP- Landscape, Security Threats, and Future Research Directions",S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0782.md
783,AprielGuard,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0783.md
784,LLM Agents for Automated Web Vulnerability Reproduction- Are We There Yet,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0784.md
785,Web Fraud Attacks Against LLM-Driven Multi-Agent Systems,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0785.md
786,SMCP- Secure Model Context Protocol,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0786.md
787,MCP SECURITY BENCH (MSB)- BENCHMARKING ATTACKS AGAINST MODEL CONTEXT PROTOCOL IN LLM AGENTS,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0787.md
788,ADAM- A Systematic Data Extraction Attack on Agent Memory via Adaptive Querying,S7 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0788.md
789,SnapGuard- Lightweight Prompt Injection Detection for Screenshot-Based Web Agents,S7 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0789.md
790,Emergent and Predictable Memorization in Large Language Models,S7 / P3,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0790.md
791,Foundational Challenges in Assuring Alignment and Safety of Large Language Models,S7 / P3,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0791.md
794,"TRiSM for Agentic AI: A review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems",S7 / P3,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0794.md
797,Generalizability of Large Language Model-Based Agents- A comprehensive survey,S8 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0797.md
799,CowPilot A Framework for Autonomous and Human-Agent Collaborative Web Navigation,S8 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0799.md
801,"Agent A/B- Automated and Scalable A/B Testing on Live Websites with Interactive LLM Agents [MERGED: consolidates former duplicate row #802, ""AgentAB"" title variant — confirmed same paper]",S8 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0801.md
811,The Behavioral Fabric of LLM-Powered GUI Agents- HumanValues and Interaction Outcomes,S8 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0811.md
