record_id,title,old_status_category,new_status_category,old_venue,new_venue,old_identifier,new_identifier,bibliography_eligibility,final_exclusion_reason,adjudication_decision
465,Aguvis Unified Pure Vision Agents for Autonomous GUI Interaction,Archival published,Archival published,Proceedings of ICML,Proceedings of ICML,arXiv:2412.04689,https://proceedings.mlr.press/v267/xu25ae.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_PMLR
470,"Multimodal LLM Agents- Exploring LLM interactions in Software, Web and Operating Systems",Workshop/non-archival,Workshop/non-archival,CS598 course/LLM-Agent workshop (OpenReview YGLOpASCY5); no arXiv ID,Course/workshop paper,,https://openreview.net/pdf?id=YGLOpASCY5,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Workshop/non-archival,RETAIN_WORKSHOP_NON_ARCHIVAL
473,Beyond Pixels- Exploring DOM Downsampling for LLM-Based Web Agents,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2508.04412,arXiv / preprint,,https://arxiv.org/abs/2508.04412,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
483,AGENTOCCAM- A Simple Yet Strong Baseline for LLM-Based Web Agents,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2410.13825,https://proceedings.iclr.cc/paper_files/paper/2025/hash/f2c6e459b95694a24ac69c469a4ee746-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
484,WebDreamer- Is Your LLM Secretly a World Model of the Internet Model-Based Planning for Web Agents,Archival published,Archival published,TMLR,Transactions on Machine Learning Research,arXiv:2411.06559,https://mlanthology.org/tmlr/2025/gu2025tmlr-your/,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_TMLR
485,WebCoT Enhancing Web Agent Reasoning by Reconstructing Chain-of-Thought in Reflection Branching and Rollback,Archival published,Archival published,Findings of EMNLP,Findings of the Association for Computational Linguistics: EMNLP 2025,arXiv:2505.20013,https://aclanthology.org/2025.findings-emnlp.276/,Eligible if cited,,RETAIN_ARCHIVAL_NORMALIZE_VENUE
486,WebSailor Navigating Super-human Reasoning for Web Agent,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2507.02592,arXiv / preprint,,https://arxiv.org/abs/2507.02592,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
487,AgentFold- Long-Horizon Web Agents with Proactive Context Management,Preprint/technical report,Archival published,arXiv preprint arXiv:2510.24699,ICLR 2026,,https://iclr.cc/virtual/2026/poster/10010254,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_ICLR_FINAL_TITLE
488,WebDART- Dynamic Decomposition and Re-planning for Complex Web Tasks,Preprint/technical report,Archival published,arXiv preprint arXiv:2510.06587,Findings of the Association for Computational Linguistics: ACL 2026,,https://doi.org/10.18653/v1/2026.findings-acl.568,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
490,Tree Search for Language Model Agents,Archival published,Archival published,TMLR,Transactions on Machine Learning Research,arXiv:2407.01476,https://openreview.net/pdf/32f14eef3c5d10bca6cc4635ec9e6d7bb1d7a92e.pdf,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_TMLR
491,HEAP- HIERARCHICAL POLICIES FOR,Archival accepted,Archival published,COLM 2024,COLM 2024,https://openreview.net/forum?id=5fg0VtRxgi; 2310.03720,https://openreview.net/forum?id=5fg0VtRxgi,Duplicate/version; do not count,Duplicate/version of canonical record 504,MERGE_VERSION_WITH_504_FINAL_COLM
496,OSCAR: Operating System Control via State-Aware Reasoning and Re-Planning,Archival published,Archival published,International Conference on Learning Representations (ICLR 2025),ICLR 2025,https://openreview.net/forum?id=VuTrZzrPfn,https://openreview.net/forum?id=VuTrZzrPfn,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_OPENREVIEW
497,ExACT Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2410.02052,https://proceedings.iclr.cc/paper_files/paper/2025/hash/a3b893ba1de12f76020b03f7ae8e1afd-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
502,InfiGUI-R1 Advancing Multimodal GUI Agents from Reactive Actors to Deliberative Reasoners,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2504.14239,arXiv / preprint,,https://arxiv.org/abs/2504.14239,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
505,Thinking vs. Doing- Agents that Reason by Scaling Test-Time Interaction,Archival accepted,Archival published,NeurIPS 2025 (poster),Advances in Neural Information Processing Systems 38 (NeurIPS 2025),neurips.cc/virtual/2025/130833 (OpenReview un1TRwNgiv); 2506.07976,https://proceedings.neurips.cc/paper_files/paper/2025/hash/f7c4783621a20f5f11a316cd249e0252-Abstract-Conference.html,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_FINAL_TITLE
509,AgentProg- Empowering Long-Horizon GUI Agents with Program-Guided Context Management,Preprint/technical report,Archival published,,"Proceedings of the 24th Annual International Conference on Mobile Systems, Applications and Services",2512.10371,https://doi.org/10.1145/3745756.3809245,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
510,Web World Models,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2512.23676,arXiv preprint,,https://arxiv.org/abs/2512.23676,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
517,WebRL- Training LLM Web Agents via Self-Evolving Online Curriculum Reinforcement Learning,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2411.02337,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c66e1fcc9691aae706250638f36f681b-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
518,Multimodal Web Navigation with Instruction-Finetuned Foundation Models,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2305.11854,https://proceedings.iclr.cc/paper_files/paper/2024/hash/7ef7d8359036afd8c2378d82c21058a4-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
521,Agent Workflow Memory,Archival published,Archival published,Proceedings of the 42nd International Conference on Machine Learning,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2409.07429,https://proceedings.mlr.press/v267/wang25bx.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_PMLR
523,NNetscape Navigator- Complex Demonstrations for Web Agents Without a Demonstrator,Preprint/technical report,Preprint/technical report,arXiv (ICLR 2025 submission withdrawn),arXiv / preprint,2410.02907,https://arxiv.org/abs/2410.02907,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
528,ScribeAgent- Towards Specialized Web Agents Using Production-Scale Workflow Data,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2411.15004,Qeios preprint,,https://doi.org/10.32388/8VOG0O,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_QEIOS
529,AgentTrek Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2412.09605,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c681fb2bf1d785fbc766f3ea14758aab-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
530,AgentRefine Enhancing Agent Generalization through Refinement Tuning,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2501.01702,https://proceedings.iclr.cc/paper_files/paper/2025/hash/a3cc50126338b175e56bb3cad134db0b-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
538,Go-Browse- Training Web Agents with Structured Exploration,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2506.03533,https://proceedings.iclr.cc/paper_files/paper/2026/hash/e0c50c0e78db8d9d881c79cac775e499-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
540,WebExplorer- Explore and Evolve for Training Long-Horizon Web Agents,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2509.06501,arXiv / preprint,,https://arxiv.org/abs/2509.06501,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
544,INFINITEWEB- Scalable Web Environment Synthesis for GUI Agent Training,Preprint/technical report,Archival published,arXiv preprint arXiv:2601.04126,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),,https://doi.org/10.18653/v1/2026.acl-long.1313,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
545,Avenir-Web1- Human-Experience-Imitating Multimodal Web Agents with Mixture of Grounding Experts,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2602.02468,arXiv / preprint,,https://arxiv.org/abs/2602.02468,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
548,WebGym- Scaling Training Environments for Visual Web Agents with Realistic Tasks,Archival published,Archival published,Proceedings of CVPR,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR 2026),,https://openaccess.thecvf.com/content/CVPR2026/papers/Bai_WebGym_Scaling_Training_Environments_for_Long-Horizon_Visual_Web_Agents_with_CVPR_2026_paper.pdf,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_CVF
554,WebFactory- Automated Compression of Foundational Language Intelligence into Grounded Web Agents,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2603.05044,https://proceedings.iclr.cc/paper_files/paper/2026/hash/d560f94c582033e6d8eb0c97cdd4f721-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
569,Learn-by-interact- A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2501.10893,https://proceedings.iclr.cc/paper_files/paper/2025/hash/dd745a0c4f91fe91866fe6788be9cc28-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
575,Large Language Models Empowered Personalized Web Agents,Archival published,Archival published,"WWW 2025 (Oral), pp. 198–215",Proceedings of the ACM on Web Conference 2025,https://doi.org/10.1145/3696410.3714842; 2410.17236,https://doi.org/10.1145/3696410.3714842,Eligible if cited,,RETAIN_ARCHIVAL_NORMALIZE_VENUE
580,Efficient Agent Training for Computer Use,Archival accepted,Archival published,ICLR 2026 (Poster),ICLR 2026,https://openreview.net/forum?id=cDuA6ZNvCl; arXiv:2505.13909,https://openreview.net/forum?id=cDuA6ZNvCl,Eligible if cited,,SET_ARCHIVAL_PUBLISHED
583,GUI-G1 Understanding R1-Zero-Like Training for Visual Grounding in GUI Agents,Preprint/technical report,Archival published,arXiv preprint arXiv:2505.15810,Advances in Neural Information Processing Systems 38,arXiv:2505.15810,https://doi.org/10.52202/085713-3201,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
584,MobileIPL Enhancing Mobile Agents Thinking Process via Iterative Preference Learning,Archival accepted,Archival published,ICLR 2026 (Poster),ICLR 2026,https://openreview.net/forum?id=PS8iu4PxKz; arXiv:2505.12299,https://openreview.net/forum?id=PS8iu4PxKz,Eligible if cited,,SET_ARCHIVAL_PUBLISHED
585,ProgRM Build Better GUI Agents with Progress Rewards,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2505.18121,arXiv / preprint,,https://arxiv.org/abs/2505.18121,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
589,Structured Agent Distillation for Large Language Model,Archival accepted,Archival published,AAMAS 2026,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems (AAMAS 2026),2505.13820,https://doi.org/10.65109/olhj8062,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_AAMAS
590,Towards Efficient Online Tuning of VLM Agents via Counterfactual Soft Reinforcement Learning,Archival published,Archival published,ICML 2025 (PMLR 267:16884–16903),"Proceedings of the 42nd International Conference on Machine Learning, PMLR 267",https://proceedings.mlr.press/v267/feng25n.html; arXiv:2505.03792,https://proceedings.mlr.press/v267/feng25n.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_PROCEEDINGS
595,AgentSynth- Scalable Task Generation for Generalist Computer-Use Agents,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2506.14205,https://proceedings.iclr.cc/paper_files/paper/2026/hash/fb0f9005938c5a80b1114a42156e99e2-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
600,Coding Agents with Multimodal Browsing are Generalist Problem Solvers,Preprint/technical report,Archival published,ICML 2025 Computer-use Agents Workshop,Findings of the Association for Computational Linguistics: EACL 2026,OpenReview 6HF55i7bca; 2506.03011,https://doi.org/10.18653/v1/2026.findings-eacl.318,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
607,Online Process Reward Learning for Agentic Reinforcement Learning,Preprint/technical report,Preprint/technical report,—,arXiv preprint,https://arxiv.org/abs/2509.19199; arXiv:2509.19199,https://arxiv.org/abs/2509.19199,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
612,"Agent Data Protocol- Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",Archival accepted,Archival published,ICLR 2026 (Oral),ICLR 2026,https://openreview.net/forum?id=tG6301ORHd; arXiv:2510.24702,https://openreview.net/forum?id=tG6301ORHd,Eligible if cited,,SET_ARCHIVAL_PUBLISHED
615,"Don’t Just Fine-tune the Agent, Tune the Environment",Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2510.10197,https://openreview.net/forum?id=nzodtGccEM,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
619,Search Self-play- Pushing the Frontier of Agent Capability without Supervision,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2510.18821,https://proceedings.iclr.cc/paper_files/paper/2026/hash/6ac12f42db406e6be14d669884e73212-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
620,The Unreasonable Effectiveness of Scaling Agents for Computer Use,Preprint/technical report,Preprint/technical report,arXiv (Simular),arXiv / ICLR 2026 submission under review,2510.02250,https://arxiv.org/abs/2510.02250,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_ICLR_UNDER_REVIEW
629,WEBSERV- A Browser-Server Environment for Efficient Training of Reinforcement Learning-based Web Agents at Scale,Workshop/non-archival,Workshop/non-archival,NeurIPS 2025 MTI-LLM Workshop (Poster),NeurIPS 2025 MTI-LLM Workshop,https://openreview.net/forum?id=YHcHQY8TIY; arXiv:2510.16252,https://openreview.net/forum?id=YHcHQY8TIY,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Workshop/non-archival,RETAIN_WORKSHOP_NON_ARCHIVAL
630,ExpSeek- Self-Triggered Experience Seeking for Web Agents,Preprint/technical report,Archival published,—,Findings of the Association for Computational Linguistics: ACL 2026,https://arxiv.org/abs/2601.08605; arXiv:2601.08605,https://doi.org/10.18653/v1/2026.findings-acl.1462,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
631,Digi-Q- Learning VLM Q-Value Functions for Training Device-Control Agents,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2502.15760,https://proceedings.iclr.cc/paper_files/paper/2025/hash/519abe71ee55aac4fe821bbd731c6645-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
637,Agent Lightning- Train ANY AI Agents with Reinforcement Learning,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2508.03680,arXiv / preprint,,https://arxiv.org/abs/2508.03680,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
639,WAREX- WEB AGENT RELIABILITY EVALUATION ON EXISTING BENCHMARKS,Archival published,Archival published,TMLR,Transactions on Machine Learning Research,arXiv:2510.03285,https://openreview.net/pdf?id=o4pXVP8RCD,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_TMLR
646,Are Autonomous Web Agents Good Testers,Archival published,Archival published,Proc. ACM Softw. Eng.,Proceedings of the ACM on Software Engineering,https://doi.org/10.1145/3728879,https://doi.org/10.1145/3728879,Eligible if cited,,RETAIN_ARCHIVAL_NORMALIZE_VENUE
648,Understanding GUI Agent Localization Biases through Logit Sharpness,Archival published,Archival published,Findings of EMNLP,Findings of the Association for Computational Linguistics: EMNLP 2025,arXiv:2506.15425,https://aclanthology.org/2025.findings-emnlp.1268/,Eligible if cited,,RETAIN_ARCHIVAL_NORMALIZE_VENUE
649,Aegis- Taxonomy and Optimizations for Overcoming Agent-Environment Failures in LLM Agents,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2508.19504,arXiv / preprint,,https://arxiv.org/abs/2508.19504,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
650,Just Do It!- Computer-Use Agents Exhibit Blind Goal-Directedness,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2510.01670,https://proceedings.iclr.cc/paper_files/paper/2026/hash/ea7623ff02edffe68866f88da2667592-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
651,Where LLM Agents Fail and How They Can Learn From Failures,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2509.25370,arXiv / preprint,,https://arxiv.org/abs/2509.25370,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
653,What Do LLMAgents Know About Their World- Task2Quiz- A Paradigm for Studying Environment Understanding,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2601.09503,arXiv / preprint,,https://arxiv.org/abs/2601.09503,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
654,How do Visual Attributes Influence Web Agents- A Comprehensive Evaluation of User Interface Design Factors,Preprint/technical report,Archival published,arXiv preprint arXiv:2601.21961,Findings of the Association for Computational Linguistics: ACL 2026,,https://doi.org/10.18653/v1/2026.findings-acl.1723,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
657,Reflection-Bench: Evaluating Epistemic Agency in Large Language Models,Archival published,Archival published,"Proceedings of the 42nd International Conference on Machine Learning (ICML 2025), PMLR 267","Proceedings of the 42nd International Conference on Machine Learning, PMLR 267",https://proceedings.mlr.press/v267/li25cu.html,https://proceedings.mlr.press/v267/li25cu.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_PROCEEDINGS
658,VeriLA A Human-Centered Evaluation Framework for Interpretable Verification of LLM Agent Failures,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2503.12651,arXiv / preprint,,https://arxiv.org/abs/2503.12651,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
664,NEXT-EVAL- Next Evaluation of Traditional and LLM Web Data Record Extraction,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2505.17125,arXiv / preprint,,https://arxiv.org/abs/2505.17125,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
667,SCRIBES- Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2510.01832,https://proceedings.iclr.cc/paper_files/paper/2026/hash/d8af89af081e3e3b52fca7c92bd6ccab-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
670,ScrapeGraphAI-100k- A Large-Scale Dataset for LLM-Based Web Information Extraction,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2602.15189,arXiv / preprint,,https://arxiv.org/abs/2602.15189,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
675,OneKE A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction System,Archival published,Archival published,Companion of the ACM Web Conference 2025,Companion Proceedings of the ACM on Web Conference 2025,https://doi.org/10.1145/3701716.3715189,https://doi.org/10.1145/3701716.3715189,Eligible if cited,,RETAIN_ARCHIVAL_NORMALIZE_VENUE
676,"Advanced Web Scraping in the Modern Web- Techniques, Prevention, and AI Integration",Unconfirmed,Preprint/technical report,,National Technical University of Athens Diploma Thesis,,https://doi.org/10.26240/heal.ntua.30085,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,SET_NON_ARCHIVAL_THESIS
679,An Agentic Toolkit for Adaptive Information Extraction from Regulatory Documents,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2509.11773,arXiv / preprint,,https://arxiv.org/abs/2509.11773,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
682,Mind2Report- A Cognitive Deep Research Agent for Expert-Level Commercial Report Synthesis,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2601.04879,arXiv / preprint,,https://arxiv.org/abs/2601.04879,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
685,"DataAgent: Evaluating Large Language Models' Ability to Answer Zero-Shot, Natural Language Queries",Archival published,Archival published,"2024 IEEE International Conference on Artificial Intelligence and Computer Engineering (ICAIC 2024), pages 1–5",2024 IEEE 3rd International Conference on AI in Cybersecurity (ICAIC),https://ieeexplore.ieee.org/document/10433803/,https://ieeexplore.ieee.org/document/10433803/,Eligible if cited,,RETAIN_ARCHIVAL_CORRECT_VENUE
699,AdvAgent Controllable Blackbox Red-teaming on Web Agents,Archival published,Archival published,Proceedings of the 42nd International Conference on Machine Learning,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2410.17401,https://proceedings.mlr.press/v267/xu25m.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_PMLR
702,EIA- Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2409.11295,https://proceedings.iclr.cc/paper_files/paper/2025/hash/a73474c359ed523e6cd3174ed29a4d56-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
703,SafeArena Evaluating the Safety of Autonomous Web Agents,Archival published,Archival published,Proceedings of the 42nd International Conference on Machine Learning,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2503.04957,https://proceedings.mlr.press/v267/tur25a.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_PMLR
707,WASP- Benchmarking Web Agent Security Against Prompt Injection Attacks,Workshop/conditional,Archival published,ICML 2025 Workshop on Computer Use Agents (WCUA 2025),Advances in Neural Information Processing Systems 38,arXiv:2504.18575,https://doi.org/10.52202/085713-0666,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
708,RedTeamCUA Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2503.05197,https://proceedings.iclr.cc/paper_files/paper/2026/hash/505ca7558b83126389727d08f2366b72-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
710,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,Preprint/technical report,Archival published,arXiv preprint arXiv:2501.00238,IEEE Transactions on Pattern Analysis and Machine Intelligence,https://doi.org/10.48550/arXiv.2501.00238,https://doi.org/10.1109/tpami.2026.3688650,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
712,Security Challenges in AI Agent Deployment- Insights from a Large Scale Public Competition,Preprint/technical report,Archival published,arXiv preprint arXiv:2501.17490,Advances in Neural Information Processing Systems 38,https://doi.org/10.48550/arXiv.2501.17490,https://doi.org/10.52202/085713-2676,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
714,Dark Patterns Meet GUI Agents- LLM Agent Susceptibility to Manipulative Interfaces and the Role of Human Oversight,Preprint/technical report,Archival published,arXiv preprint arXiv:2507.01030,Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,https://doi.org/10.48550/arXiv.2507.01030,https://doi.org/10.1145/3772318.3791568,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
716,HackWorld- EVALUATING COMPUTER-USE AGENTS ON EXPLOITING WEB APPLICATION VULNERABILITIES,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2501.16500,https://proceedings.iclr.cc/paper_files/paper/2026/hash/7baa48bc166aa2013d78cbdc15010530-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
719,Mind the Web- The Security of Web Use Agents,Preprint/technical report,Archival published,arXiv preprint arXiv:2506.07153,Proceedings of the ACM Asia Conference on Computer and Communications Security,,https://doi.org/10.1145/3779208.3805968,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
721,AI Kill Switch for malicious web-based LLM agent,Preprint/technical report,Preprint/technical report,arXiv preprint arXiv:2503.08792,arXiv / preprint,https://doi.org/10.48550/arXiv.2503.08792,https://arxiv.org/abs/2503.08792,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
725,SecureWebArena- A Holistic Security Evaluation Benchmark for LVLM-based Web Agents,Preprint/technical report,Archival published,arXiv preprint arXiv:2504.07639,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.48550/arXiv.2504.07639,https://doi.org/10.18653/v1/2026.findings-acl.582,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
