record_id,title,year,venue,publication_status,status_category,existing_identifier,existing_archival_doi,doi_final,doi_status,doi_source,verification_url,crossref_title,crossref_score,crossref_type,crossref_year,openalex_title,openalex_score,manual_decision,notes
389,A3- Android Agent Arena for Mobile GUI Agents,2026,Findings of ACL 2026,Published,Archival published,https://aclanthology.org/2026.findings-acl.184/,,10.18653/v1/2026.findings-acl.184,verified_archival_doi_manual,ACL Anthology and Crossref,https://doi.org/10.18653/v1/2026.findings-acl.184,A3: Android Agent Arena for Mobile GUI Agents with Essential-State Procedural Evaluation,0.6520,proceedings-article,2026,,,doi,Official Findings of ACL 2026 DOI; archival title contains an expanded subtitle.
391,SWE-bench Goes Live!,2025,Advances in NeurIPS,Published,Archival published,arXiv:2505.23419,,10.52202/085713-4923,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/085713-4923,SWE-bench Goes Live!,1.0400,proceedings-article,2025,,,,
392,UI-Vision- A Desktop-centric GUI Benchmark for Visual Perception and Interaction,2025,"Proceedings of the 42nd International Conference on Machine Learning, PMLR 267",Published,Archival published,https://proceedings.mlr.press/v267/nayak25a.html,,,verified_no_archival_doi_expected_for_venue,,,Vision-Centric BEV Perception: A Survey,0.4867,journal-article,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
394,Open CaptchaWorld A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,2025,NeurIPS 2025 (Datasets & Benchmarks),Accepted,Archival accepted,neurips.cc/virtual/2025 poster 121537; 2505.24878,,10.52202/085713-3006,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/085713-3006,Open CaptchaWorld: A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,1.0400,proceedings-article,2025,,,,
395,X-WebAgentBench A Multilingual Interactive Web Benchmark for Evaluating Global Agentic System,2025,Findings of ACL,Published,Archival published,arXiv:2505.15372,,10.18653/v1/2025.findings-acl.988,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.findings-acl.988,X-WebAgentBench: A Multilingual Interactive Web Benchmark for Evaluating Global Agentic System,1.0400,proceedings-article,2025,,,,
396,Agent-RewardBench Towards a Unified Benchmark for Reward Modeling across Perception Planning and Safety in Real-World Multimodal Agents,2025,Proceedings of ACL (Long Papers),Published,Archival published,arXiv:2506.21252,,10.18653/v1/2025.acl-long.857,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.acl-long.857,"Agent-RewardBench: Towards a Unified Benchmark for Reward Modeling across Perception, Planning, and Safety in Real-World Multimodal Agents",1.0400,proceedings-article,2025,,,,
399,FormFactory An Interactive Benchmarking Suite for Multimodal Form-Filling Agents,2025,Proceedings of ACM Multimedia,Published,Archival published,https://doi.org/10.1145/3746027.3758285,10.1145/3746027.3758285,10.1145/3746027.3758285,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3746027.3758285,FormFactory: An Interactive Benchmarking Suite for Multimodal Form-Filling Agents,1.0000,proceedings-article,2025,,,,
400,Evaluation and Benchmarking of LLM Agents- A Survey,2025,ACM KDD 2025 (pp. 6129–6139),Published,Archival published,https://doi.org/10.1145/3711896.3736570; 2507.21504,10.1145/3711896.3736570,10.1145/3711896.3736570,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3711896.3736570,Evaluation and Benchmarking of LLM Agents: A Survey,1.0000,proceedings-article,2025,,,,
406,ShoppingBench- A Real-World Intent-Grounded Shopping Benchmark for LLM-based Agents,2026,AAAI 2026 (Technical Track),Accepted,Archival accepted,https://doi.org/10.1609/aaai.v40i39.40640; 2508.04266,10.1609/aaai.v40i39.40640,10.1609/aaai.v40i39.40640,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1609/aaai.v40i39.40640,ShoppingBench: A Real-World Intent-Grounded Shopping Benchmark for LLM-based Agents,1.0000,journal-article,2026,,,,
408,WebWalker- Benchmarking LLMs in Web Traversal,2025,Proceedings of ACL (Long Papers),Published,Archival published,arXiv:2501.07572,,10.18653/v1/2025.acl-long.508,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.acl-long.508,WebWalker: Benchmarking LLMs in Web Traversal,1.0400,proceedings-article,2025,,,,
411,MCP-AgentBench- Evaluating Real-World Language Agent Performance with MCP-Mediated Tools,2026,"AAAI 2026 (Proc. 40th AAAI Conf., pp. 30888–30896, Singapore)",Published,Archival published,https://ojs.aaai.org/index.php/AAAI/article/view/40347; 2509.09734,,10.1609/aaai.v40i37.40347,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1609/aaai.v40i37.40347,MCP-AgentBench: Evaluating Real-World Language Agent Performance with MCP-Mediated Tools,1.0400,journal-article,2026,,,,
413,NEWSAGENT- Benchmarking Multimodal Agents as Journalists with Real-World Newswriting Tasks,2026,Findings of ACL 2026,Published,Archival published,https://aclanthology.org/2026.findings-acl.1816/,,10.18653/v1/2026.findings-acl.1816,verified_archival_doi_manual,ACL Anthology and Crossref,https://doi.org/10.18653/v1/2026.findings-acl.1816,Benchmarking Agentic Newswriting via Journalistic Workflows,0.3453,proceedings-article,2026,,,doi,Official Findings of ACL 2026 DOI; archival title is 'Benchmarking Agentic Newswriting via Journalistic Workflows'.
415,DRBench- A Realistic Benchmark for Enterprise Deep Research,2026,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2026/hash/0ba520d93c3df592c83a611961314c98-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,DeepResearch-9K: A Challenging Benchmark Dataset of Deep-Research Agent,0.5361,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
416,GEM- A Gym for Agentic LLMs,2026,ICLR 2026,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2026/hash/b3956812189001f673d29c626bc897ae-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,"Bandits, LLMs, and Agentic Web",0.4067,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
417,Holistic Agent Leaderboard- The Missing Infrastructure for AI Agent Evaluation,2026,ICLR 2026,Published,Archival published,https://openreview.net/forum?id=vUaY1t64ZZ,,,verified_no_archival_doi_expected_for_venue,,,Agentic AI Foundations and Infrastructure for Scalable Multi-Agent System,0.4600,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
423,AGENCYBENCH- Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,2026,"ACL 2026 (Vol. 1: Long Papers, pp. 7422–7440)",Published,Archival published,https://aclanthology.org/2026.acl-long.337/; 2601.11044,,10.18653/v1/2026.acl-long.337,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2026.acl-long.337,AgencyBench: Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,1.0400,proceedings-article,2026,,,,
424,Ego2Web- A Web Agent Benchmark Grounded in Egocentric Videos,2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR 2026),Published,Archival published,https://openaccess.thecvf.com/content/CVPR2026/html/Yu_Ego2Web_A_Web_Agent_Benchmark_Grounded_in_Egocentric_Videos_CVPR_2026_paper.html,,,verified_no_archival_doi_manual,Official CVF Open Access record,https://openaccess.thecvf.com/content/CVPR2026/html/Yu_Ego2Web_A_Web_Agent_Benchmark_Grounded_in_Egocentric_Videos_CVPR_2026_paper.html,,,,,,,no_doi,The official CVPR 2026 open-access record had no archival DOI at the audit cutoff. The arXiv DOI is not counted as an archival publication DOI.
425,AgentWebBench- Benchmarking Multi-Agent Coordination in Agentic Web,2026,ICML 2026 (43rd International Conference on Machine Learning),Accepted,Archival accepted,https://icml.cc/ (2026 proceedings); 2604.10938,,,verified_no_archival_doi_expected_for_venue,,,The Multi-Agent World Model: Coordination in the Agentic Economy,0.5789,posted-content,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
427,"MAgIC: Investigation of Large Language Model Powered Multi-Agent in Cognition, Adaptability, Rationality and Collaboration",2024,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing (EMNLP 2024), pages 7315-7332",Published,Archival published,https://doi.org/10.18653/v1/2024.emnlp-main.416,10.18653/v1/2024.emnlp-main.416,10.18653/v1/2024.emnlp-main.416,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.emnlp-main.416,"MAgIC: Investigation of Large Language Model Powered Multi-Agent in Cognition, Adaptability, Rationality and Collaboration",1.0000,proceedings-article,2024,,,,
429,EgoPlan-Bench: Benchmarking Multimodal Large Language Models for Human-Level Planning,2026,"International Journal of Computer Vision, volume 134, article 118",Published,Archival published,https://doi.org/10.1007/s11263-025-02676-0,10.1007/s11263-025-02676-0,10.1007/s11263-025-02676-0,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1007/s11263-025-02676-0,EgoPlan-Bench: Benchmarking Multimodal Large Language Models for Human-Level Planning,1.0000,journal-article,2026,,,,
430,InfiAgent-DABench: Evaluating Agents on Data Analysis Tasks,2024,"Proceedings of the 41st International Conference on Machine Learning, PMLR 235",Published,Archival published,https://proceedings.mlr.press/v235/hu24s.html,,,verified_no_archival_doi_expected_for_venue,,,VisualWebArena: Evaluating Multimodal Agents on Realistic Visual Web Tasks,0.5149,proceedings-article,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
433,A Long Way to Go: Investigating Length Correlations in RLHF,2024,First Conference on Language Modeling (COLM 2024),Published,Archival published,arXiv:2310.03716,,,verified_no_archival_doi_expected_for_venue,,,Still a long way to go,0.4391,journal-article,2023,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
435,MarkupLM- Pre-training of Text and Markup Language for Visually-rich Document Understanding,2022,Proceedings of ACL (Long Papers),Published,Archival published,https://doi.org/10.18653/v1/2022.acl-long.420,10.18653/v1/2022.acl-long.420,10.18653/v1/2022.acl-long.420,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2022.acl-long.420,MarkupLM: Pre-training of Text and Markup Language for Visually Rich Document Understanding,1.0000,proceedings-article,2022,,,,
436,UNDERSTANDING HTML WITH LARGE LANGUAGE,2023,Findings of the Association for Computational Linguistics: EMNLP 2023,Published,Archival published,https://aclanthology.org/2023.findings-emnlp.185/,,10.18653/v1/2023.findings-emnlp.185,verified_archival_doi_manual,ACL Anthology and Crossref,https://doi.org/10.18653/v1/2023.findings-emnlp.185,Understanding HTML with Large Language Models,0.8868,proceedings-article,2023,,,doi,Official Findings of EMNLP DOI; source title was truncated.
437,Pix2Struct- Screenshot Parsing as Pretraining for Visual Language Understanding,2023,Proceedings of ICML,Published,Archival published,https://proceedings.mlr.press/v202/lee23g.html,,,verified_no_archival_doi_expected_for_venue,,,Is BERT Blind? Exploring the Effect of Vision-and-Language Pretraining on Visual Language Understanding,0.5109,proceedings-article,2023,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
439,Pix2Act -- From Pixels to UI Actions- Learning to Follow Instructions via Graphical User Interfaces,2023,Advances in Neural Information Processing Systems 36 (NeurIPS 2023),Published,Archival published,https://proceedings.neurips.cc/paper_files/paper/2023/hash/6c52a8a4fadc9129c6e1d1745f2dfd0f-Abstract-Conference.html,,10.52202/075280-1490,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/075280-1490,From Pixels to UI Actions: Learning to Follow Instructions via Graphical User Interfaces,0.9845,proceedings-article,2023,,,,
440,CogAgent A Visual Language Model for GUI Agents,2024,Proceedings of CVPR,Published,Archival published,arXiv:2312.08914,,10.1109/cvpr52733.2024.01354,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1109/cvpr52733.2024.01354,CogAgent: A Visual Language Model for GUI Agents,1.0400,proceedings-article,2024,,,,
441,SeeClick- Harnessing GUI Grounding for Advanced Visual GUI Agents,2024,Proceedings of ACL (Long Papers),Published,Archival published,https://doi.org/10.18653/v1/2024.acl-long.505,10.18653/v1/2024.acl-long.505,10.18653/v1/2024.acl-long.505,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.acl-long.505,SeeClick: Harnessing GUI Grounding for Advanced Visual GUI Agents,1.0000,proceedings-article,2024,,,,
444,OS-ATLAS- A Foundation Action Model for Generalist GUI Agents,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/0faa4bc5f522076947a030273629d4fe-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,SGSM: A Foundation-model-like Semi-generalist Sensing Model,0.5276,proceedings-article,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
445,ShowUI One Vision-Language-Action Model for GUI Visual Agent,2025,Proceedings of CVPR,Published,Archival published,arXiv:2411.17465,,10.1109/cvpr52734.2025.01816,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1109/cvpr52734.2025.01816,ShowUI: One Vision-Language-Action Model for GUI Visual Agent,1.0400,proceedings-article,2025,,,,
447,Magma- A Foundation Model for Multimodal AI Agents,2025,Proceedings of CVPR,Published,Archival published,arXiv:2502.13130,,10.1109/cvpr52734.2025.01325,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1109/cvpr52734.2025.01325,Magma: A Foundation Model for Multimodal AI Agents,1.0400,proceedings-article,2025,,,,
449,UGround- Unified Visual Grounding for GUI Agents,2025,ICLR 2025 Oral,Published,Archival published,https://openreview.net/forum?id=kxnoqaisCT,,,verified_no_archival_doi_expected_for_venue,,,GUI-Actor: Coordinate-Free Visual Grounding for GUI Agents,0.7025,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
450,GUI-Actor Coordinate-Free Visual Grounding for GUI Agents,2025,Advances in NeurIPS,Published,Archival published,arXiv:2506.03143,,10.52202/085713-0508,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/085713-0508,GUI-Actor: Coordinate-Free Visual Grounding for GUI Agents,1.0400,proceedings-article,2025,,,,
453,LCoW- Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c995a913bc20ca39ce2231b8973be90a-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Reinforcement Learning-Augmented LLM Agents for Collaborative Decision Making and Performance Optimization,0.4807,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
454,Prune4Web- DOM Tree Pruning Programming for Web Agent,2026,Proceedings of AAAI,Published,Archival published,https://doi.org/10.1609/aaai.v40i41.40772,10.1609/aaai.v40i41.40772,10.1609/aaai.v40i41.40772,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1609/aaai.v40i41.40772,Prune4Web: DOM Tree Pruning Programming for Web Agent,1.0000,journal-article,2026,,,,
456,WebSRC- A Dataset for Web-Based Structural Reading Comprehension,2021,Proceedings of EMNLP,Published,Archival published,https://doi.org/10.18653/v1/2021.emnlp-main.343,10.18653/v1/2021.emnlp-main.343,10.18653/v1/2021.emnlp-main.343,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2021.emnlp-main.343,WebSRC: A Dataset for Web-Based Structural Reading Comprehension,1.0000,proceedings-article,2021,,,,
457,Synapse Trajectory-as-Exemplar Prompting with Memory for Computer Control,2024,ICLR 2024,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2024/hash/52f050499cf82fa8efb588e263f6f3a7-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Large Language Model Prompting with Episodic Memory,0.3771,book-chapter,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
458,Hierarchical Multimodal Pre-training for Visually Rich Webpage Understanding,2024,Proceedings of ACM WSDM,Published,Archival published,https://doi.org/10.1145/3616855.3635753,10.1145/3616855.3635753,10.1145/3616855.3635753,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3616855.3635753,Hierarchical Multimodal Pre-training for Visually Rich Webpage Understanding,1.0000,proceedings-article,2024,,,,
459,Dual-View Visual Contextualization for Web Navigation,2024,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,Published,Archival published,arXiv:2402.04476,,10.1109/cvpr52733.2024.01369,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1109/cvpr52733.2024.01369,Dual-View Visual Contextualization for Web Navigation,1.0400,proceedings-article,2024,,,,
460,Ferret-UI- Grounded Mobile UI Understanding with Multimodal LLMs,2024,"Computer Vision – ECCV 2024, Lecture Notes in Computer Science",Published,Archival published,https://doi.org/10.1007/978-3-031-73039-9_14,10.1007/978-3-031-73039-9_14,10.1007/978-3-031-73039-9_14,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1007/978-3-031-73039-9_14,Ferret-UI: Grounded Mobile UI Understanding with Multimodal LLMs,1.0000,book-chapter,2025,,,,
462,GUI-World A Video Benchmark and Dataset for Multimodal GUI-oriented Understanding,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3926df1a00c9abf056df7bcf253d026a-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,WinSpot: GUI Grounding Benchmark with Multimodal Large Language Models,0.4311,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
463,GUICourse From General Vision Language Models to Versatile GUI Agents,2025,Proceedings of ACL,Published,Archival published,arXiv:2406.11317,,10.18653/v1/2025.acl-long.1065,verified_archival_doi_manual,ACL Anthology and Crossref,https://doi.org/10.18653/v1/2025.acl-long.1065,GUICourse: From General Vision Language Model to Versatile GUI Agent,0.8738,proceedings-article,2025,,,doi,Official ACL proceedings DOI; archival title uses singular 'Model'.
464,ScreenAI- A Vision-Language Model for UI and Infographics Understanding,2024,Proceedings of the Thirty-Third International Joint Conference on Artificial Intelligence (IJCAI-24),Published,Archival published,https://www.ijcai.org/proceedings/2024/339,,10.24963/ijcai.2024/339,verified_archival_doi_manual,Crossref direct DOI validation,https://doi.org/10.24963/ijcai.2024/339,ScreenAI: A Vision-Language Model for UI and Infographics Understanding,1.0000,proceedings-article,2024,,,doi,Official IJCAI proceedings DOI derived from the official proceedings record and validated in Crossref.
465,Aguvis Unified Pure Vision Agents for Autonomous GUI Interaction,2025,Proceedings of ICML,Published,Archival published,https://proceedings.mlr.press/v267/xu25ae.html,,,verified_no_archival_doi_expected_for_venue,,,Unified Emulation-Simulation Training Environment for Autonomous Cyber Agents,0.4411,book-chapter,2023,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
466,InfiGUIAgent A Multimodal Generalist GUI Agent with Native Reasoning and Reflection,2026,Proceedings of EACL,Published,Archival published,arXiv:2501.04575,,10.18653/v1/2026.eacl-long.45,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2026.eacl-long.45,InfiGUIAgent: A Multimodal Generalist GUI Agent with Native Reasoning and Reflection,1.0400,proceedings-article,2026,,,,
467,HtmlRAG- HTML is Better Than Plain Text for Modeling Retrieved Knowledge in RAG Systems,2025,Proceedings of the ACM Web Conference 2025,Published,Archival published,https://doi.org/10.1145/3696410.3714815,10.1145/3696410.3714815,10.1145/3696410.3714546,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1145/3696410.3714546,HtmlRAG: HTML is Better Than Plain Text for Modeling Retrieved Knowledge in RAG Systems,1.0400,proceedings-article,2025,,,,Existing DOI resolved but had low title match (0.145); searched by title instead.
471,ScreenSpot-Pro- GUI Grounding for Professional High-Resolution Computer Use,2025,Proceedings of ACM Multimedia,Published,Archival published,https://doi.org/10.1145/3746027.3755688,10.1145/3746027.3755688,10.1145/3746027.3755688,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3746027.3755688,ScreenSpot-Pro: GUI Grounding for Professional High-Resolution Computer Use,1.0000,proceedings-article,2025,,,,
479,RaDA- Retrieval-augmented Web Agent Planning with LLMs,2024,Findings of ACL,Published,Archival published,https://doi.org/10.18653/v1/2024.findings-acl.802,10.18653/v1/2024.findings-acl.802,10.18653/v1/2024.findings-acl.802,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.findings-acl.802,RaDA: Retrieval-augmented Web Agent Planning with LLMs,1.0000,proceedings-article,2024,,,,
481,Agent S2 A Compositional Generalist-Specialist Framework for Computer Use Agents,2025,COLM,Published,Archival published,arXiv:2504.00906,,,verified_no_archival_doi_expected_for_venue,,,InfantAgent-Next: A Multimodal Generalist Agent for Automated Computer Interaction,0.5127,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
482,WebRollback Enhancing Web Agents with Explicit Rollback Mechanisms,2026,Proceedings of EACL (Short Papers),Published,Archival published,https://doi.org/10.18653/v1/2026.eacl-short.12,10.18653/v1/2026.eacl-short.12,10.18653/v1/2026.eacl-short.12,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2026.eacl-short.12,WebRollback: Enhancing Web Agents with Explicit Rollback Mechanisms,1.0000,proceedings-article,2026,,,,
483,AGENTOCCAM- A Simple Yet Strong Baseline for LLM-Based Web Agents,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/f2c6e459b95694a24ac69c469a4ee746-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Kitten: A Simple Yet Effective Baseline for Evaluating LLM-Based Compiler Testing Techniques,0.5783,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
484,WebDreamer- Is Your LLM Secretly a World Model of the Internet Model-Based Planning for Web Agents,2025,Transactions on Machine Learning Research,Published,Archival published,https://mlanthology.org/tmlr/2025/gu2025tmlr-your/,,,verified_no_archival_doi_expected_for_venue,,,WALL-E: World Alignment by NeuroSymbolic Learning improves World Model-based LLM Agents,0.3789,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
485,WebCoT Enhancing Web Agent Reasoning by Reconstructing Chain-of-Thought in Reflection Branching and Rollback,2025,Findings of the Association for Computational Linguistics: EMNLP 2025,Published,Archival published,https://aclanthology.org/2025.findings-emnlp.276/,,10.18653/v1/2025.findings-emnlp.276,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.findings-emnlp.276,"WebCoT: Enhancing Web Agent Reasoning by Reconstructing Chain-of-Thought in Reflection, Branching, and Rollback",1.0400,proceedings-article,2025,,,,
489,WebAnchor- Anchoring Agent Planning to Stabilize Long-Horizon Web Reasoning,2026,Findings of ACL,Published,Archival published,https://doi.org/10.18653/v1/2026.findings-acl.2058,10.18653/v1/2026.findings-acl.2058,10.18653/v1/2026.findings-acl.2058,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2026.findings-acl.2058,WebAnchor: Anchoring Agent Planning to Stabilize Long-Horizon Web Reasoning,1.0000,proceedings-article,2026,,,,
490,Tree Search for Language Model Agents,2025,Transactions on Machine Learning Research,Published,Archival published,https://openreview.net/pdf/32f14eef3c5d10bca6cc4635ec9e6d7bb1d7a92e.pdf,,,verified_no_archival_doi_expected_for_venue,,,Monte Carlo Tree Search for Graph Reasoning in Large Language Model Agents,0.6483,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
493,TRAD: Enhancing LLM Agents with Step-Wise Thought Retrieval and Aligned Decision,2024,"Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR 2024), pages 3–13",Published,Archival published,https://doi.org/10.1145/3626772.3657788,10.1145/3626772.3657788,10.1145/3626772.3657788,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3626772.3657788,TRAD: Enhancing LLM Agents with Step-Wise Thought Retrieval and Aligned Decision,1.0000,proceedings-article,2024,,,,
495,WebPilot- A Versatile and Autonomous Multi-Agent System for Web Task Execution with Strategic Exploration,2025,Proceedings of AAAI,Published,Archival published,arXiv:2408.15978,,10.1609/aaai.v39i22.34505,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1609/aaai.v39i22.34505,WebPilot: A Versatile and Autonomous Multi-Agent System for Web Task Execution with Strategic Exploration,1.0400,journal-article,2025,,,,
496,OSCAR: Operating System Control via State-Aware Reasoning and Re-Planning,2025,ICLR 2025,Published,Archival published,https://openreview.net/forum?id=VuTrZzrPfn,,,verified_no_archival_doi_expected_for_venue,,,Safety-aware similarity formation control via state-dependent reference generation,0.4062,journal-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
497,ExACT Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/a3b893ba1de12f76020b03f7ae8e1afd-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Designing Personalized Pedagogical AI Agents to Support Children's Exploratory Learning,0.4687,journal-article,2023,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
498,MOBA: Multifaceted Memory-Enhanced Adaptive Planning for Efficient Mobile Task Automation,2025,"Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the ACL: Human Language Technologies, System Demonstrations",Published,Archival published,https://doi.org/10.18653/v1/2025.naacl-demo.43,10.18653/v1/2025.naacl-demo.43,10.18653/v1/2025.naacl-demo.43,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.naacl-demo.43,MobA: Multifaceted Memory-Enhanced Adaptive Planning for Efficient Mobile Task Automation,1.0000,proceedings-article,2025,,,,
501,Inducing Programmatic Skills for Agentic Tasks,2025,COLM,Published,Archival published,arXiv:2504.06821,,,verified_no_archival_doi_expected_for_venue,,,GeoFlow: Agentic Workflow Automation for Geospatial Tasks,0.3744,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
503,BacktrackAgent Enhancing GUI Agent with Error Detection and Backtracking Mechanism,2025,Proceedings of EMNLP,Published,Archival published,arXiv:2505.20660,,10.18653/v1/2025.emnlp-main.212,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.emnlp-main.212,BacktrackAgent: Enhancing GUI Agent with Error Detection and Backtracking Mechanism,1.0400,proceedings-article,2025,,,,
504,SteP- Stacked LLM Policies for Web Actions,2024,First COLM,Published,Archival published,arXiv:2310.03720,,,verified_no_archival_doi_expected_for_venue,,,Policies and Actions,0.4898,other,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
505,Thinking vs. Doing- Agents that Reason by Scaling Test-Time Interaction,2025,Advances in Neural Information Processing Systems 38 (NeurIPS 2025),Published,Archival published,https://proceedings.neurips.cc/paper_files/paper/2025/hash/f7c4783621a20f5f11a316cd249e0252-Abstract-Conference.html,,10.52202/085713-5647,verified_archival_doi_manual,NeurIPS Foundation and Crossref,https://doi.org/10.52202/085713-5647,Thinking vs. Doing: Improving Agent Reasoning by  Scaling Test-Time Interaction,0.7648,proceedings-article,2025,,,doi,Official NeurIPS 2025 proceedings DOI; archival title says 'Improving Agent Reasoning'.
506,"R2D2- Remembering, Replaying and Dynamic Decision Making with a Reflective Agentic Memory",2025,Proceedings of ACL (Long Papers),Published,Archival published,arXiv:2501.12485,,10.18653/v1/2025.acl-long.1464,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.acl-long.1464,"R2D2: Remembering, Replaying and Dynamic Decision Making with a Reflective Agentic Memory",1.0400,proceedings-article,2025,,,,
