record_id,section,priority,year,title,publication_status,status_category,venue,identifier,verification_source,bibliography_eligibility,note_quality,evidence_readiness,pages,canonical_status_detail,final_exclusion_reason
389,S5.1,P2,2026,A3- Android Agent Arena for Mobile GUI Agents,Published,Archival published,Findings of ACL 2026,https://aclanthology.org/2026.findings-acl.184/; 2501.01149,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
391,S5.1,P2,2025,SWE-bench Goes Live!,Published,Archival published,Advances in NeurIPS,arXiv:2505.23419,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
392,S5.1,P2,2025,UI-Vision- A Desktop-centric GUI Benchmark for Visual Perception and Interaction,Published,Archival published,ICML 2025 (PMLR 267:45817–45851),https://proceedings.mlr.press/v267/nayak25a.html; 2503.15661,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
394,S5.1,P2,2025,Open CaptchaWorld A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,Accepted,Archival accepted,NeurIPS 2025 (Datasets & Benchmarks),neurips.cc/virtual/2025 poster 121537; 2505.24878,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
395,S5.1,P2,2025,X-WebAgentBench A Multilingual Interactive Web Benchmark for Evaluating Global Agentic System,Published,Archival published,Findings of ACL,arXiv:2505.15372,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
396,S5.1,P2,2025,Agent-RewardBench Towards a Unified Benchmark for Reward Modeling across Perception Planning and Safety in Real-World Multimodal Agents,Published,Archival published,Proceedings of ACL (Long Papers),arXiv:2506.21252,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
399,S5.1,P2,2025,FormFactory An Interactive Benchmarking Suite for Multimodal Form-Filling Agents,Published,Archival published,Proceedings of ACM Multimedia,https://doi.org/10.1145/3746027.3758285,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
400,S5.1,P2,2025,Evaluation and Benchmarking of LLM Agents- A Survey,Published,Archival published,ACM KDD 2025 (pp. 6129–6139),https://doi.org/10.1145/3711896.3736570; 2507.21504,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
406,S5.1,P2,2026,ShoppingBench- A Real-World Intent-Grounded Shopping Benchmark for LLM-based Agents,Accepted,Archival accepted,AAAI 2026 (Technical Track),https://doi.org/10.1609/aaai.v40i39.40640; 2508.04266,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
408,S5.1,P2,2025,WebWalker- Benchmarking LLMs in Web Traversal,Published,Archival published,Proceedings of ACL (Long Papers),arXiv:2501.07572,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
411,S5.1,P2,2026,MCP-AgentBench- Evaluating Real-World Language Agent Performance with MCP-Mediated Tools,Published,Archival published,"AAAI 2026 (Proc. 40th AAAI Conf., pp. 30888–30896, Singapore)",https://ojs.aaai.org/index.php/AAAI/article/view/40347; 2509.09734,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
413,S5.1,P2,2026,NEWSAGENT- Benchmarking Multimodal Agents as Journalists with Real-World Newswriting Tasks,Accepted/Published,Archival published,Findings of ACL 2026 (volume live; ISBN 979-8-89176-395-1),https://aclanthology.org/volumes/2026.findings-acl/; 2509.00446,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
415,S5.1,P2,2026,DRBench- A Realistic Benchmark for Enterprise Deep Research,Published,Archival published,International Conference on Learning Representations,arXiv:2510.00172,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
416,S5.1,P2,2026,GEM- A Gym for Agentic LLMs,Published,Archival published,ICLR 2026 (conference paper),https://openreview.net/forum?id=0Ylu01jcnu; 2510.01051,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
417,S5.1,P2,2026,Holistic Agent Leaderboard- The Missing Infrastructure for AI Agent Evaluation,Published,Archival published,ICLR 2026 (Poster),https://openreview.net/forum?id=vUaY1t64ZZ; 2510.11977,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
419,S5.1,P2,2026,TheMCPCompany- Creating General-purpose Agents with Task-specific Tools,Published,Archival published,International Conference on Learning Representations,arXiv:2504.11676,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
423,S5.1,P2,2026,AGENCYBENCH- Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,Published,Archival published,"ACL 2026 (Vol. 1: Long Papers, pp. 7422–7440)",https://aclanthology.org/2026.acl-long.337/; 2601.11044,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
424,S5.1,P2,2026,Ego2Web- A Web Agent Benchmark Grounded in Egocentric Videos,Published,Archival published,CVPR 2026 (CVF Open Access),https://openaccess.thecvf.com/CVPR2026; 2603.22529,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
425,S5.1,P2,2026,AgentWebBench- Benchmarking Multi-Agent Coordination in Agentic Web,Accepted,Archival accepted,ICML 2026 (Proc. 43rd Int. Conf. on Machine Learning; Poster),https://icml.cc/ (2026 proceedings); 2604.10938,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
427,S5.1,P3,2024,"MAgIC: Investigation of Large Language Model Powered Multi-Agent in Cognition, Adaptability, Rationality and Collaboration",Published,Archival published,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing (EMNLP 2024), pages 7315-7332",https://doi.org/10.18653/v1/2024.emnlp-main.416,https://aclanthology.org/2024.emnlp-main.416/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
429,S5.1,P3,2026,EgoPlan-Bench: Benchmarking Multimodal Large Language Models for Human-Level Planning,Published,Archival published,"International Journal of Computer Vision, volume 134, article 118",https://doi.org/10.1007/s11263-025-02676-0,https://link.springer.com/article/10.1007/s11263-025-02676-0,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival journal paper,
430,S5.1,P3,2024,InfiAgent-DABench: Evaluating Agents on Data Analysis Tasks,Published,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 19544-19572",https://proceedings.mlr.press/v235/hu24s.html,https://proceedings.mlr.press/v235/hu24s.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
433,S5.1,P2,2024,A Long Way to Go: Investigating Length Correlations in RLHF,Published,Archival published,First Conference on Language Modeling (COLM 2024),arXiv:2310.03716,Verified as COLM 2024 publication; retained after correction,Eligible if cited,Missing,Needs paper-specific evidence note,,,
435,S5.2,P1,2022,MarkupLM- Pre-training of Text and Markup Language for Visually-rich Document Understanding,Published,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2022.acl-long.420,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
436,S5.2,P1,2023,UNDERSTANDING HTML WITH LARGE LANGUAGE,Published,Archival published,Findings of EMNLP,https://doi.org/10.18653/v1/2023.findings-emnlp.185,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
437,S5.2,P1,2023,Pix2Struct- Screenshot Parsing as Pretraining for Visual Language Understanding,Published,Archival published,Proceedings of ICML,arXiv:2210.03347,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
439,S5.2,P1,2023,Pix2Act -- From Pixels to UI Actions- Learning to Follow Instructions via Graphical User Interfaces,Published,Archival published,Advances in NeurIPS,arXiv:2306.00245,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
440,S5.2,P1,2024,CogAgent A Visual Language Model for GUI Agents,Published,Archival published,Proceedings of CVPR,arXiv:2312.08914,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
441,S5.2,P1,2024,SeeClick- Harnessing GUI Grounding for Advanced Visual GUI Agents,Published,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2024.acl-long.505,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
443,S5.2,P1,2025,OmniParser for Pure Vision Based GUI Agent,Published,Archival published,International Conference on Learning Representations,arXiv:2408.00203,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
444,S5.2,P1,2025,OS-ATLAS- A Foundation Action Model for Generalist GUI Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2410.23218,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
445,S5.2,P1,2025,ShowUI One Vision-Language-Action Model for GUI Visual Agent,Published,Archival published,Proceedings of CVPR,arXiv:2411.17465,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
447,S5.2,P1,2025,Magma- A Foundation Model for Multimodal AI Agents,Published,Archival published,Proceedings of CVPR,arXiv:2502.13130,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
449,S5.2,P1,2025,UGround- Unified Visual Grounding for GUI Agents,Published,Archival published,International Conference on Learning Representations,https://openreview.net/forum?id=kxnoqaisCT,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
450,S5.2,P1,2025,GUI-Actor Coordinate-Free Visual Grounding for GUI Agents,Published,Archival published,Advances in NeurIPS,arXiv:2506.03143,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
453,S5.2,P1,2025,LCoW- Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2503.10689,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
454,S5.2,P1,2026,Prune4Web- DOM Tree Pruning Programming for Web Agent,Published,Archival published,Proceedings of AAAI,https://doi.org/10.1609/aaai.v40i41.40772,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
456,S5.2,P2,2021,WebSRC- A Dataset for Web-Based Structural Reading Comprehension,Published,Archival published,Proceedings of EMNLP,https://doi.org/10.18653/v1/2021.emnlp-main.343,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
457,S5.2,P2,2024,Synapse Trajectory-as-Exemplar Prompting with Memory for Computer Control,Published,Archival published,International Conference on Learning Representations,arXiv:2306.07863,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
458,S5.2,P2,2024,Hierarchical Multimodal Pre-training for Visually Rich Webpage Understanding,Published,Archival published,Proceedings of ACM WSDM,https://doi.org/10.1145/3616855.3635753,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
459,S5.2,P2,2024,Dual-View Visual Contextualization for Web Navigation,Published,Archival published,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,arXiv:2402.04476,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
460,S5.2,P2,2024,Ferret-UI- Grounded Mobile UI Understanding with Multimodal LLMs,Published,Archival published,Proceedings of the European Conference on Computer Vision,https://doi.org/10.1007/978-3-031-73039-9_14,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
462,S5.2,P2,2025,GUI-World A Video Benchmark and Dataset for Multimodal GUI-oriented Understanding,Published,Archival published,International Conference on Learning Representations,arXiv:2406.10819,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
463,S5.2,P2,2025,GUICourse From General Vision Language Models to Versatile GUI Agents,Published,Archival published,Proceedings of ACL,arXiv:2406.11317,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
464,S5.2,P2,2024,ScreenAI- A Vision-Language Model for UI and Infographics Understanding,Published,Archival published,Proceedings of IJCAI,https://doi.org/10.24963/ijcai.2024/339,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
465,S5.2,P2,2025,Aguvis Unified Pure Vision Agents for Autonomous GUI Interaction,Published,Archival published,Proceedings of ICML,arXiv:2412.04689,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
466,S5.2,P2,2026,InfiGUIAgent A Multimodal Generalist GUI Agent with Native Reasoning and Reflection,Published,Archival published,Proceedings of EACL,arXiv:2501.04575,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
467,S5.2,P2,2025,HtmlRAG- HTML is Better Than Plain Text for Modeling Retrieved Knowledge in RAG Systems,Published,Archival published,Proceedings of the ACM Web Conference 2025,https://doi.org/10.1145/3696410.3714815,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
471,S5.2,P2,2025,ScreenSpot-Pro- GUI Grounding for Professional High-Resolution Computer Use,Published,Archival published,Proceedings of ACM Multimedia,https://doi.org/10.1145/3746027.3755688,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
479,S5.3,P1,2024,RaDA- Retrieval-augmented Web Agent Planning with LLMs,Published,Archival published,Findings of ACL,https://doi.org/10.18653/v1/2024.findings-acl.802,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
481,S5.3,P1,2025,Agent S2 A Compositional Generalist-Specialist Framework for Computer Use Agents,Published,Archival published,COLM,arXiv:2504.00906,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
482,S5.3,P1,2026,WebRollback Enhancing Web Agents with Explicit Rollback Mechanisms,Published,Archival published,Proceedings of EACL (Short Papers),https://doi.org/10.18653/v1/2026.eacl-short.12,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
483,S5.3,P1,2025,AGENTOCCAM- A Simple Yet Strong Baseline for LLM-Based Web Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2410.13825,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
484,S5.3,P1,2025,WebDreamer- Is Your LLM Secretly a World Model of the Internet Model-Based Planning for Web Agents,Published,Archival published,TMLR,arXiv:2411.06559,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
485,S5.3,P1,2025,WebCoT Enhancing Web Agent Reasoning by Reconstructing Chain-of-Thought in Reflection Branching and Rollback,Published,Archival published,Findings of EMNLP,arXiv:2505.20013,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
489,S5.3,P1,2026,WebAnchor- Anchoring Agent Planning to Stabilize Long-Horizon Web Reasoning,Published,Archival published,Findings of ACL,https://doi.org/10.18653/v1/2026.findings-acl.2058,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
490,S5.3,P1,2025,Tree Search for Language Model Agents,Published,Archival published,TMLR,arXiv:2407.01476,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
491,S5.3,P2,2024,HEAP- HIERARCHICAL POLICIES FOR,Accepted,Archival accepted,COLM 2024,https://openreview.net/forum?id=5fg0VtRxgi; 2310.03720,External venue audit: compass_artifact_wf-d28261fe-4e0d-53d9-9225-a8a9fe0f3b8a_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
493,S5.3,P2,2024,TRAD: Enhancing LLM Agents with Step-Wise Thought Retrieval and Aligned Decision,Published,Archival published,"Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR 2024), pages 3–13",https://doi.org/10.1145/3626772.3657788,https://dl.acm.org/doi/10.1145/3626772.3657788,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
495,S5.3,P2,2025,WebPilot- A Versatile and Autonomous Multi-Agent System for Web Task Execution with Strategic Exploration,Published,Archival published,Proceedings of AAAI,arXiv:2408.15978,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
496,S5.3,P2,2025,OSCAR: Operating System Control via State-Aware Reasoning and Re-Planning,Published,Archival published,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=VuTrZzrPfn,https://openreview.net/forum?id=VuTrZzrPfn,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
497,S5.3,P2,2025,ExACT Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning,Published,Archival published,International Conference on Learning Representations,arXiv:2410.02052,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
498,S5.3,P2,2025,MOBA: Multifaceted Memory-Enhanced Adaptive Planning for Efficient Mobile Task Automation,Published,Archival published,"Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the ACL: Human Language Technologies, System Demonstrations",https://doi.org/10.18653/v1/2025.naacl-demo.43,https://aclanthology.org/2025.naacl-demo.43/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival system-demonstration paper,
501,S5.3,P2,2025,Inducing Programmatic Skills for Agentic Tasks,Published,Archival published,COLM,arXiv:2504.06821,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
503,S5.3,P2,2025,BacktrackAgent Enhancing GUI Agent with Error Detection and Backtracking Mechanism,Published,Archival published,Proceedings of EMNLP,arXiv:2505.20660,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
504,S5.3,P2,2024,SteP- Stacked LLM Policies for Web Actions,Published,Archival published,First COLM,arXiv:2310.03720,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
505,S5.3,P2,2025,Thinking vs. Doing- Agents that Reason by Scaling Test-Time Interaction,Accepted,Archival accepted,NeurIPS 2025 (poster),neurips.cc/virtual/2025/130833 (OpenReview un1TRwNgiv); 2506.07976,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
506,S5.3,P2,2025,"R2D2- Remembering, Replaying and Dynamic Decision Making with a Reflective Agentic Memory",Published,Archival published,Proceedings of ACL (Long Papers),arXiv:2501.12485,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
514,S5.3,P2,2026,MANGO- Multi-Agent Web Navigation via Global-View Optimization,Published,Archival published,Proceedings of ACL,arXiv:2604.18779,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
516,S5.3,P3,2024,Can Language Models Serve as Text-Based World Simulators,Published,Archival published,Proceedings of ACL (Short Papers),https://doi.org/10.18653/v1/2024.acl-short.1,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
517,S5.4,P0,2025,WebRL- Training LLM Web Agents via Self-Evolving Online Curriculum Reinforcement Learning,Published,Archival published,International Conference on Learning Representations,arXiv:2411.02337,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
518,S5.4,P1,2024,Multimodal Web Navigation with Instruction-Finetuned Foundation Models,Published,Archival published,International Conference on Learning Representations,arXiv:2305.11854,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
521,S5.4,P1,2025,Agent Workflow Memory,Published,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2409.07429,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
524,S5.4,P1,2025,"OpenWebVoyager- Building Multimodal Web Agents via Iterative Real-World Exploration, Feedback and Optimization",Published,Archival published,Proceedings of ACL (Long Papers),arXiv:2410.19609,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
527,S5.4,P1,2025,AdaptAgent Adapting Multimodal Web Agents with Few-Shot Learning from Human Demonstrations,Published,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2025.acl-long.1008,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
529,S5.4,P1,2025,AgentTrek Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,Published,Archival published,International Conference on Learning Representations,arXiv:2412.09605,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
530,S5.4,P1,2025,AgentRefine Enhancing Agent Generalization through Refinement Tuning,Published,Archival published,International Conference on Learning Representations,arXiv:2501.01702,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
533,S5.4,P1,2025,WebEvolver Enhancing Web Agent Self-Improvement with Coevolving World Model,Published,Archival published,Proceedings of EMNLP,https://doi.org/10.18653/v1/2025.emnlp-main.454,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
534,S5.4,P1,2025,Explorer- Scaling Exploration-driven Web Trajectory Synthesis for Multimodal Web Agents,Published,Archival published,Findings of ACL,https://doi.org/10.18653/v1/2025.findings-acl.326,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
536,S5.4,P1,2025,Web-Shepherd Advancing PRMs for Reinforcing Web Agents,Published,Archival published,Advances in NeurIPS,arXiv:2505.15277,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
537,S5.4,P1,2026,WorkForceAgent-R1 Incentivizing Reasoning Capability in LLM-based Web Agents via Reinforcement Learning,Published,Archival published,Findings of the Association for Computational Linguistics: EACL 2026,arXiv:2503.07093,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
538,S5.4,P1,2026,Go-Browse- Training Web Agents with Structured Exploration,Published,Archival published,International Conference on Learning Representations,arXiv:2506.03533,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
539,S5.4,P1,2026,TGPO- TREE-GUIDED PREFERENCE OPTIMIZATION FOR ROBUST WEB AGENT REINFORCEMENT LEARNING,Published,Archival published,ICASSP,arXiv:2509.14172,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
541,S5.4,P1,2025,WebAgent-R1- Training Web Agents via End-to-End Multi-Turn Reinforcement Learning,Published,Archival published,Proceedings of EMNLP,arXiv:2504.20073,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
543,S5.4,P1,2026,TongUI- Internet-Scale Trajectories from Multimodal Web Tutorials for Generalized GUI Agents,Published,Archival published,Proceedings of AAAI,arXiv:2504.16612,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
546,S5.4,P1,2025,How to Train Your LLM Web Agent- A Statistical Diagnosis,Published,Archival published,Advances in NeurIPS,arXiv:2507.04103,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
548,S5.4,P1,2026,WebGym- Scaling Training Environments for Visual Web Agents with Realistic Tasks,Published,Archival published,Proceedings of CVPR,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
552,S5.4,P1,2026,SynthAgent- Adapting Web Agents with Synthetic Supervision,Published,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2026.acl-long.716,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
554,S5.4,P1,2026,WebFactory- Automated Compression of Foundational Language Intelligence into Grounded Web Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2603.05044,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
556,S5.4,P2,2024,On the Multi-turn Instruction Following for Conversational Web Agents,Published,Archival published,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 8795-8812",https://doi.org/10.18653/v1/2024.acl-long.477,https://aclanthology.org/2024.acl-long.477/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
558,S5.4,P2,2024,AutoGuide: Automated Generation and Selection of Context-Aware Guidelines for Large Language Model Agents,Published,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://doi.org/10.52202/079017-3811,https://proceedings.neurips.cc/paper_files/paper/2024/hash/d8efbb5dd415974eb095c3f06bff1f48-Abstract-Conference.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
559,S5.4,P2,2024,Trial and Error: Exploration-Based Trajectory Optimization for LLM Agents,Published,Archival published,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 7584–7600",https://doi.org/10.18653/v1/2024.acl-long.409,https://aclanthology.org/2024.acl-long.409/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
560,S5.4,P2,2024,AutoManual: Constructing Instruction Manuals by LLM Agents via Interactive Environmental Learning,Published,Archival published,Advances in Neural Information Processing Systems 37 (NeurIPS 2024),https://proceedings.neurips.cc/,https://proceedings.neurips.cc/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
561,S5.4,P2,2024,Navigating WebAI: Training Agents to Complete Web Tasks with Large Language Models and Reinforcement Learning,Published,Archival published,Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing (SAC 2024),https://doi.org/10.1145/3605098.3635903,https://doi.org/10.1145/3605098.3635903,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference extended abstract,
562,S5.4,P2,2025,AgentGym: Evaluating and Training Large Language Model-based Agents across Diverse Environments,Published,Archival published,"Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (ACL 2025), Long Papers",https://doi.org/10.18653/v1/2025.acl-long.1355,https://aclanthology.org/2025.acl-long.1355/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
563,S5.4,P2,2024,Re-ReST: Reflection-Reinforced Self-Training for Language Agents,Published,Archival published,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing (EMNLP 2024),https://doi.org/10.18653/v1/2024.emnlp-main.861,https://aclanthology.org/2024.emnlp-main.861/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
564,S5.4,P2,2024,Watch Every Step LLM Agent Learning via Iterative Step-Level Process Refinement,Published,Archival published,"EMNLP 2024 (Main), pp. 1556–1572",https://doi.org/10.18653/v1/2024.emnlp-main.93; 2406.11176,External venue audit: compass_artifact_wf-d28261fe-4e0d-53d9-9225-a8a9fe0f3b8a_text_markdown.md,Eligible if cited,A,Ready for claim-level use,,,
565,S5.4,P2,2024,Auto-Intent: Automated Intent Discovery and Self-Exploration for Large Language Model Web Agents,Published,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.964,https://aclanthology.org/2024.findings-emnlp.964/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
566,S5.4,P2,2024,Synatra: Turning Indirect Knowledge into Direct Demonstrations for Digital Agents at Scale,Published,Archival published,Advances in Neural Information Processing Systems 37 (NeurIPS 2024),https://doi.org/10.52202/079017-2908,https://proceedings.neurips.cc/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
568,S5.4,P2,2025,OS-Genesis Automating GUI Agent Trajectory Construction via Reverse Task Synthesis,Published,Archival published,"ACL 2025 (Long, pp. 5555–5579)",https://doi.org/10.18653/v1/2025.acl-long.277; 2412.19723,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,A,Ready for claim-level use,,,
569,S5.4,P2,2025,Learn-by-interact- A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,Published,Archival published,International Conference on Learning Representations,arXiv:2501.10893,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
570,S5.4,P2,2025,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,Published,Archival published,COLM 2025,OpenReview SoEmgM1ioC; 2502.14496,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
