record_id,normalized_note,synthesis_source,content_provenance,full_text_status,claim_use_status,source_bytes,source_lines,source_sha256
406,notes/papers/0406.md,notes/original_sources/0406.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from AAAI 2026 / DOI 10.1609/aaai.v40i39.40640,paper-specific note ready for synthesis,8542,238,34e659786dc86237b3fc9a8afb0b0e77e6a5db9c4462e477cb8e5ec31f68d9aa
408,notes/papers/0408.md,notes/original_sources/0408.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2025 Long Papers / DOI 10.18653/v1/2025.acl-long.508,paper-specific note ready for synthesis,8492,245,afcf37f6b01f3a8f50f545e257072776dfd8bd6f4b6733b5b9559bea0ce35974
411,notes/papers/0411.md,notes/original_sources/0411.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from AAAI 2026 / DOI 10.1609/aaai.v40i37.40347,paper-specific note ready for synthesis,8909,245,282aa92efe4a7b6001088c8a9f6949f68952c19dccc9450547bcb11f49ed45b6
413,notes/papers/0413.md,notes/original_sources/0413.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings of ACL 2026 / DOI 10.18653/v1/2026.findings-acl.1816,paper-specific note ready for synthesis,8740,238,d49b4194830542177e2f9942506f52f3bdc61b57f8eeb395363585b38ae22f5b
415,notes/papers/0415.md,notes/original_sources/0415.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / DRBench,paper-specific note ready for synthesis,8355,238,caf02b6e991f6cdec053ac64dac148ee692437f8c2850fef7a4f82dbe1da04db
416,notes/papers/0416.md,notes/original_sources/0416.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / GEM: General Experience Maker,paper-specific note ready for synthesis,7888,246,38cc0d25bc70a4022fbdacd24387df1aa15cd5b3f7aef90760f6313129dfdc53
417,notes/papers/0417.md,notes/original_sources/0417.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / Holistic Agent Leaderboard (HAL),paper-specific note ready for synthesis,8530,239,b88fb859df94c512022ab36a5c3edd3bfd75c91fa160d7770e136bc6d9c09216
419,notes/papers/0419.md,notes/original_sources/0419.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2510.19286 / publication status requires revalidation,blocked pending publication-status revalidation,8550,239,e11dc58c2cfa1f8491313a1f6f9b0e47ecf72ce895f6c7672f01d85dbd1a6dfa
423,notes/papers/0423.md,notes/original_sources/0423.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2026 Long Papers / DOI 10.18653/v1/2026.acl-long.337,paper-specific note ready for synthesis,8463,238,cfc9c978f73b087a103ecbdf8ba7e019756c38d50357b559ad137bd25e909082
424,notes/papers/0424.md,notes/original_sources/0424.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from CVPR 2026 / Ego2Web,paper-specific note ready for synthesis,8363,238,d04f140a3a0276a23b1700bc3ab8f6559849b7e88fcd98a1ac06a8e2d98aea16
425,notes/papers/0425.md,notes/original_sources/0425.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2026 / AgentWebBench,paper-specific note ready for synthesis,8608,239,e2333ce47738c83cf17625af83f133683fbd294caf100da9b64002a99087b1d2
427,notes/papers/0427.md,notes/original_sources/0427.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,5171,94,95bd457a29445a821cae2e67409d07274904fd2a38a186d45a68f2b18b182d52
429,notes/papers/0429.md,notes/original_sources/0429.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,5086,107,6c8d153b5107c1ac44ca823387ccdf5f9817cf3f926391221d4e6c96c33ecb68
430,notes/papers/0430.md,notes/original_sources/0430.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,5223,103,1310a95371849519a66c3dc9286af2ef2c7f724994e0e931fc89779b4ddbce40
433,notes/papers/0433.md,notes/original_sources/0433.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2174,26,231ca919242b767d6a2f3bc9dc3a219f4826750f9ab5b65d9c2d6ebe7f6c2f95
435,notes/papers/0435.md,notes/original_sources/0435.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2022 / arXiv:2110.08518,paper-specific note ready for synthesis,7078,157,e110c2bd414971c75c6fa6ade3bd04cbe839be3294538f93d77150512ea98c65
436,notes/papers/0436.md,notes/original_sources/0436.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2210.03945 full paper,paper-specific note ready for synthesis,7454,157,efc1ebcb44d4943c6ea8472d39ac980fda963ee1afe7a3b8fb51519aa2d303f0
437,notes/papers/0437.md,notes/original_sources/0437.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2023 / arXiv:2210.03347 full HTML,paper-specific note ready for synthesis,6781,152,cb2b56dcd2e8121410e9ca5e2da7142a6660b022ec7be6b6f4d8e8649f190c50
439,notes/papers/0439.md,notes/original_sources/0439.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2306.00245 full HTML,paper-specific note ready for synthesis,6951,152,aa14cf481b43e1014fd79c6dcde822f920043ae94481ac79004ad52ae21a5610
440,notes/papers/0440.md,notes/original_sources/0440.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from CVPR 2024 / arXiv:2312.08914 full paper,paper-specific note ready for synthesis,6885,152,0e11a99f0739876eb4e13ae46f01cff5631940de18dc72991c119acbb1b36ff2
441,notes/papers/0441.md,notes/original_sources/0441.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2024 / arXiv:2401.10935 full paper,paper-specific note ready for synthesis,6837,152,e77120826c9002ed4328f53e669b261b6d9e84bd719a5684d10de31b5de30cca
443,notes/papers/0443.md,notes/original_sources/0443.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2408.00203 full paper,paper-specific note ready for synthesis,7185,162,92f2d8f4d7e13add928b4b48790b1c523f141567b87d61a5138250d024f2d87f
444,notes/papers/0444.md,notes/original_sources/0444.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2410.23218 full HTML,paper-specific note ready for synthesis,6933,152,03df59062eddd0231f80e0ce03b5cbbae1cf51466b473296942b71d68f5acc19
445,notes/papers/0445.md,notes/original_sources/0445.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from CVPR 2025 / arXiv:2411.17465 full paper,paper-specific note ready for synthesis,6921,152,2a4edc8e9658dd83f2be785f7f6d7d48e2e9e7eafde47ddd8a597dc9f84fe5ed
447,notes/papers/0447.md,notes/original_sources/0447.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2502.13130 full HTML,paper-specific note ready for synthesis,7033,152,7858b999e42c0193ff6004ae5cae1899ae51f6f461fd65de0d09d5b3627501c5
449,notes/papers/0449.md,notes/original_sources/0449.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 Oral / arXiv:2410.05243 full paper,paper-specific note ready for synthesis,19646,369,04db6cee158279aca66952d5da4da7ebbe7f737cd4b502f0a6461dfa2333ce6e
450,notes/papers/0450.md,notes/original_sources/0450.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 / arXiv:2506.03143 full paper,paper-specific note ready for synthesis,6892,152,1383676f682bfb9e54279043e293dbe84456dd3e84cb8c86ae5fd4e7dbd2de1d
453,notes/papers/0453.md,notes/original_sources/0453.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / arXiv:2503.10689 full paper,paper-specific note ready for synthesis,7167,152,db712d0064e4b71995572376192bc4cadf67413985bd80c48666892aba4b56df
454,notes/papers/0454.md,notes/original_sources/0454.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from AAAI 2026 / arXiv:2511.21398 full paper,paper-specific note ready for synthesis,8896,175,aacc8ae67013b09d41cdf1c70dec3bbce40d0b0bf433f42a75b56424cb230497
456,notes/papers/0456.md,notes/original_sources/0456.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2021 / WebSRC full paper,paper-specific note ready for synthesis,8437,242,dd2af9efe7e2206d585924afad785fb00aa0d28c1c1d9cb57c148161a07bab76
457,notes/papers/0457.md,notes/original_sources/0457.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2024 / arXiv:2306.07863 full paper,paper-specific note ready for synthesis,8985,249,532487f5c2cb8933fd92f80b486d278c793969d9865ebe408393b27bf266558c
458,notes/papers/0458.md,notes/original_sources/0458.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from WSDM 2024 / arXiv:2402.18262 full paper,paper-specific note ready for synthesis,8480,242,7f1d29af40b4d217aeba19a2ba6d18150a56ffff8be6387f0e7ae1c0fdeb359d
459,notes/papers/0459.md,notes/original_sources/0459.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from CVPR 2024 / arXiv:2402.04476 full paper,paper-specific note ready for synthesis,8585,249,192a58880e099ba4e8e16023848df888f151f6ecfe95842f69b23b7a37648518
460,notes/papers/0460.md,notes/original_sources/0460.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ECCV 2024 / arXiv:2404.05719 full HTML,paper-specific note ready for synthesis,8737,249,7297ee85927f959c02084e55cef5b8dbccded7b3a28a5e64fd84d8e12a8635ca
462,notes/papers/0462.md,notes/original_sources/0462.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / arXiv:2406.10819 full HTML,paper-specific note ready for synthesis,8544,242,f53dda4ed575a21027425d59a6bd609b6b75b77e53e58624f25a20e306cc6695
463,notes/papers/0463.md,notes/original_sources/0463.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2406.11317 full paper,paper-specific note ready for synthesis,8344,242,5ae729e691dc549e7d8523ec8bac5e3efe0850f76aaf8e50764f30dd26b327d8
464,notes/papers/0464.md,notes/original_sources/0464.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from IJCAI 2024 / arXiv:2402.04615 full paper,paper-specific note ready for synthesis,8685,249,2edbf3d4af534910f3c30972f4a3392eaf6c9d39aa6bd682d4043df0767bbfbe
465,notes/papers/0465.md,notes/original_sources/0465.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2025 / arXiv:2412.04454 full paper,paper-specific note ready for synthesis,8626,249,68bff2b35008a0044a85a2a55e23d0a028c3148d76bb03e3b170fdf2d621cc93
466,notes/papers/0466.md,notes/original_sources/0466.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EACL 2026 / arXiv:2501.04575 full paper,paper-specific note ready for synthesis,8532,242,ee45be3aa039a9dbe228b90f48d3ee5165e6deac01ce540e144a7b8f5ee11514
467,notes/papers/0467.md,notes/original_sources/0467.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from WWW 2025 / arXiv:2411.02959 full paper,paper-specific note ready for synthesis,8871,249,3e74d24e4f35d74debcd4b7314307c8fe4fd85fbfae2077caf4f9c56585c1e2f
471,notes/papers/0471.md,notes/original_sources/0471.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACM Multimedia 2025 / arXiv:2504.07981 full paper,paper-specific note ready for synthesis,8669,242,33b5373d5f3d348d9d94e54a520e6c0477228f5b279670455109f544dac532a7
479,notes/papers/0479.md,notes/original_sources/0479.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings ACL 2024 / full paper,paper-specific note ready for synthesis,7646,186,47698a2eef964842ade2735e570981c1b6d11ef70b29a6238c929ea5de61d0d3
481,notes/papers/0481.md,notes/original_sources/0481.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from COLM 2025 / arXiv:2504.00906 full paper,paper-specific note ready for synthesis,7579,186,1b9e86fafc287f61a548991b1f5ace6b3498d3ccc2b36e3e03b1ebb3e7eab60b
482,notes/papers/0482.md,notes/original_sources/0482.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EACL 2026 / full paper,paper-specific note ready for synthesis,7406,183,848bd9a77c36de33c6ad8f4c20b02d261dcc79945d32c7caddd6619b5f6aee1b
483,notes/papers/0483.md,notes/original_sources/0483.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / full AgentOccam paper,paper-specific note ready for synthesis,7875,186,65744da872168d44c8f940e5caf6225ecec6437185c88439bb1d2cd36ba1f2ec
484,notes/papers/0484.md,notes/original_sources/0484.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from TMLR 2025 / arXiv:2411.06559 full paper,paper-specific note ready for synthesis,7586,181,54128359296485aebf94e502484a085f60fb32563820f2bfe7bd5014c0e05644
485,notes/papers/0485.md,notes/original_sources/0485.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings EMNLP 2025 / arXiv:2505.20013 full paper,paper-specific note ready for synthesis,7771,181,d527ea1c50f4cf6c5e78d46e1bc35fb239387606dbfdf4c5c1b0fc62d8bb79a5
489,notes/papers/0489.md,notes/original_sources/0489.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings ACL 2026 / arXiv:2601.03164 full paper,paper-specific note ready for synthesis,7691,186,484be4be90d827b684c9e866addcf9ab5c61eb92fac8c18a50ca9f4376803b40
490,notes/papers/0490.md,notes/original_sources/0490.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2407.01476 full paper,paper-specific note ready for synthesis,7607,186,a1837468cf956579036c589ee43dc33c2710151d153872b28f72fa307fcc3a51
491,notes/papers/0491.md,notes/original_sources/0491.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2617,27,1642edd3491cc71f68191eb4d3e21d39ef1358386d5181677de7c642bfa7c086
493,notes/papers/0493.md,notes/original_sources/0493.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2163,26,2901d860178687bcbd18cb2ec8b41ba3af1cd8af85fb3096f7e58ff19f3680e2
495,notes/papers/0495.md,notes/original_sources/0495.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from AAAI 2025 full paper,paper-specific note ready for synthesis,8460,245,b7202b1878e5f757f2966587742a1f026138afa91aaf5ed9d4669d914d3d4962
496,notes/papers/0496.md,notes/original_sources/0496.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2001,26,a0c4bd00c1861daa6bb3aeb4f30930197bd706f706e3798f7b2d3cc841141bd4
497,notes/papers/0497.md,notes/original_sources/0497.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2410.02052 full paper,paper-specific note ready for synthesis,8442,252,eb32a8eeb3a8c0c99ab113652d25ffa82b9feb9b7d9e73b7baff4652ebbbb6b3
498,notes/papers/0498.md,notes/original_sources/0498.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2110,26,7ef21c7ee2520e65a3f533623907fc209194ca802d11dadf40701bc61c156ff5
501,notes/papers/0501.md,notes/original_sources/0501.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2504.06821 full paper,paper-specific note ready for synthesis,7891,245,c9fcb9adc1125290718a898a0e877caf18e2c7fd972bfe1ffdfcc7aa43116f71
503,notes/papers/0503.md,notes/original_sources/0503.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2025 / arXiv:2505.20660 full paper,paper-specific note ready for synthesis,8138,245,d108d6ab481ae9e07bba8f0f7dc3e1c5f8834528d89226b3f9189d3db5d68900
504,notes/papers/0504.md,notes/original_sources/0504.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2310.03720 full paper,paper-specific note ready for synthesis,7802,245,ed5a1a7b59631f3f6b2110ae99b58584de18374aa28ea16b805e6701d635c208
505,notes/papers/0505.md,notes/original_sources/0505.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2506.07976 full paper,paper-specific note ready for synthesis,7998,245,e237ca38ecc6b1dad41b6f294888da843c2cd9bf7eb9394ab8b3459381eb0276
506,notes/papers/0506.md,notes/original_sources/0506.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2025 full paper,paper-specific note ready for synthesis,8329,245,822d54f2301032d3039020df8f2fd42b0904a143f1ea58134a856d183024a86b
514,notes/papers/0514.md,notes/original_sources/0514.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2026 / arXiv:2604.18779 full paper,paper-specific note ready for synthesis,8306,245,fc4f630a3f0522f889e8bda5fccce0b4a70f118a4b886d90ef3c1f6fb04ee923
516,notes/papers/0516.md,notes/original_sources/0516.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2818,26,d28166b54c5ab8a050d040af5bf40a2778c584e030152686ebd722e7bbb42e46
517,notes/papers/0517.md,notes/original_sources/0517.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / WebRL full paper,paper-specific note ready for synthesis,15464,560,86982a2d68a80d4cbc39efaa31e04ed4168b07682f179f159568b1a27756f122
518,notes/papers/0518.md,notes/original_sources/0518.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2024 / WebGUM full paper,paper-specific note ready for synthesis,9242,214,dd4fab21efa52453c4d1bcc1902044ef0a22d92dfb98809376960a8824e935aa
521,notes/papers/0521.md,notes/original_sources/0521.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2025 / Agent Workflow Memory full paper,paper-specific note ready for synthesis,8173,214,b18fff136ca433899bd193152c62f9fe4b2c3012acb02031bbedea3fcce2c89d
524,notes/papers/0524.md,notes/original_sources/0524.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv OpenWebVoyager full paper,paper-specific note ready for synthesis,8452,214,4281ed0983ae309898ed4ccc089e5f5b8185e1a8e150d4a3983f0d594c6fa2a3
527,notes/papers/0527.md,notes/original_sources/0527.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2025 / AdaptAgent full paper,paper-specific note ready for synthesis,7920,209,c964bea1b8a90377a167dc60bf463bd82c139693f8ee7d23be9e0ab2296ebca5
529,notes/papers/0529.md,notes/original_sources/0529.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 Spotlight / AgentTrek full paper,paper-specific note ready for synthesis,8479,214,264e9aad86a794ad803ed5a6499275cf8c3f9045bc57c6aec36b259853ca2f04
530,notes/papers/0530.md,notes/original_sources/0530.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / AgentRefine full paper,paper-specific note ready for synthesis,8094,209,de21fa435998d401cd1ef55992b975ef12b75df70d1243761d05977f9d0ed442
533,notes/papers/0533.md,notes/original_sources/0533.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2025 / WebEvolver full paper,paper-specific note ready for synthesis,8292,214,8bf206aea49a2568e98e296422c7fb104a6fe86f78b44b7eaf30fa2d97e6acba
534,notes/papers/0534.md,notes/original_sources/0534.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings ACL 2025 / Explorer full paper,paper-specific note ready for synthesis,8296,214,276fbef6f9d9db20e5f110499757bff2733ca2cf7214ee69cc5a2d426d5100d0
536,notes/papers/0536.md,notes/original_sources/0536.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Web-Shepherd full paper / arXiv,paper-specific note ready for synthesis,8494,209,ba850a0e6db7e1d578818f6e3bd1f8c5ab5727ddfa2c29de9d05e64e05d07f9f
537,notes/papers/0537.md,notes/original_sources/0537.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings EACL 2026 / WorkForceAgent-R1 full paper,paper-specific note ready for synthesis,8257,214,6281f6e73a26cb9ceedb7b57923492672a2f95865494fb3d39685e30cb17cb2e
538,notes/papers/0538.md,notes/original_sources/0538.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Go-Browse full paper / arXiv,paper-specific note ready for synthesis,8113,214,115bda263a7e2b33d344c64c51a99bbcaec61f5e4f71809ecc0849dffd88abe3
539,notes/papers/0539.md,notes/original_sources/0539.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICASSP 2026 / TGPO full paper,paper-specific note ready for synthesis,8617,214,6416be2054d1d059fbe6435f2e7e9a2f19a90cdf4804967ec43185c3beb348f3
541,notes/papers/0541.md,notes/original_sources/0541.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2025 / WebAgent-R1 full paper,paper-specific note ready for synthesis,8178,214,8ce75e3b5b55d9fff9d8067a45d005f8a5baaae620af19e9e9fbbf69b0a6c449
543,notes/papers/0543.md,notes/original_sources/0543.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from AAAI 2026 / TongUI full paper,paper-specific note ready for synthesis,8330,214,aca8cdf6a0f67013ca626632c5cb40928c65432fc60b502701a3d3b75708e1dd
546,notes/papers/0546.md,notes/original_sources/0546.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 / How to Train Your LLM Web Agent full paper,paper-specific note ready for synthesis,8828,214,b61828c8cb3de5ca93c0bafef17411e2041d2fa4f8a546e28a893f7a7bbd14b6
548,notes/papers/0548.md,notes/original_sources/0548.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from WebGym full paper / arXiv,paper-specific note ready for synthesis,8376,214,a55f6805ff5d3994bd566d8df4cea4f4d6da314f528a5891bde4d166f5584c14
552,notes/papers/0552.md,notes/original_sources/0552.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2026 / SynthAgent full paper,paper-specific note ready for synthesis,8566,209,c9c5181820de8496336b2e0b942b475fa27a758c48bada6b67e9d94fbd295cc6
554,notes/papers/0554.md,notes/original_sources/0554.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from WebFactory full paper / arXiv,paper-specific note ready for synthesis,8922,214,c33c13fc33bf4bcc44be59d3769db1f9dde6fccba1d3d8c11c049ec37c405ba3
556,notes/papers/0556.md,notes/original_sources/0556.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2126,26,cf12f3352db45ae5d81daa4fe864cdc80e2f0de1fe0db6aab568cb662e9709ee
558,notes/papers/0558.md,notes/original_sources/0558.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2084,26,28d32832a7210feb73de86dba8fa5c958ed1be009fc4a014db5eb8729a9c53a9
559,notes/papers/0559.md,notes/original_sources/0559.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1932,26,b234b580c238db866079a6a19c57ea5d47d2eea52f15d75cd9b2d163756ea666
560,notes/papers/0560.md,notes/original_sources/0560.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1920,26,ff82d8fa091c06b4838afd12ed412c965e890a761bda860d5d0d25c909fbe634
561,notes/papers/0561.md,notes/original_sources/0561.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1999,26,a688debb6b81fb79757f17d632629ce88ce8ee727d9041080c5a38fb79e2746a
562,notes/papers/0562.md,notes/original_sources/0562.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2008,26,7426ae4750ff1227db63adeac5f8a20b5bb35bcbcbe705d52fae047885052882
563,notes/papers/0563.md,notes/original_sources/0563.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1802,26,9ed7363e0bedccbb855b0b4fc5bf2f2f24b205fba9e602e9d89ac4e643a0b2e5
564,notes/papers/0564.md,notes/original_sources/0564.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2736,26,c98caba01d0f4691eea72d5299d1e4d0010a4156b83ddbe6d0322998fa620de9
565,notes/papers/0565.md,notes/original_sources/0565.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2013,26,cfbc853080d35ccf140d7fa26ccca0d16038326062d6eb8e5fed5d14f86eb058
566,notes/papers/0566.md,notes/original_sources/0566.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2027,26,e859ce458b38d5804999945d57367982f6c8a0a51f2625415b90fc5d253b27a5
568,notes/papers/0568.md,notes/original_sources/0568.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2880,27,7da116dcc52b6a7c39b851c141ff23f8ddd29b920ee967b7c9f812cc8bf498ea
569,notes/papers/0569.md,notes/original_sources/0569.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / arXiv:2405.13935 full paper,paper-specific note ready for synthesis,8370,242,89f909173ed5336d80e91147aed6388c3bb32625b4eabc199d17c8d9802b3825
570,notes/papers/0570.md,notes/original_sources/0570.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from COLM 2025 / full CollabUIAgents paper,paper-specific note ready for synthesis,8322,242,d73a28339bf77fe705e63acbf3365b94c301851304689b040f7392054a0d6144
571,notes/papers/0571.md,notes/original_sources/0571.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2025 / arXiv:2502.18407 full paper,paper-specific note ready for synthesis,8066,242,b71ec2fb83562430a344d8f51fa8e94d2910861dace8c5a6d0b4c3259e74c75e
575,notes/papers/0575.md,notes/original_sources/0575.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from WWW 2025 / arXiv:2410.17236 full paper,paper-specific note ready for synthesis,7934,242,6ceb18d43bc693a20bb97a396c2faab3847acccf9386c8ef0511abb237230898
576,notes/papers/0576.md,notes/original_sources/0576.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2025 / arXiv:2504.03160 full paper,paper-specific note ready for synthesis,8402,249,f57c1aa438348131662c298d26f06b870d43bf7e662e531a8e7369c8bc00eb94
