adjudication_batch,record_id,title,machine_verdict,decision,final_status,final_venue,final_identifier,evidence_url,evidence_note,adjudicated_by,adjudicated_at,corpus_action
A2_openreview,416,GEM: A Gym for Agentic LLMs,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,ICLR 2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/b3956812189001f673d29c626bc897ae-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/hash/b3956812189001f673d29c626bc897ae-Abstract-Conference.html,Official ICLR 2026 proceedings list this work as 'GEM: A Gym for Generalist LLMs'. The archived submission title used 'Agentic LLMs'; publication status is clearly archival. Title variant should be reviewed separately when normalizing metadata.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; set official ICLR proceedings identifier; flag final-title variant for metadata normalization
A2_openreview,417,Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_OPENREVIEW,Archival published,ICLR 2026,https://openreview.net/forum?id=vUaY1t64ZZ,https://openreview.net/forum?id=vUaY1t64ZZ,Current OpenReview material is labeled 'Published as a conference paper at ICLR 2026'. The automated downgrade reflects the earlier anonymous under-review version.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; normalize venue to ICLR 2026
B1_ICLR,419,TheMCPCompany: Creating General-purpose Agents with Task-specific Tools,DOWNGRADE,SET_PREPRINT_TECH_REPORT_NO_FINAL_ICLR,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2510.19286,https://openreview.net/pdf/e7aa07f2514665207e4710a52c9434c75a915084.pdf,The available ICLR 2026 OpenReview manuscript is explicitly marked Under review as a conference paper; arXiv is the only confirmed publication located. No final ICLR proceedings record was found in the authoritative proceedings search.,ChatGPT-assisted manual evidence review,2026-09-13,set status Preprint/technical report; set arXiv venue/identifier
B1_remainder,424,Ego2Web: A Web Agent Benchmark Grounded in Egocentric Videos,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_CVF,Archival published,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR 2026),https://openaccess.thecvf.com/content/CVPR2026/html/Yu_Ego2Web_A_Web_Agent_Benchmark_Grounded_in_Egocentric_Videos_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/html/Yu_Ego2Web_A_Web_Agent_Benchmark_Grounded_in_Egocentric_Videos_CVPR_2026_paper.html,Official CVF Open Access proceedings list the exact Ego2Web paper at CVPR 2026.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; set official CVF proceedings identifier
B1_PMLR,425,AgentWebBench: Benchmarking Multi-Agent Coordination in Agentic Web,DOWNGRADE,RETAIN_ARCHIVAL_ACCEPTED_OFFICIAL_ICML,Archival accepted,ICML 2026 (43rd International Conference on Machine Learning),https://icml.cc/ (2026 proceedings); 2604.10938,https://icml.cc/Downloads/2026,Official ICML 2026 downloads/accepted-paper listing contains the exact title AgentWebBench: Benchmarking Multi-Agent Coordination in Agentic Web. Retain archival accepted status pending canonical PMLR proceedings metadata.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival accepted; normalize ICML 2026 venue; retain/add official ICML evidence
A2_official_proceedings,430,InfiAgent-DABench: Evaluating Agents on Data Analysis Tasks,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PROCEEDINGS,Archival published,"Proceedings of the 41st International Conference on Machine Learning, PMLR 235",https://proceedings.mlr.press/v235/hu24s.html,https://proceedings.mlr.press/v235/hu24s.html,"Official PMLR page lists the exact paper in ICML 2024, PMLR 235:19544-19572. Automated downgrade is false.",ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; retain PMLR identifier
B2_NO_MATCH,431,Auto-Eval Judge: Towards a General Agentic Framework for Task Completion Evaluation,NO_MATCH,RETAIN_PREPRINT_NO_ARCHIVAL_VENUE,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2508.05508,https://www.microsoft.com/en-us/research/publication/auto-eval-judge-towards-a-general-agentic-framework-for-task-completion-evaluation/,Microsoft Research lists the work as a publication but provides no conference/journal venue; the authoritative paper identifier remains arXiv 2508.05508.,ChatGPT-assisted manual evidence review,2026-09-13,retain preprint/technical-report status absent archival venue
B1_COLM,433,A Long Way to Go: Investigating Length Correlations in RLHF,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,First Conference on Language Modeling (COLM 2024),arXiv:2310.03716,https://openreview.net/pdf/31326f5596207e8241d103bfa23b4521f5a4a539.pdf,Final OpenReview manuscript is explicitly marked Published as a conference paper at COLM. The automated downgrade was false because it resolved the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize COLM venue; add final OpenReview evidence
A1,436,Understanding HTML with Large Language Models,VENUE_MISMATCH,RETAIN_ARCHIVAL_NORMALIZE_VENUE,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2023,https://aclanthology.org/2023.findings-emnlp.185/,https://aclanthology.org/2023.findings-emnlp.185/,"ACL Anthology lists the exact paper in Findings of the Association for Computational Linguistics: EMNLP 2023, pages 2803-2821, DOI 10.18653/v1/2023.findings-emnlp.185. 'Findings of EMNLP' is only shorthand.",ChatGPT-assisted manual evidence review,2026-09-13,keep status; normalize venue and identifier
B1_PMLR,437,Pix2Struct: Screenshot Parsing as Pretraining for Visual Language Understanding,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of ICML,https://proceedings.mlr.press/v202/lee23g.html,https://proceedings.mlr.press/v202/lee23g.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
B1_remainder,439,Pix2Act -- From Pixels to UI Actions: Learning to Follow Instructions via Graphical User Interfaces,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_NEURIPS,Archival published,Advances in Neural Information Processing Systems 36 (NeurIPS 2023),https://proceedings.neurips.cc/paper_files/paper/2023/hash/6c52a8a4fadc9129c6e1d1745f2dfd0f-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/hash/6c52a8a4fadc9129c6e1d1745f2dfd0f-Abstract-Conference.html,Official NeurIPS proceedings list the exact Pix2Act paper in the 2023 main conference track.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; normalize final title/venue and proceedings identifier
B1_ICLR,443,OmniParser for Pure Vision Based GUI Agent,DOWNGRADE,SET_PREPRINT_TECH_REPORT_NO_FINAL_ICLR,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2408.00203,https://www.microsoft.com/en-us/research/publication/omniparser-for-pure-vision-based-gui-agent/,"Microsoft Research lists OmniParser as an arXiv publication, and the located ICLR 2025 OpenReview manuscript is explicitly marked Under review. No final ICLR proceedings record for this paper was found.",ChatGPT-assisted manual evidence review,2026-09-13,set status Preprint/technical report; set arXiv venue/identifier
B1_ICLR,444,OS-ATLAS: A Foundation Action Model for Generalist GUI Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/0faa4bc5f522076947a030273629d4fe-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/0faa4bc5f522076947a030273629d4fe-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: OS-ATLAS: Foundation Action Model for Generalist GUI Agents. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B2_NO_MATCH,449,UGround: Unified Visual Grounding for GUI Agents,NO_MATCH,RETAIN_ARCHIVAL_CORRECT_ICLR_FINAL_TITLE,Archival published,ICLR 2025 Oral,https://openreview.net/forum?id=kxnoqaisCT,https://github.com/OSU-NLP-Group/UGround,Official project citation identifies the ICLR 2025 paper under its final title Navigating the Digital World as Humans Do: Universal Visual Grounding for GUI Agents.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; correct final title; retain OpenReview identifier
B1_ICLR,453,LCoW: Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c995a913bc20ca39ce2231b8973be90a-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c995a913bc20ca39ce2231b8973be90a-Abstract-Conference.html,The official ICLR proceedings page confirms Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents at ICLR 2025.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
A3_upgrades,455,MolmoWeb: Open Visual Web Agent and Open Data for the Open Web,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-032-37393-9_17,https://doi.org/10.1007/978-3-032-37393-9_17,"Exact/near-exact title match with a strong archival DOI and archival container 'Lecture Notes in Computer Science', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B1_ICLR,457,Synapse Trajectory-as-Exemplar Prompting with Memory for Computer Control,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR_CORRECTED,Archival published,ICLR 2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/52f050499cf82fa8efb588e263f6f3a7-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/hash/52f050499cf82fa8efb588e263f6f3a7-Abstract-Conference.html,Official ICLR 2024 proceedings page confirms the exact final Synapse paper. Record 457 is the canonical final publication; record 301 is an earlier-title/version duplicate and must not be counted separately.,ChatGPT-assisted manual evidence review,2026-09-13,keep canonical Archival published ICLR 2024 record; record 301 is duplicate/version and do not count separately
A1,460,Ferret-UI: Grounded Mobile UI Understanding with Multimodal LLMs,VENUE_MISMATCH,RETAIN_ARCHIVAL_NORMALIZE_CONTAINER,Archival published,"Computer Vision – ECCV 2024, Lecture Notes in Computer Science",https://doi.org/10.1007/978-3-031-73039-9_14,https://doi.org/10.1007/978-3-031-73039-9_14,"The Springer DOI identifies an ECCV 2024 proceedings chapter in Lecture Notes in Computer Science. The machine mismatch is event-name versus proceedings-series container, not a publication-status conflict.",ChatGPT-assisted manual evidence review,2026-09-13,keep status; normalize venue to ECCV 2024/LNCS
B1_ICLR,462,GUI-World A Video Benchmark and Dataset for Multimodal GUI-oriented Understanding,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3926df1a00c9abf056df7bcf253d026a-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3926df1a00c9abf056df7bcf253d026a-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: GUI-World: A Video Benchmark and Dataset for Multimodal GUI-oriented Understanding. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_remainder,464,ScreenAI: A Vision-Language Model for UI and Infographics Understanding,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_IJCAI,Archival published,Proceedings of the Thirty-Third International Joint Conference on Artificial Intelligence (IJCAI-24),https://www.ijcai.org/proceedings/2024/339,https://www.ijcai.org/proceedings/2024/339,"Official IJCAI proceedings list ScreenAI, pages 3058–3068, DOI 10.24963/ijcai.2024/339.",ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; retain IJCAI DOI
B1_PMLR,465,Aguvis Unified Pure Vision Agents for Autonomous GUI Interaction,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of ICML,https://proceedings.mlr.press/v267/xu25ae.html,https://proceedings.mlr.press/v267/xu25ae.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
B2_NO_MATCH,470,"Multimodal LLM Agents: Exploring LLM interactions in Software, Web and Operating Systems",NO_MATCH,RETAIN_WORKSHOP_NON_ARCHIVAL,Workshop/non-archival,Course/workshop paper,https://openreview.net/pdf?id=YGLOpASCY5,https://openreview.net/pdf?id=YGLOpASCY5,"Record-specific OpenReview PDF identifies this as a CS598 course/topics paper, not an archival conference/journal publication.",ChatGPT-assisted manual evidence review,2026-09-13,retain Workshop/non-archival course paper; add record-specific OpenReview evidence
B2_NO_MATCH,473,Beyond Pixels: Exploring DOM Downsampling for LLM-Based Web Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2508.04412,https://arxiv.org/abs/2508.04412,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B1_COLM,481,Agent S2 A Compositional Generalist-Specialist Framework for Computer Use Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,COLM,arXiv:2504.00906,https://openreview.net/pdf?id=zg5is4GJ3R,Final OpenReview manuscript is explicitly marked Published as a conference paper at COLM. The automated downgrade was false because it resolved the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize COLM venue; add final OpenReview evidence
B1_ICLR,483,AGENTOCCAM: A Simple Yet Strong Baseline for LLM-Based Web Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/f2c6e459b95694a24ac69c469a4ee746-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/f2c6e459b95694a24ac69c469a4ee746-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: AgentOccam: A Simple Yet Strong Baseline for LLM-Based Web Agents. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_TMLR,484,WebDreamer: Is Your LLM Secretly a World Model of the Internet Model-Based Planning for Web Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_TMLR,Archival published,Transactions on Machine Learning Research,https://mlanthology.org/tmlr/2025/gu2025tmlr-your/,https://mlanthology.org/tmlr/2025/gu2025tmlr-your/,Manual authoritative review located the final TMLR publication/accepted record for the exact paper. The automated downgrade used an earlier arXiv or under-review copy and is therefore false.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; normalize venue to Transactions on Machine Learning Research; add final publication evidence
A1,485,"WebCoT: Enhancing Web Agent Reasoning by Reconstructing Chain-of-Thought in Reflection, Branching, and Rollback",VENUE_MISMATCH,RETAIN_ARCHIVAL_NORMALIZE_VENUE,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2025,https://aclanthology.org/2025.findings-emnlp.276/,https://aclanthology.org/2025.findings-emnlp.276/,"ACL Anthology lists the exact paper in Findings of the Association for Computational Linguistics: EMNLP 2025, pages 5155-5173, DOI 10.18653/v1/2025.findings-emnlp.276. Register shorthand should be normalized.",ChatGPT-assisted manual evidence review,2026-09-13,keep status; normalize venue and identifier
B2_NO_MATCH,486,WebSailor Navigating Super-human Reasoning for Web Agent,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2507.02592,https://arxiv.org/abs/2507.02592,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B2_NO_MATCH,487,AgentFold: Long-Horizon Web Agents with Proactive Context Management,NO_MATCH,SET_ARCHIVAL_PUBLISHED_ICLR_FINAL_TITLE,Archival published,ICLR 2026,https://iclr.cc/virtual/2026/poster/10010254,https://iclr.cc/virtual/2026/poster/10010254,Official ICLR 2026 program lists AgentFold. The final title uses Proactive Context Folding rather than the earlier Proactive Context Management title.,ChatGPT-assisted manual evidence review,2026-09-13,upgrade to archival; correct final title and add ICLR 2026 identifier
A3_upgrades,488,WebDART: Dynamic Decomposition and Re-planning for Complex Web Tasks,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.568,https://doi.org/10.18653/v1/2026.findings-acl.568,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: ACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B1_TMLR,490,Tree Search for Language Model Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_TMLR,Archival published,Transactions on Machine Learning Research,https://openreview.net/pdf/32f14eef3c5d10bca6cc4635ec9e6d7bb1d7a92e.pdf,https://openreview.net/pdf/32f14eef3c5d10bca6cc4635ec9e6d7bb1d7a92e.pdf,Manual authoritative review located the final TMLR publication/accepted record for the exact paper. The automated downgrade used an earlier arXiv or under-review copy and is therefore false.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; normalize venue to Transactions on Machine Learning Research; add final publication evidence
B2_NO_MATCH,491,HEAP: HIERARCHICAL POLICIES FOR,NO_MATCH,MERGE_VERSION_WITH_504_FINAL_COLM,Archival published,COLM 2024,https://openreview.net/forum?id=5fg0VtRxgi,https://openreview.net/forum?id=5fg0VtRxgi,This HEAP/earlier-title record is a version of canonical record 504 (SteP). The final work is a COLM 2024 publication; record 491 must not be counted separately.,ChatGPT-assisted manual evidence review,2026-09-13,mark duplicate/version of record 504; do not count separately; final work is SteP at COLM 2024
A2_openreview,496,OSCAR: Operating System Control via State-Aware Reasoning and Re-Planning,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_OPENREVIEW,Archival published,ICLR 2025,https://openreview.net/forum?id=VuTrZzrPfn,https://openreview.net/pdf?id=VuTrZzrPfn,Official OpenReview PDF states 'Published as a conference paper at ICLR 2025'; DBLP independently indexes the conference paper.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; normalize venue to ICLR 2025
B1_ICLR,497,ExACT Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/a3b893ba1de12f76020b03f7ae8e1afd-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/a3b893ba1de12f76020b03f7ae8e1afd-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: ExACT: Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_COLM,501,Inducing Programmatic Skills for Agentic Tasks,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,COLM,arXiv:2504.06821,https://openreview.net/pdf?id=lsAY6fWsog,Final OpenReview manuscript is explicitly marked Published as a conference paper at COLM. The automated downgrade was false because it resolved the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize COLM venue; add final OpenReview evidence
B2_NO_MATCH,502,InfiGUI-R1 Advancing Multimodal GUI Agents from Reactive Actors to Deliberative Reasoners,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2504.14239,https://arxiv.org/abs/2504.14239,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B1_COLM,504,SteP: Stacked LLM Policies for Web Actions,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,First COLM,arXiv:2310.03720,https://openreview.net/pdf?id=5fg0VtRxgi,Final OpenReview manuscript is explicitly marked Published as a conference paper at COLM. The automated downgrade was false because it resolved the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize COLM venue; add final OpenReview evidence
B1_remainder,505,Thinking vs. Doing: Agents that Reason by Scaling Test-Time Interaction,DOWNGRADE,SET_ARCHIVAL_PUBLISHED_FINAL_TITLE,Archival published,Advances in Neural Information Processing Systems 38 (NeurIPS 2025),https://proceedings.neurips.cc/paper_files/paper/2025/hash/f7c4783621a20f5f11a316cd249e0252-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/hash/f7c4783621a20f5f11a316cd249e0252-Abstract-Conference.html,Official NeurIPS 2025 proceedings contain the paper under the final title “Thinking vs. Doing: Improving Agent Reasoning by Scaling Test-Time Interaction.”,ChatGPT-assisted manual evidence review,2026-09-13,set archival published; normalize final title/venue and proceedings identifier
A3_upgrades,509,AgentProg: Empowering Long-Horizon GUI Agents with Program-Guided Context Management,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,"Proceedings of the 24th Annual International Conference on Mobile Systems, Applications and Services",https://doi.org/10.1145/3745756.3809245,https://doi.org/10.1145/3745756.3809245,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 24th Annual International Conference on Mobile Systems, Applications and Services', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B2_NO_MATCH,510,Web World Models,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2512.23676,https://arxiv.org/abs/2512.23676,Exact-title search located the Web World Models preprint and project but no archival conference/journal publication.,ChatGPT-assisted manual evidence review,2026-09-13,retain preprint
B1_ICLR,517,WebRL: Training LLM Web Agents via Self-Evolving Online Curriculum Reinforcement Learning,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c66e1fcc9691aae706250638f36f681b-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c66e1fcc9691aae706250638f36f681b-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: WebRL: Training LLM Web Agents via Self-Evolving Online Curriculum Reinforcement Learning. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_ICLR,518,Multimodal Web Navigation with Instruction-Finetuned Foundation Models,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2024/hash/7ef7d8359036afd8c2378d82c21058a4-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/hash/7ef7d8359036afd8c2378d82c21058a4-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: Multimodal Web Navigation with Instruction-Finetuned Foundation Models. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_PMLR,521,Agent Workflow Memory,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of the 42nd International Conference on Machine Learning,https://proceedings.mlr.press/v267/wang25bx.html,https://proceedings.mlr.press/v267/wang25bx.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
B2_NO_MATCH,523,NNetscape Navigator: Complex Demonstrations for Web Agents Without a Demonstrator,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2410.02907,https://arxiv.org/abs/2410.02907,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
C1_suspicious_OK_PREPRINT,528,ScribeAgent: Towards Specialized Web Agents Using Production-Scale Workflow Data,OK_PREPRINT,RETAIN_PREPRINT_QEIOS,Preprint/technical report,Qeios preprint,https://doi.org/10.32388/8VOG0O,https://www.qeios.com/read/8VOG0O,Qeios explicitly labels this item 'Article (Preprint v1)' and 'Open Peer Review — Preprint'. The Qeios DOI does not establish an archival conference/journal publication.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize Qeios preprint DOI
B1_ICLR,529,AgentTrek Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c681fb2bf1d785fbc766f3ea14758aab-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c681fb2bf1d785fbc766f3ea14758aab-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: AgentTrek: Agent Trajectory Synthesis via Guiding Replay with Web Tutorials. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_ICLR,530,AgentRefine Enhancing Agent Generalization through Refinement Tuning,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/a3cc50126338b175e56bb3cad134db0b-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/a3cc50126338b175e56bb3cad134db0b-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: AgentRefine: Enhancing Agent Generalization through Refinement Tuning. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_ICLR,538,Go-Browse: Training Web Agents with Structured Exploration,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2026/hash/e0c50c0e78db8d9d881c79cac775e499-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/hash/e0c50c0e78db8d9d881c79cac775e499-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: Go-Browse: Training Web Agents with Structured Exploration. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
