record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
356,AgentRewardBench Evaluating Automatic Evaluations of Web Agent Trajectories,Archival published,COLM,,openalex:title,1.0,AgentRewardBench: Evaluating Automatic Evaluations of Web Agent Trajectories,,preprint,2025,10.48550/arxiv.2504.08942,https://openalex.org/W4415154343,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
358,DeepShop: A Benchmark for Deep Research Shopping Agents,Preprint/technical report,arXiv preprint arXiv:2506.02839,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
359,WebChoreArena: Evaluating Web Browsing Agents on Realistic Tedious Web Tasks,Preprint/technical report,arXiv preprint arXiv:2506.01952,,openalex:title,1.0,WebChoreArena: Evaluating Web Browsing Agents on Realistic Tedious Web Tasks,,preprint,2025,10.48550/arxiv.2506.01952,https://openalex.org/W4414899013,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
361,Mind2Web 2 Evaluating Agentic Search with Agent-as-a-Judge,Archival published,Advances in NeurIPS,arXiv:2506.21506,crossref:title,1.0,Mind2Web 2: Evaluating Agentic Search with Agent-as-a-Judge,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-5778,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 192393-192451 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
362,BrowserArena: Evaluating LLM Agents on Real-World Web Navigation Tasks,Workshop/conditional,"Workshop on Multi-Turn Interactions in Large Language Models (MTI-LLM), NeurIPS 2025",arXiv:2510.02418,datacite:arxiv,1.0,BrowserArena: Evaluating LLM Agents on Real-World Web Navigation Tasks,arXiv,Preprint,2025,10.48550/arxiv.2510.02418,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.02418,OK_PREPRINT,
363,MMInA Benchmarking Multihop Multimodal Internet Agents,Archival published,Findings of ACL,https://doi.org/10.18653/v1/2025.findings-acl.703,crossref:doi,1.0,MMInA: Benchmarking Multihop Multimodal Internet Agents,Findings of the Association for Computational Linguistics: ACL 2025,proceedings-article,2025,10.18653/v1/2025.findings-acl.703,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 13682-13697 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2025',OK_ARCHIVAL,
364,AgenticShop: Benchmarking Agentic Product Curation for Personalized Web Shopping,Archival published,Proceedings of the ACM Web Conference 2026,arXiv:2602.12315,crossref:title,1.0,AgenticShop: Benchmarking Agentic Product Curation for Personalized Web Shopping,Proceedings of the ACM Web Conference 2026,proceedings-article,2026,10.1145/3774904.3792724,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | openalex:title | crossref:title,6,2,2,,openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 2489-2500 | crossref:title: crossref type=proceedings-article venue='Proceedings of the ACM Web Conference 2026',OK_ARCHIVAL,
365,"BrowseComp-V3: A Visual, Vertical, and Verifiable Benchmark for Multimodal Browsing Agents",Preprint/technical report,arXiv preprint arXiv:2602.12876,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
366,PATHWAYS: Evaluating Investigation and Context Discovery in AI Web Agents,Preprint/technical report,arXiv preprint arXiv:2602.05354,https://doi.org/10.48550/arXiv.2602.05354,unresolved,,,,,,,,,0,0,0,openalex:doi: title mismatch 0.379 -> Do Web Agents Investigate Before They Decide?,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
367,ST-WebAgentBench: A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,Archival published,International Conference on Learning Representations,arXiv:2410.06703,datacite:arxiv,1.0,ST-WebAgentBench: A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,arXiv,Preprint,2024,10.48550/arxiv.2410.06703,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.06703,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
368,TIMEWARP: Evaluating Web Agents by Revisiting the Past,Unconfirmed,CoRR,arXiv:2603.04949,datacite:arxiv,1.0,TimeWarp: Evaluating Web Agents by Revisiting the Past,arXiv,Preprint,2026,10.48550/arxiv.2603.04949,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2603.04949,OK_PREPRINT,
369,Odysseys: Benchmarking Web Agents on Realistic Long Horizon Tasks,Preprint/technical report,arXiv preprint arXiv:2604.24964,https://doi.org/10.48550/arXiv.2604.24964,datacite:arxiv,1.0,Odysseys: Benchmarking Web Agents on Realistic Long Horizon Tasks,arXiv,Preprint,2026,10.48550/arxiv.2604.24964,,datacite:arxiv | openalex:doi | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2604.24964,OK_PREPRINT,
370,WebForge: Breaking the Realism-Reproducibility-Scalability Trilemma in Browser Agent Benchmark,Preprint/technical report,arXiv preprint arXiv:2604.10988,,openalex:title,1.0,WebForge: Breaking the Realism-Reproducibility-Scalability Trilemma in Browser Agent Benchmark,,preprint,2026,,https://openalex.org/W7154539012,openalex:title | openalex:title,2,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
371,Mobile-Env Building Qualified Evaluation Benchmarks for LLM-GUI Interaction,Preprint/technical report,arXiv (CoRR),2305.08144,datacite:arxiv,1.0,Mobile-Env: Building Qualified Evaluation Benchmarks for LLM-GUI Interaction,arXiv,Preprint,2023,10.48550/arxiv.2305.08144,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2305.08144,OK_PREPRINT,
372,ASSISTGUI: Task-Oriented Desktop Graphical User Interface Automation,Archival published,"IEEE Xplore proceedings (title variant ""AssistGUI: Task-Oriented PC GUI Automation"")",IEEE Xplore doc 10656030; 2312.13108,crossref:title,0.946,AssistGUI: Task-Oriented PC Graphical User Interface Automation,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),proceedings-article,2024,10.1109/cvpr52733.2024.01262,,datacite:arxiv | openalex:arxiv | openalex:title | crossref:title,4,1,0,,crossref:title: crossref type=proceedings-article venue='2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)',DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
373,TravelPlanner A Benchmark for Real-World Planning with Language Agents,Archival published,Proceedings of ICML,arXiv:2402.01622,datacite:arxiv,1.0,TravelPlanner: A Benchmark for Real-World Planning with Language Agents,arXiv,Preprint,2024,10.48550/arxiv.2402.01622,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2402.01622,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
374,AndroidWorld A Dynamic Benchmarking Environment for Autonomous Agents,Archival published,International Conference on Learning Representations,arXiv:2405.14573,datacite:arxiv,1.0,AndroidWorld: A Dynamic Benchmarking Environment for Autonomous Agents,arXiv,Preprint,2024,10.48550/arxiv.2405.14573,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2405.14573,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
375,WorkBench a Benchmark Dataset for Agents in a Realistic Workplace Setting,Archival published,COLM,https://openreview.net/forum?id=4HNAwZFDcH,openalex:title,1.0,WorkBench: a Benchmark Dataset for Agents in a Realistic Workplace Setting,,preprint,2024,10.48550/arxiv.2405.00823,https://openalex.org/W4396653533,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
376,-bench A Benchmark for Tool-Agent-User Interaction in Real-World Domains,Archival published,International Conference on Learning Representations,arXiv:2406.12045,datacite:arxiv,1.0,$τ$-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains,arXiv,Preprint,2024,10.48550/arxiv.2406.12045,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2406.12045,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
377,AI Agents That Matter,Archival published,TMLR,arXiv:2407.01502,datacite:arxiv,1.0,AI Agents That Matter,arXiv,Preprint,2024,10.48550/arxiv.2407.01502,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2407.01502,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
379,Spider2-V How Far Are Multimodal Agents From Automating Data Science and Engineering Workflows,Archival published,Advances in NeurIPS,arXiv:2407.10956,crossref:title,1.0,Spider2-V: How Far Are Multimodal Agents From Automating Data Science and Engineering Workflows?,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-3421,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 107703-107744 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
380,CRAB: Cross-environment Agent Benchmark for Multimodal Language Model Agents,Archival published,Findings of the Association for Computational Linguistics: ACL 2025,arXiv:2407.01511,crossref:title,1.0,CRAB: Cross-environment Agent Benchmark for Multimodal Language Model Agents,Findings of the Association for Computational Linguistics: ACL 2025,proceedings-article,2025,10.18653/v1/2025.findings-acl.1113,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 21607-21647 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2025',OK_ARCHIVAL,
381,VisualAgentBench Towards Large Multimodal Models as Visual Foundation Agents,Archival published,International Conference on Learning Representations,arXiv:2408.06327,datacite:arxiv,1.0,VisualAgentBench: Towards Large Multimodal Models as Visual Foundation Agents,arXiv,Preprint,2024,10.48550/arxiv.2408.06327,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2408.06327,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
382,Towards a Realistic Long-Term Benchmark for Open-Web Research Agents,Preprint/technical report,arXiv,2409.14913,datacite:arxiv,1.0,Towards a Realistic Long-Term Benchmark for Open-Web Research Agents,arXiv,Preprint,2024,10.48550/arxiv.2409.14913,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.14913,OK_PREPRINT,
383,Windows Agent Arena Evaluating Multi-Modal OS Agents at Scale,Archival published,Proceedings of ICML,arXiv:2409.08264,datacite:arxiv,1.0,Windows Agent Arena: Evaluating Multi-Modal OS Agents at Scale,arXiv,Preprint,2024,10.48550/arxiv.2409.08264,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.08264,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
384,SPA-Bench: A Comprehensive Benchmark for SmartPhone Agent Evaluation,Archival published,International Conference on Learning Representations,arXiv:2410.15164,datacite:arxiv,1.0,SPA-Bench: A Comprehensive Benchmark for SmartPhone Agent Evaluation,arXiv,Preprint,2024,10.48550/arxiv.2410.15164,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.15164,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
385,Agent-as-a-Judge Evaluate Agents with Agents,Archival published,Proceedings of ICML,arXiv:2410.10934,datacite:arxiv,1.0,Agent-as-a-Judge: Evaluate Agents with Agents,arXiv,Preprint,2024,10.48550/arxiv.2410.10934,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.10934,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
387,VideoWebArena Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks,Archival published,ICLR 2025,"proceedings.iclr.cc (2025, OpenReview unDQOUah0F); 2410.19100",datacite:arxiv,1.0,VideoWebArena: Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks,arXiv,Preprint,2024,10.48550/arxiv.2410.19100,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.19100,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
388,WebOlympus: An Open Platform for Web Agents on Live Websites,Archival published,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,arXiv:2412.10642,crossref:title,1.0,WebOlympus: An Open Platform for Web Agents on Live Websites,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,proceedings-article,2024,10.18653/v1/2024.emnlp-demo.20,,openalex:title | crossref:title,2,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 187-197 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing: System Demonstrations',OK_ARCHIVAL,
389,A3: Android Agent Arena for Mobile GUI Agents,Archival published,Findings of ACL 2026,https://aclanthology.org/2026.findings-acl.184/; 2501.01149,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
390,Survey on Evaluation of LLM-based Agents,Preprint/technical report,arXiv (IBM),2503.16416,crossref:title,0.976,A Survey on Evaluation of LLM-based Agents,Findings of the Association for Computational Linguistics: ACL 2026,proceedings-article,2026,10.18653/v1/2026.findings-acl.1330,,datacite:arxiv | openalex:title | openalex:title | crossref:title,4,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 26690-26714 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2026',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: ACL 2026'
391,SWE-bench Goes Live!,Archival published,Advances in NeurIPS,arXiv:2505.23419,crossref:title,1.0,SWE-bench Goes Live!,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-4923,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 163347-163372 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
392,UI-Vision: A Desktop-centric GUI Benchmark for Visual Perception and Interaction,Archival published,ICML 2025 (PMLR 267:45817–45851),https://proceedings.mlr.press/v267/nayak25a.html; 2503.15661,datacite:arxiv,1.0,UI-Vision: A Desktop-centric GUI Benchmark for Visual Perception and Interaction,arXiv,Preprint,2025,10.48550/arxiv.2503.15661,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2503.15661,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
393,Mobile-Bench-v2 A More Realistic and Comprehensive Benchmark for VLM-based Mobile Agents,Preprint/technical report,arXiv,2505.11891,datacite:arxiv,1.0,Mobile-Bench-v2: A More Realistic and Comprehensive Benchmark for VLM-based Mobile Agents,arXiv,Preprint,2025,10.48550/arxiv.2505.11891,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2505.11891,OK_PREPRINT,
394,Open CaptchaWorld A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,Archival accepted,NeurIPS 2025 (Datasets & Benchmarks),neurips.cc/virtual/2025 poster 121537; 2505.24878,crossref:title,1.0,Open CaptchaWorld: A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-3006,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 99835-99860 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
395,X-WebAgentBench A Multilingual Interactive Web Benchmark for Evaluating Global Agentic System,Archival published,Findings of ACL,arXiv:2505.15372,crossref:title,1.0,X-WebAgentBench: A Multilingual Interactive Web Benchmark for Evaluating Global Agentic System,Findings of the Association for Computational Linguistics: ACL 2025,proceedings-article,2025,10.18653/v1/2025.findings-acl.988,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 19320-19335 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2025',OK_ARCHIVAL,
396,Agent-RewardBench Towards a Unified Benchmark for Reward Modeling across Perception Planning and Safety in Real-World Multimodal Agents,Archival published,Proceedings of ACL (Long Papers),arXiv:2506.21252,crossref:title,1.0,"Agent-RewardBench: Towards a Unified Benchmark for Reward Modeling across Perception, Planning, and Safety in Real-World Multimodal Agents",Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.857,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 17521-17541 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
397,Atomic-to-Compositional Generalization for Mobile Agents with A New Benchmark and Scheduling System,Preprint/technical report,arXiv,2506.08972,datacite:arxiv,1.0,Atomic-to-Compositional Generalization for Mobile Agents with A New Benchmark and Scheduling System,arXiv,Preprint,2025,10.48550/arxiv.2506.08972,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.08972,OK_PREPRINT,
398,DeepResearch Bench A Comprehensive Benchmark for Deep Research Agents,Preprint/technical report,arXiv,2506.11763,datacite:arxiv,1.0,DeepResearch Bench: A Comprehensive Benchmark for Deep Research Agents,arXiv,Preprint,2025,10.48550/arxiv.2506.11763,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.11763,OK_PREPRINT,
399,FormFactory An Interactive Benchmarking Suite for Multimodal Form-Filling Agents,Archival published,Proceedings of ACM Multimedia,https://doi.org/10.1145/3746027.3758285,crossref:doi,1.0,FormFactory: An Interactive Benchmarking Suite for Multimodal Form-Filling Agents,Proceedings of the 33rd ACM International Conference on Multimedia,proceedings-article,2025,10.1145/3746027.3758285,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 13273-13280 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 33rd ACM International Conference on Multimedia',OK_ARCHIVAL,
400,Evaluation and Benchmarking of LLM Agents: A Survey,Archival published,ACM KDD 2025 (pp. 6129–6139),https://doi.org/10.1145/3711896.3736570; 2507.21504,crossref:doi,1.0,Evaluation and Benchmarking of LLM Agents: A Survey,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,proceedings-article,2025,10.1145/3711896.3736570,,datacite:arxiv | openalex:doi | crossref:doi,3,2,2,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 6129-6139 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2',OK_ARCHIVAL,
402,MCP-Universe: Benchmarking Large Language Models with Real-World Model Context Protocol Servers,Preprint/technical report,arXiv (under review),2508.14704,datacite:arxiv,1.0,MCP-Universe: Benchmarking Large Language Models with Real-World Model Context Protocol Servers,arXiv,Preprint,2025,10.48550/arxiv.2508.14704,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2508.14704,OK_PREPRINT,
403,MM-BrowseComp: A Comprehensive Benchmark for Multimodal Browsing Agents,Preprint/technical report,arXiv (ICLR 2026 submission withdrawn),2508.13186,datacite:arxiv,1.0,MM-BrowseComp: A Comprehensive Benchmark for Multimodal Browsing Agents,arXiv,Preprint,2025,10.48550/arxiv.2508.13186,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2508.13186,OK_PREPRINT,
404,OdysseyBench: Evaluating LLM Agents on Long-Horizon Complex Office Application Workflows,Preprint/technical report,arXiv (ICLR 2026 submission withdrawn),2508.09124,datacite:arxiv,1.0,OdysseyBench: Evaluating LLM Agents on Long-Horizon Complex Office Application Workflows,arXiv,Preprint,2025,10.48550/arxiv.2508.09124,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2508.09124,OK_PREPRINT,
406,ShoppingBench: A Real-World Intent-Grounded Shopping Benchmark for LLM-based Agents,Archival accepted,AAAI 2026 (Technical Track),https://doi.org/10.1609/aaai.v40i39.40640; 2508.04266,crossref:doi,1.0,ShoppingBench: A Real-World Intent-Grounded Shopping Benchmark for LLM-based Agents,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2026,10.1609/aaai.v40i39.40640,,datacite:arxiv | openalex:doi | crossref:doi,3,2,2,,openalex:doi: location[conference]='Proceedings of the AAAI Conference on Artificial Intelligence' | openalex:doi: DOI prefix 10.1609 (AAAI) | openalex:doi: pages 33521-33529 | crossref:doi: crossref type=journal-article venue='Proceedings of the AAAI Conference on Artificial Intelligence',OK_ARCHIVAL,
407,WebArXiv: Evaluating Multimodal Agents on Time-Invariant arXiv Tasks,Preprint/technical report,,2507.00938,datacite:arxiv,1.0,WebArXiv: Evaluating Multimodal Agents on Time-Invariant arXiv Tasks,arXiv,Preprint,2025,10.48550/arxiv.2507.00938,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2507.00938,OK_PREPRINT,
409,WideSearch: Benchmarking Agentic Broad Info-Seeking,Preprint/technical report,arXiv (ByteDance Seed),2508.07999,datacite:arxiv,1.0,WideSearch: Benchmarking Agentic Broad Info-Seeking,arXiv,Preprint,2025,10.48550/arxiv.2508.07999,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2508.07999,OK_PREPRINT,
410,ARE: Scaling Up Agent Environments and Evaluations,Preprint/technical report,arXiv (Meta tech report),2509.17158,datacite:arxiv,1.0,ARE: Scaling Up Agent Environments and Evaluations,arXiv,Preprint,2025,10.48550/arxiv.2509.17158,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2509.17158,OK_PREPRINT,
411,MCP-AgentBench: Evaluating Real-World Language Agent Performance with MCP-Mediated Tools,Archival published,"AAAI 2026 (Proc. 40th AAAI Conf., pp. 30888–30896, Singapore)",https://ojs.aaai.org/index.php/AAAI/article/view/40347; 2509.09734,crossref:title,1.0,MCP-AgentBench: Evaluating Real-World Language Agent Performance with MCP-Mediated Tools,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2026,10.1609/aaai.v40i37.40347,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: location[conference]='Proceedings of the AAAI Conference on Artificial Intelligence' | openalex:title: DOI prefix 10.1609 (AAAI) | openalex:title: pages 30888-30896 | crossref:title: crossref type=journal-article venue='Proceedings of the AAAI Conference on Artificial Intelligence',OK_ARCHIVAL,
412,MCPMark: A Benchmark for Stress-Testing Realistic and Comprehensive MCP Use,Preprint/technical report,arXiv preprint arXiv:2509.24002,,openalex:title,1.0,MCPMark: A Benchmark for Stress-Testing Realistic and Comprehensive MCP Use,,preprint,2025,10.48550/arxiv.2509.24002,https://openalex.org/W4415335901,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
413,NEWSAGENT: Benchmarking Multimodal Agents as Journalists with Real-World Newswriting Tasks,Archival published,Findings of ACL 2026 (volume live; ISBN 979-8-89176-395-1),https://aclanthology.org/volumes/2026.findings-acl/; 2509.00446,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
414,SCUBA: Salesforce Computer Use Benchmark,Preprint/technical report,,2509.26506,datacite:arxiv,1.0,SCUBA: Salesforce Computer Use Benchmark,arXiv,Preprint,2025,10.48550/arxiv.2509.26506,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2509.26506,OK_PREPRINT,
415,DRBench: A Realistic Benchmark for Enterprise Deep Research,Archival published,International Conference on Learning Representations,arXiv:2510.00172,datacite:arxiv,1.0,DRBench: A Realistic Benchmark for Enterprise Deep Research,arXiv,Preprint,2025,10.48550/arxiv.2510.00172,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.00172,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
416,GEM: A Gym for Agentic LLMs,Archival published,ICLR 2026 (conference paper),https://openreview.net/forum?id=0Ylu01jcnu; 2510.01051,datacite:arxiv,1.0,GEM: A Gym for Agentic LLMs,arXiv,Preprint,2025,10.48550/arxiv.2510.01051,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.01051,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
417,Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation,Archival published,ICLR 2026 (Poster),https://openreview.net/forum?id=vUaY1t64ZZ; 2510.11977,datacite:arxiv,1.0,Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation,arXiv,Preprint,2025,10.48550/arxiv.2510.11977,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.11977,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
418,MacroBench: A Novel Testbed for Web Automation Scripts via Large Language Models,Workshop/non-archival,NeurIPS 2025 Lock-LLM Workshop,2510.04363,datacite:arxiv,1.0,MacroBench: A Novel Testbed for Web Automation Scripts via Large Language Models,arXiv,Preprint,2025,10.48550/arxiv.2510.04363,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.04363,OK_PREPRINT,
